timestamp_ms,total
1485174277722,0
1485174280768,0
1485174283784,0
1485174286793,0
1485174289808,0
1485174292817,0
1485174295826,0
1485174298836,0
1485174301843,0
1485174304868,0
1485174307890,0
1485174310899,0
1485174313909,0
1485174316928,0
1485174319940,0
1485174322963,0
1485174325974,2
1485174328984,2
1485174332012,2
1485174335058,4
1485174338074,4
1485174341087,4
1485174344109,4
1485174347289,4
1485174350352,4
1485174353375,4
1485174356391,5
1485174359458,6
1485174362486,6
1485174365508,7
1485174368729,7
1485174371879,9
1485174374912,9
1485174377950,9
1485174381201,10
1485174384300,13
1485174387318,13
1485174390349,13
1485174393648,14
1485174396665,14
1485174399714,14
1485174402762,14
1485174405778,14
1485174408805,14
1485174412456,14
1485174415945,14
1485174419082,14
1485174422333,15
1485174425398,15
1485174429130,15
1485174432387,15
1485174435567,15
1485174438586,15
1485174441748,15
1485174444853,15
1485174448398,15
1485174451504,15
1485174454660,15
1485174457679,15
1485174460858,16
1485174463887,17
1485174468491,17
1485174471546,18
1485174474576,18
1485174477598,19
1485174480615,19
1485174483688,19
1485174486731,20
1485174489761,20
1485174492814,20
1485174495842,21
1485174499167,21
1485174502252,21
1485174505434,21
1485174508451,22
1485174511634,22
1485174514650,22
1485174517673,22
1485174520689,22
1485174523714,22
1485174526976,22
1485174530128,22
1485174533337,22
1485174536354,22
1485174539693,22
1485174542762,22
1485174546004,23
1485174549071,23
1485174552695,24
1485174556165,24
1485174559183,24
1485174562311,24
1485174565421,25
1485174568869,25
1485174571888,26
1485174574918,26
1485174578089,26
1485174581442,27
1485174584471,27
1485174587491,27
1485174590715,27
1485174594006,27
1485174598576,27
1485174601851,27
1485174605383,27
1485174608406,27
1485174611662,27
1485174614698,27
1485174617727,27
1485174620754,28
1485174623790,28
1485174626809,28
1485174629889,28
1485174633045,28
1485174636204,29
1485174639278,30
1485174642683,30
1485174645701,30
1485174648720,30
1485174651853,30
1485174655263,30
1485174658738,30
1485174661838,30
1485174664932,30
1485174668022,30
1485174671081,30
1485174674479,30
1485174679862,30
1485174682900,30
1485174686191,30
1485174689597,30
1485174692778,30
1485174695866,30
1485174699155,30
1485174702176,30
1485174705202,31
1485174708694,31
1485174713681,31
1485174716914,32
1485174720304,32
1485174723478,32
1485174726554,32
1485174729679,33
1485174733087,33
1485174736250,33
1485174739426,33
1485174742959,33
1485174746037,33
1485174749165,33
1485174752226,33
1485174756088,33
1485174759115,34
1485174762259,35
1485174765956,35
1485174769080,35
1485174772687,35
1485174776564,35
1485174780348,35
1485174783626,35
1485174787115,35
1485174790551,35
1485174793698,35
1485174798049,36
1485174801669,36
1485174804960,36
1485174808148,36
1485174811460,36
1485174814805,36
1485174818014,36
1485174821888,36
1485174825014,36
1485174828099,36
1485174831272,36
1485174834472,38
1485174837635,38
1485174840950,38
1485174843970,38
1485174848278,38
1485174851839,38
1485174854936,38
1485174858674,38
1485174861871,38
1485174864920,38
1485174868159,38
1485174872792,39
1485174875914,39
1485174879371,39
1485174883217,39
1485174886542,39
1485174890023,39
1485174894711,39
1485174897794,40
1485174900828,41
1485174904663,42
1485174908169,42
1485174911763,42
1485174915603,42
1485174918944,42
1485174922373,42
1485174925965,42
1485174929385,42
1485174936095,42
1485174939139,42
1485174942356,43
1485174945671,43
1485174948952,44
1485174952124,44
1485174955148,44
1485174958790,44
1485174962399,44
1485174965545,44
1485174969096,44
1485174972478,44
1485174976074,44
1485174980812,44
1485174983860,44
1485174986884,44
1485174990090,44
1485174993704,44
1485174996842,44
1485175000791,44
1485175004284,44
1485175007328,44
1485175010822,44
1485175014934,44
1485175018107,44
1485175021750,44
1485175026123,44
1485175029232,44
1485175033074,44
1485175036845,45
1485175039930,46
1485175043737,46
1485175047951,46
1485175051366,46
1485175054940,46
1485175058920,46
1485175062181,46
1485175065477,46
1485175069435,46
1485175072457,46
1485175075933,46
1485175079390,46
1485175082728,46
1485175086789,48
1485175090253,48
1485175093598,48
1485175097400,48
1485175100633,48
1485175103767,48
1485175107453,48
1485175114022,48
1485175117849,48
1485175122401,48
1485175125420,49
1485175128851,49
1485175132572,49
1485175135601,49
1485175139472,49
1485175144079,49
1485175147099,49
1485175150322,49
1485175154318,49
1485175157474,49
1485175160956,50
1485175164718,51
1485175167748,52
1485175171230,52
1485175175062,52
1485175178129,52
1485175181497,53
1485175185708,53
1485175189301,53
1485175193109,53
1485175196853,53
1485175200128,53
1485175204063,53
1485175207693,55
1485175210724,55
1485175214039,55
1485175217200,55
1485175220772,55
1485175224582,55
1485175228151,55
1485175231575,55
1485175235443,55
1485175238934,55
1485175242484,55
1485175246091,55
1485175249691,55
1485175253105,55
1485175256806,55
1485175260251,55
1485175264617,55
1485175268116,55
1485175271136,55
1485175274702,55
1485175278959,55
1485175282040,55
1485175286173,56
1485175290084,56
1485175293139,56
1485175296643,56
1485175300786,56
1485175303814,56
1485175307373,56
1485175310690,56
1485175314029,56
1485175318129,56
1485175321416,56
1485175324433,56
1485175327902,56
1485175331306,56
1485175334484,56
1485175338505,56
1485175341825,56
1485175345071,57
1485175348971,58
1485175352821,58
1485175356202,58
1485175359478,58
1485175362690,58
1485175366010,58
1485175369067,59
1485175373112,59
1485175376964,59
1485175380235,59
1485175383771,59
1485175387468,59
1485175391141,59
1485175394521,59
1485175398132,59
1485175401238,59
1485175404769,60
1485175408397,60
1485175411412,60
1485175414483,63
1485175417639,63
1485175420921,64
1485175423991,65
1485175427016,66
1485175430210,67
1485175433403,68
1485175436559,68
1485175439590,68
1485175442884,68
1485175446246,68
1485175449268,68
1485175452308,68
1485175455438,71
1485175458579,72
1485175461606,74
1485175464623,74
1485175467666,74
1485175470793,75
1485175473810,75
1485175476822,75
