timestamp_ms,percent
1485174343923,18
1485174346961,36
1485174349973,35
1485174353027,26
1485174356044,20
1485174359189,24
1485174362225,35
1485174365248,23
1485174368307,15
1485174371582,27
1485174374604,28
1485174377659,19
1485174380683,21
1485174383726,21
1485174386854,10
1485174389939,13
1485174392950,13
1485174395971,0
1485174398991,2
1485174402040,20
1485174405250,20
1485174408299,20
1485174412598,17
1485174415998,15
1485174419098,17
1485174422386,17
1485174425420,16
1485174429191,15
1485174432072,15
1485174435571,15
1485174438057,14
1485174441358,15
1485174444890,12
1485174448274,13
1485174451563,13
1485174454665,13
1485174457217,12
1485174460871,11
1485174464638,12
1485174467686,10
1485174470744,11
1485174474491,10
1485174477602,13
1485174480666,11
1485174483699,11
1485174485745,10
1485174489740,11
1485174491998,12
1485174495857,11
1485174499179,10
1485174502274,10
1485174505438,10
1485174508475,10
1485174511519,10
1485174514533,10
1485174517263,10
1485174520361,10
1485174523584,10
1485174526982,10
1485174530136,8
1485174533322,7
1485174536343,7
1485174539750,8
1485174542774,8
1485174546011,9
1485174549230,8
1485174552817,8
1485174556111,9
1485174559130,10
1485174562323,11
1485174565539,10
1485174568757,10
1485174571767,11
1485174574979,11
1485174578149,12
1485174581456,12
1485174584478,13
1485174587497,12
1485174590729,11
1485174593958,12
1485174598585,12
1485174602372,12
1485174605392,11
1485174608413,10
1485174611678,11
1485174614710,9
1485174617742,12
1485174620764,11
1485174622970,10
1485174626476,10
1485174629992,10
1485174633179,9
1485174636193,9
1485174639366,8
1485174642688,10
1485174645704,9
1485174647962,9
1485174650985,8
1485174655668,8
1485174658788,10
1485174661882,10
1485174664935,9
1485174668031,7
1485174671214,8
1485174674498,10
1485174679393,8
1485174682505,9
1485174685704,7
1485174689053,8
1485174692354,8
1485174695483,7
1485174698605,6
1485174702092,7
1485174705214,7
1485174709041,8
1485174712911,8
1485174717189,12
1485174720373,6
1485174722769,8
1485174725791,7
1485174730079,10
1485174732326,11
1485174735432,10
1485174738644,10
1485174743025,9
1485174745312,9
1485174748463,9
1485174752835,14
1485174756091,9
1485174759120,10
1485174762378,10
1485174766017,13
1485174769635,12
1485174773067,14
1485174777341,10
1485174780438,9
1485174783676,10
1485174787496,10
1485174790680,11
1485174793985,10
1485174798627,10
1485174801871,9
1485174805138,9
1485174808349,8
1485174811465,7
1485174814865,6
1485174818048,8
1485174822003,8
1485174825053,10
1485174828192,11
1485174830946,10
1485174834488,9
1485174837657,9
1485174840766,8
1485174844202,8
1485174848504,9
1485174851787,8
1485174854982,10
1485174858568,11
1485174861875,12
1485174869186,10
1485174872816,11
1485174875930,12
1485174879227,11
1485174883240,12
1485174886521,10
1485174890196,11
1485174893989,11
1485174897275,10
1485174900963,10
1485174905154,9
1485174908184,10
1485174911721,10
1485174915566,10
1485174918952,9
1485174922279,10
1485174925400,9
1485174928541,11
1485174936103,7
1485174939145,8
1485174942298,6
1485174945561,8
1485174948890,8
1485174952088,8
1485174955159,8
1485174958839,6
1485174962403,6
1485174965564,9
1485174969080,8
1485174972486,8
1485174975903,7
1485174980816,9
1485174983482,7
1485174986683,7
1485174990037,7
1485174993720,7
1485174996867,8
1485175001272,8
1485175004204,6
1485175007349,9
1485175011922,8
1485175014944,10
1485175018120,8
1485175022661,9
1485175026151,9
1485175029399,9
1485175033126,8
1485175036911,8
1485175039955,8
1485175044903,10
1485175047923,9
1485175051271,9
1485175054896,8
1485175058738,9
1485175062187,8
1485175065658,9
1485175069319,8
1485175072460,8
1485175075934,8
1485175079394,9
1485175082737,10
1485175086934,10
1485175090576,9
1485175093593,10
1485175096763,9
1485175100637,9
1485175103770,8
1485175108811,7
1485175114024,8
1485175119372,7
1485175122410,7
1485175125433,8
1485175128964,7
1485175132583,8
1485175135604,9
1485175141033,6
1485175143640,6
1485175146761,7
1485175150211,6
1485175154312,7
1485175157483,7
1485175160872,7
1485175164733,7
1485175167745,5
1485175171108,7
1485175175116,8
1485175178133,8
1485175182651,8
1485175185715,9
1485175189311,8
1485175193011,7
1485175196862,7
1485175200134,7
1485175203751,6
1485175207710,7
1485175210727,8
1485175214048,7
1485175217259,7
1485175220676,8
1485175224745,9
1485175228540,9
1485175231576,7
1485175235605,6
1485175239105,6
1485175242498,9
1485175246137,6
1485175249443,8
1485175253147,10
1485175256673,9
1485175261541,8
1485175264552,8
1485175267979,8
1485175271010,8
1485175274424,7
1485175278957,8
1485175283097,8
1485175286177,9
1485175289754,9
1485175293157,9
1485175296723,8
1485175300669,8
1485175303842,5
1485175307432,6
1485175310706,8
1485175314003,7
1485175317646,6
1485175321358,5
1485175324612,7
1485175327904,7
1485175331459,7
1485175335112,7
1485175338640,6
1485175341974,7
1485175345135,5
1485175348315,7
1485175352448,8
1485175355868,8
1485175359493,8
1485175362697,9
1485175365931,10
1485175369051,11
1485175373116,12
1485175377127,10
1485175380162,11
1485175383566,11
1485175387588,10
1485175390757,11
1485175394220,14
1485175397842,16
1485175401220,15
1485175404688,21
1485175408380,19
1485175411421,16
1485175414630,20
1485175417664,22
1485175420899,27
1485175423938,22
1485175427043,22
1485175430223,21
1485175433546,16
1485175436561,24
1485175439583,17
1485175442864,17
1485175446190,16
1485175449271,12
1485175452314,16
1485175455472,17
1485175458553,14
1485175461611,9
1485175464637,22
1485175467658,11
1485175470784,6
1485175473806,0
1485175476813,7
