timestamp_ms,total_virtual_in_bytes
1485174277483,4812423168
1485174280536,4818731008
1485174283547,4818731008
1485174286554,4818731008
1485174289564,4829241344
1485174292621,4829241344
1485174295626,4829241344
1485174298633,4829241344
1485174301640,4831346688
1485174304649,4832399360
1485174307659,4832399360
1485174310666,4832399360
1485174313717,4832399360
1485174316736,4832399360
1485174319766,4832399360
1485174322800,4832399360
1485174325812,4835979264
1485174328834,4835979264
1485174331854,4835979264
1485174334875,4838813696
1485174337889,4840910848
1485174340901,4840910848
1485174343920,4841537536
1485174346947,4841537536
1485174349973,4841537536
1485174353028,4843642880
1485174356047,4844961792
1485174359154,4846555136
1485174362226,4846555136
1485174365249,4847878144
1485174368303,4848930816
1485174371584,4850802688
1485174374607,4850802688
1485174377658,4850802688
1485174380681,4853092352
1485174383723,4855607296
1485174386776,4855607296
1485174389938,4855607296
1485174392953,4858638336
1485174395968,4857237504
1485174398994,4857237504
1485174402038,4857237504
1485174405232,4857470976
1485174408304,4857237504
1485174412843,4857237504
1485174415962,4857237504
1485174419096,4857237504
1485174422216,4859396096
1485174425400,4859396096
1485174429132,4857659392
1485174432062,4857659392
1485174435574,4857659392
1485174438044,4857659392
1485174441322,4857659392
1485174445365,4857659392
1485174448218,4857659392
1485174450508,4857659392
1485174454664,4857659392
1485174457411,4857659392
1485174460862,4859822080
1485174463987,4861808640
1485174467689,4861808640
1485174470746,4862115840
1485174474453,4860796928
1485174477603,4863152128
1485174480631,4861538304
1485174483710,4861538304
1485174486725,4863627264
1485174489741,4862304256
1485174491996,4861075456
1485174495842,4863627264
1485174499221,4861710336
1485174502233,4861710336
1485174505439,4861710336
1485174508472,4864249856
1485174511521,4864249856
1485174514537,4862283776
1485174517266,4862283776
1485174520361,4862283776
1485174523581,4862283776
1485174527003,4862283776
1485174530130,4862283776
1485174533327,4862283776
1485174536340,4862283776
1485174539735,4862283776
1485174542763,4862283776
1485174546010,4863774720
1485174549226,4864212992
1485174552697,4866125824
1485174556116,4866125824
1485174559134,4866125824
1485174562377,4866125824
1485174565400,4866121728
1485174568744,4866121728
1485174571772,4867772416
1485174574923,4867772416
1485174578117,4867772416
1485174581388,4870479872
1485174584477,4870479872
1485174587527,4870479872
1485174590726,4868501504
1485174593961,4869091328
1485174598842,4868501504
1485174601867,4868501504
1485174605394,4868501504
1485174608412,4868501504
1485174611677,4868501504
1485174614708,4868501504
1485174617739,4868501504
1485174620763,4870320128
1485174622972,4870320128
1485174626480,4870320128
1485174629869,4870320128
1485174633086,4870320128
1485174636197,4872204288
1485174639279,4873920512
1485174642689,4873920512
1485174645707,4873920512
1485174647955,4873920512
1485174652189,4873920512
1485174655285,4876017664
1485174658827,4876017664
1485174661846,4876017664
1485174664939,4876017664
1485174668034,4876017664
1485174671087,4874039296
1485174674807,4874039296
1485174679376,4874039296
1485174682479,4874039296
1485174685599,4874039296
1485174689051,4874039296
1485174692371,4874039296
1485174695486,4874039296
1485174698584,4874039296
1485174702093,4874039296
1485174705644,4875927552
1485174708708,4875927552
1485174712917,4875927552
1485174717184,4877713408
1485174720406,4877713408
1485174722766,4877713408
1485174725789,4877713408
1485174728805,4877713408
1485174732325,4879626240
1485174735435,4879626240
1485174739908,4879626240
1485174742972,4879626240
1485174745312,4879626240
1485174748469,4879626240
1485174751489,4879626240
1485174756108,4879626240
1485174759119,4881977344
1485174762898,4883513344
1485174766028,4883513344
1485174769118,4883513344
1485174773504,4883513344
1485174776741,4883513344
1485174780372,4883513344
1485174783675,4883513344
1485174787153,4883513344
1485174790595,4883513344
1485174793715,4883513344
1485174798083,4885622784
1485174801698,4885622784
1485174804977,4885622784
1485174808169,4885622784
1485174811462,4885622784
1485174814882,4885622784
1485174818474,4885622784
1485174821913,4885622784
1485174825062,4885622784
1485174828103,4885622784
1485174830906,4885622784
1485174834490,4889571328
1485174837658,4889571328
1485174840767,4889571328
1485174843855,4889571328
1485174848252,4889571328
1485174851728,4889571328
1485174854925,4889571328
1485174858408,4885008384
1485174861872,4885008384
1485174864924,4885008384
1485174868161,4885008384
1485174872842,4887281664
1485174876179,4887281664
1485174879379,4887281664
1485174883265,4887281664
1485174886523,4887281664
1485174890201,4887281664
1485174893988,4887281664
1485174897280,4889473024
1485174900903,4891758592
1485174904682,4894003200
1485174908168,4894003200
1485174911716,4894003200
1485174915571,4892119040
1485174918955,4892119040
1485174922276,4892119040
1485174925387,4892119040
1485174930093,4892119040
1485174936118,4892119040
1485174939149,4892119040
1485174942244,4894191616
1485174945560,4894191616
1485174948862,4896157696
1485174952066,4896157696
1485174955241,4896157696
1485174958663,4896157696
1485174962416,4896157696
1485174965597,4896157696
1485174969083,4896157696
1485174972490,4896157696
1485174975901,4896157696
1485174980814,4896157696
1485174983485,4896157696
1485174986686,4896157696
1485174990043,4896591872
1485174993738,4896157696
1485174996849,4896157696
1485175000119,4896157696
1485175004201,4896157696
1485175007462,4896157696
1485175010490,4896157696
1485175014959,4896157696
1485175018727,4896157696
1485175022148,4896157696
1485175029246,4896157696
1485175032909,4896157696
1485175036813,4898721792
1485175039976,4901601280
1485175043749,4900937728
1485175047908,4900937728
1485175051271,4900937728
1485175054895,4900937728
1485175058734,4900937728
1485175062194,4900937728
1485175065655,4900937728
1485175069326,4900937728
1485175072564,4900937728
1485175075942,4900937728
1485175079401,4900937728
1485175083704,4900937728
1485175086785,4906037248
1485175090173,4906037248
1485175093589,4906037248
1485175096762,4906037248
1485175100638,4906037248
1485175104441,4906037248
1485175107695,4906037248
1485175114834,4906037248
1485175118168,4906037248
1485175122412,4908306432
1485175125624,4908314624
1485175128836,4908314624
1485175132586,4908314624
1485175135628,4908314624
