timestamp_ms,cache_count,evictions,miss_count,total_count
1485174277722,0,0,0,0
1485174280768,0,0,0,0
1485174283784,0,0,0,0
1485174286793,0,0,0,0
1485174289808,0,0,0,0
1485174292817,0,0,0,0
1485174295826,0,0,0,0
1485174298836,0,0,0,0
1485174301843,0,0,0,0
1485174304868,0,0,0,0
1485174307890,0,0,0,0
1485174310899,0,0,0,0
1485174313909,0,0,0,0
1485174316928,0,0,0,0
1485174319940,0,0,0,0
1485174322963,0,0,0,0
1485174325974,0,0,0,0
1485174328984,0,0,0,0
1485174332012,0,0,0,0
1485174335058,0,0,0,0
1485174338074,0,0,0,0
1485174341087,0,0,0,0
1485174344109,0,0,0,0
1485174347289,0,0,0,0
1485174350352,0,0,0,0
1485174353375,0,0,0,0
1485174356391,0,0,0,0
1485174359458,0,0,0,0
1485174362486,0,0,0,0
1485174365508,0,0,0,0
1485174368729,0,0,0,0
1485174371879,0,0,0,0
1485174374912,0,0,0,0
1485174377950,0,0,0,0
1485174381201,0,0,0,0
1485174384300,0,0,0,0
1485174387318,0,0,0,0
1485174390349,0,0,0,0
1485174393648,0,0,0,0
1485174396665,0,0,0,0
1485174399714,0,0,0,0
1485174402762,0,0,0,0
1485174405778,0,0,0,0
1485174408805,0,0,0,0
1485174412456,0,0,0,0
1485174415945,0,0,0,0
1485174419082,0,0,0,0
1485174422333,0,0,0,0
1485174425398,0,0,0,0
1485174429130,0,0,0,0
1485174432387,0,0,0,0
1485174435567,0,0,0,0
1485174438586,0,0,0,0
1485174441748,0,0,0,0
1485174444853,0,0,0,0
1485174448398,0,0,0,0
1485174451504,0,0,0,0
1485174454660,0,0,0,0
1485174457679,0,0,0,0
1485174460858,0,0,0,0
1485174463887,0,0,0,0
1485174468491,0,0,0,0
1485174471546,0,0,0,0
1485174474576,0,0,0,0
1485174477598,0,0,0,0
1485174480615,0,0,0,0
1485174483688,0,0,0,0
1485174486731,0,0,0,0
1485174489761,0,0,0,0
1485174492814,0,0,0,0
1485174495842,0,0,0,0
1485174499167,0,0,0,0
1485174502252,0,0,0,0
1485174505434,0,0,0,0
1485174508451,0,0,0,0
1485174511634,0,0,0,0
1485174514650,0,0,0,0
1485174517673,0,0,0,0
1485174520689,0,0,0,0
1485174523714,0,0,0,0
1485174526976,0,0,0,0
1485174530128,0,0,0,0
1485174533337,0,0,0,0
1485174536354,0,0,0,0
1485174539693,0,0,0,0
1485174542762,0,0,0,0
1485174546004,0,0,0,0
1485174549071,0,0,0,0
1485174552695,0,0,0,0
1485174556165,0,0,0,0
1485174559183,0,0,0,0
1485174562311,0,0,0,0
1485174565421,0,0,0,0
1485174568869,0,0,0,0
1485174571888,0,0,0,0
1485174574918,0,0,0,0
1485174578089,0,0,0,0
1485174581442,0,0,0,0
1485174584471,0,0,0,0
1485174587491,0,0,0,0
1485174590715,0,0,0,0
1485174594006,0,0,0,0
1485174598576,0,0,0,0
1485174601851,0,0,0,0
1485174605383,0,0,0,0
1485174608406,0,0,0,0
1485174611662,0,0,0,0
1485174614698,0,0,0,0
1485174617727,0,0,0,0
1485174620754,0,0,0,0
1485174623790,0,0,0,0
1485174626809,0,0,0,0
1485174629889,0,0,0,0
1485174633045,0,0,0,0
1485174636204,0,0,0,0
1485174639278,0,0,0,0
1485174642683,0,0,0,0
1485174645701,0,0,0,0
1485174648720,0,0,0,0
1485174651853,0,0,0,0
1485174655263,0,0,0,0
1485174658738,0,0,0,0
1485174661838,0,0,0,0
1485174664932,0,0,0,0
1485174668022,0,0,0,0
1485174671081,0,0,0,0
1485174674479,0,0,0,0
1485174679862,0,0,0,0
1485174682900,0,0,0,0
1485174686191,0,0,0,0
1485174689597,0,0,0,0
1485174692778,0,0,0,0
1485174695866,0,0,0,0
1485174699155,0,0,0,0
1485174702176,0,0,0,0
1485174705202,0,0,0,0
1485174708694,0,0,0,0
1485174713681,0,0,0,0
1485174716914,0,0,0,0
1485174720304,0,0,0,0
1485174723478,0,0,0,0
1485174726554,0,0,0,0
1485174729679,0,0,0,0
1485174733087,0,0,0,0
1485174736250,0,0,0,0
1485174739426,0,0,0,0
1485174742959,0,0,0,0
1485174746037,0,0,0,0
1485174749165,0,0,0,0
1485174752226,0,0,0,0
1485174756088,0,0,0,0
1485174759115,0,0,0,0
1485174762259,0,0,0,0
1485174765956,0,0,0,0
1485174769080,0,0,0,0
1485174772687,0,0,0,0
1485174776564,0,0,0,0
1485174780348,0,0,0,0
1485174783626,0,0,0,0
1485174787115,0,0,0,0
1485174790551,0,0,0,0
1485174793698,0,0,0,0
1485174798049,0,0,0,0
1485174801669,0,0,0,0
1485174804960,0,0,0,0
1485174808148,0,0,0,0
1485174811460,0,0,0,0
1485174814805,0,0,0,0
1485174818014,0,0,0,0
1485174821888,0,0,0,0
1485174825014,0,0,0,0
1485174828099,0,0,0,0
1485174831272,0,0,0,0
1485174834472,0,0,0,0
1485174837635,0,0,0,0
1485174840950,0,0,0,0
1485174843970,0,0,0,0
1485174848278,0,0,0,0
1485174851839,0,0,0,0
1485174854936,0,0,0,0
1485174858674,0,0,0,0
1485174861871,0,0,0,0
1485174864920,0,0,0,0
1485174868159,0,0,0,0
1485174872792,0,0,0,0
1485174875914,0,0,0,0
1485174879371,0,0,0,0
1485174883217,0,0,0,0
1485174886542,0,0,0,0
1485174890023,0,0,0,0
1485174894711,0,0,0,0
1485174897794,0,0,0,0
1485174900828,0,0,0,0
1485174904663,0,0,0,0
1485174908169,0,0,0,0
1485174911763,0,0,0,0
1485174915603,0,0,0,0
1485174918944,0,0,0,0
1485174922373,0,0,0,0
1485174925965,0,0,0,0
1485174929385,0,0,0,0
1485174936095,0,0,0,0
1485174939139,0,0,0,0
1485174942356,0,0,0,0
1485174945671,0,0,0,0
1485174948952,0,0,0,0
1485174952124,0,0,0,0
1485174955148,0,0,0,0
1485174958790,0,0,0,0
1485174962399,0,0,0,0
1485174965545,0,0,0,0
1485174969096,0,0,0,0
1485174972478,0,0,0,0
1485174976074,0,0,0,0
1485174980812,0,0,0,0
1485174983860,0,0,0,0
1485174986884,0,0,0,0
1485174990090,0,0,0,0
1485174993704,0,0,0,0
1485174996842,0,0,0,0
1485175000791,0,0,0,0
1485175004284,0,0,0,0
1485175007328,0,0,0,0
1485175010822,0,0,0,0
1485175014934,0,0,0,0
1485175018107,0,0,0,0
1485175021750,0,0,0,0
1485175026123,0,0,0,0
1485175029232,0,0,0,0
1485175033074,0,0,0,0
1485175036845,0,0,0,0
1485175039930,0,0,0,0
1485175043737,0,0,0,0
1485175047951,0,0,0,0
1485175051366,0,0,0,0
1485175054940,0,0,0,0
1485175058920,0,0,0,0
1485175062181,0,0,0,0
1485175065477,0,0,0,0
1485175069435,0,0,0,0
1485175072457,0,0,0,0
1485175075933,0,0,0,0
1485175079390,0,0,0,0
1485175082728,0,0,0,0
1485175086789,0,0,0,0
1485175090253,0,0,0,0
1485175093598,0,0,0,0
1485175097400,0,0,0,0
1485175100633,0,0,0,0
1485175103767,0,0,0,0
1485175107453,0,0,0,0
1485175114022,0,0,0,0
1485175117849,0,0,0,0
1485175122401,0,0,0,0
1485175125420,0,0,0,0
1485175128851,0,0,0,0
1485175132572,0,0,0,0
1485175135601,0,0,0,0
1485175139472,0,0,0,0
1485175144079,0,0,0,0
1485175147099,0,0,0,0
1485175150322,0,0,0,0
1485175154318,0,0,0,0
1485175157474,0,0,0,0
1485175160956,0,0,0,0
1485175164718,0,0,0,0
1485175167748,0,0,0,0
1485175171230,0,0,0,0
1485175175062,0,0,0,0
1485175178129,0,0,0,0
1485175181497,0,0,0,0
1485175185708,0,0,0,0
1485175189301,0,0,0,0
1485175193109,0,0,0,0
1485175196853,0,0,0,0
1485175200128,0,0,0,0
1485175204063,0,0,0,0
1485175207693,0,0,0,0
1485175210724,0,0,0,0
1485175214039,0,0,0,0
1485175217200,0,0,0,0
1485175220772,0,0,0,0
1485175224582,0,0,0,0
1485175228151,0,0,0,0
1485175231575,0,0,0,0
1485175235443,0,0,0,0
1485175238934,0,0,0,0
1485175242484,0,0,0,0
1485175246091,0,0,0,0
1485175249691,0,0,0,0
1485175253105,0,0,0,0
1485175256806,0,0,0,0
1485175260251,0,0,0,0
1485175264617,0,0,0,0
1485175268116,0,0,0,0
1485175271136,0,0,0,0
1485175274702,0,0,0,0
1485175278959,0,0,0,0
1485175282040,0,0,0,0
1485175286173,0,0,0,0
1485175290084,0,0,0,0
1485175293139,0,0,0,0
1485175296643,0,0,0,0
1485175300786,0,0,0,0
1485175303814,0,0,0,0
1485175307373,0,0,0,0
1485175310690,0,0,0,0
1485175314029,0,0,0,0
1485175318129,0,0,0,0
1485175321416,0,0,0,0
1485175324433,0,0,0,0
1485175327902,0,0,0,0
1485175331306,0,0,0,0
1485175334484,0,0,0,0
1485175338505,0,0,0,0
1485175341825,0,0,0,0
1485175345071,0,0,0,0
1485175348971,0,0,0,0
1485175352821,0,0,0,0
1485175356202,0,0,0,0
1485175359478,0,0,0,0
1485175362690,0,0,0,0
1485175366010,0,0,0,0
1485175369067,0,0,0,0
1485175373112,0,0,0,0
1485175376964,0,0,0,0
1485175380235,0,0,0,0
1485175383771,0,0,0,0
1485175387468,0,0,0,0
1485175391141,0,0,0,0
1485175394521,0,0,0,0
1485175398132,0,0,0,0
1485175401238,0,0,0,0
1485175404769,0,0,0,0
1485175408397,0,0,0,0
1485175411412,0,0,0,0
1485175414483,0,0,0,0
1485175417639,0,0,0,0
1485175420921,0,0,0,0
1485175423991,0,0,0,0
1485175427016,0,0,0,0
1485175430210,0,0,0,0
1485175433403,0,0,0,0
1485175436559,0,0,0,0
1485175439590,0,0,0,0
1485175442884,0,0,0,0
1485175446246,0,0,0,0
1485175449268,0,0,0,0
1485175452308,0,0,0,0
1485175455438,0,0,0,0
1485175458579,0,0,0,0
1485175461606,0,0,0,0
1485175464623,0,0,0,0
1485175467666,0,0,0,0
1485175470793,0,0,0,0
1485175473810,0,0,0,0
1485175476822,0,0,0,0
