timestamp_ms,collection_count
1485174277484,1
1485174280537,1
1485174283548,1
1485174286555,1
1485174289564,1
1485174292621,2
1485174295627,2
1485174298634,2
1485174301640,2
1485174304649,2
1485174307659,2
1485174310666,2
1485174313717,2
1485174316736,3
1485174319772,3
1485174322800,3
1485174325813,3
1485174328834,3
1485174331855,3
1485174334875,4
1485174337890,4
1485174340901,4
1485174343920,4
1485174346947,4
1485174349973,4
1485174353028,4
1485174356048,4
1485174359155,4
1485174362226,4
1485174365249,4
1485174368303,5
1485174371585,5
1485174374607,5
1485174377663,5
1485174380681,5
1485174383723,5
1485174386776,5
1485174389939,6
1485174392953,6
1485174395969,6
1485174398994,6
1485174402038,6
1485174405233,6
1485174408304,6
1485174412851,6
1485174415962,6
1485174419274,6
1485174422217,6
1485174425400,6
1485174429133,7
1485174432062,7
1485174435575,7
1485174438045,7
1485174441361,7
1485174445371,7
1485174448218,8
1485174450509,8
1485174454664,8
1485174457412,8
1485174460862,8
1485174464016,8
1485174467689,9
1485174470746,9
1485174474453,9
1485174477603,9
1485174480632,9
1485174483711,10
1485174486725,10
1485174489741,10
1485174492011,10
1485174495861,10
1485174499221,11
1485174502233,11
1485174505439,11
1485174508473,11
1485174511521,11
1485174514537,12
1485174517267,12
1485174520361,12
1485174523582,12
1485174527003,12
1485174530131,13
1485174533328,13
1485174536340,13
1485174539735,13
1485174542764,14
1485174546011,14
1485174549227,14
1485174552697,14
1485174556116,14
1485174559135,15
1485174562378,15
1485174565400,15
1485174568744,15
1485174571772,16
1485174574924,16
1485174578117,16
1485174581389,17
1485174584477,17
1485174587528,17
1485174590727,17
1485174593961,17
1485174598843,18
1485174601867,18
1485174605394,18
1485174608413,18
1485174611677,19
1485174614708,19
1485174617740,20
1485174620764,20
1485174622972,20
1485174626480,20
1485174629869,20
1485174633086,20
1485174636198,21
1485174639280,21
1485174642690,21
1485174645707,21
1485174647956,21
1485174652189,21
1485174655328,22
1485174658827,22
1485174661846,22
1485174664940,22
1485174668035,22
1485174671088,23
1485174674843,23
1485174679377,23
1485174682479,24
1485174685599,24
1485174689052,24
1485174692389,24
1485174695486,25
1485174698585,25
1485174702093,25
1485174705644,25
1485174708716,26
1485174712918,26
1485174717185,26
1485174720406,26
1485174722766,27
1485174725789,27
1485174728805,27
1485174732325,27
1485174735435,27
1485174739908,28
1485174742973,28
1485174745313,28
1485174748470,28
1485174751489,29
1485174756109,29
1485174759119,29
1485174762899,29
1485174766028,29
1485174769119,30
1485174773504,30
1485174776742,30
1485174780373,30
1485174783675,30
1485174787157,30
1485174790595,31
1485174793715,31
1485174798083,31
1485174801699,31
1485174804978,32
1485174808169,32
1485174811463,32
1485174814883,32
1485174818475,33
1485174821913,33
1485174825063,33
1485174828104,33
1485174830907,33
1485174834491,34
1485174837658,34
1485174840767,34
1485174843855,34
1485174848253,34
1485174851729,35
1485174854944,35
1485174858408,35
1485174861873,35
1485174864925,36
1485174868187,36
1485174872843,36
1485174876180,36
1485174879379,36
1485174883281,37
1485174886524,37
1485174890201,37
1485174893988,37
1485174897281,37
1485174900904,38
1485174904683,38
1485174908168,38
1485174911717,38
1485174915571,38
1485174918960,38
1485174922277,39
1485174925387,39
1485174930093,39
1485174936119,39
1485174939149,39
1485174942245,40
1485174945560,40
1485174948907,40
1485174952067,40
1485174955241,40
1485174958664,40
1485174962421,41
1485174965597,41
1485174969083,41
1485174972490,41
1485174975901,41
1485174980814,42
1485174983485,42
1485174986686,42
1485174990043,42
1485174993739,42
1485174996888,42
1485175000120,43
1485175004201,43
1485175007463,43
1485175010491,43
1485175014960,44
1485175018728,44
1485175022148,44
1485175026142,44
1485175029247,44
1485175032909,45
1485175036813,45
1485175039976,45
1485175043750,45
1485175047935,45
1485175051271,45
1485175054914,46
1485175058735,46
1485175062195,46
1485175065655,46
1485175069326,46
1485175072564,47
1485175075942,47
1485175079401,47
1485175083705,47
1485175086786,48
1485175090174,48
1485175093590,48
1485175096762,48
1485175100638,48
1485175104442,49
1485175107695,49
1485175114834,49
1485175118168,50
1485175122412,50
1485175125625,50
1485175128837,50
1485175132587,50
1485175135628,50
1485175139978,51
1485175143638,51
1485175146767,51
1485175150212,51
1485175154324,52
1485175157475,52
1485175160881,52
1485175164731,52
1485175167755,52
1485175171114,52
1485175175027,53
1485175178140,53
1485175181519,53
1485175185718,53
1485175189917,54
1485175193015,54
1485175196862,54
1485175200164,54
1485175203648,55
1485175207695,55
1485175210803,55
1485175214041,55
1485175217193,55
1485175220668,55
1485175225086,56
1485175228159,56
1485175232395,56
1485175235921,56
1485175239012,56
1485175242813,57
1485175246093,57
1485175249460,57
1485175253166,57
1485175256673,57
1485175260264,57
1485175264439,58
1485175267987,58
1485175271012,58
1485175274418,58
1485175279009,58
1485175282056,59
1485175286657,59
1485175289754,59
1485175293140,59
