timestamp_ms,count
1485174520456,0
1485174523619,0
1485174527116,0
1485174530139,0
1485174533324,0
1485174536326,0
1485174539733,0
1485174542772,0
1485174546059,0
1485174549077,0
1485174552771,0
1485174556114,0
1485174559132,0
1485174562316,0
1485174565416,0
1485174568743,0
1485174571769,0
1485174574920,0
1485174578098,0
1485174581386,0
1485174584476,0
1485174587494,0
1485174590721,0
1485174593964,0
1485174598604,0
1485174601860,0
1485174605390,0
1485174608410,0
1485174611673,0
1485174614707,0
1485174617733,0
1485174620758,0
1485174622971,0
1485174626479,0
1485174629868,0
1485174633051,0
1485174636196,0
1485174639671,0
1485174642687,0
1485174645706,0
1485174647965,0
1485174650987,0
1485174655267,0
1485174658743,0
1485174661842,0
1485174665012,0
1485174668069,0
1485174671177,0
1485174674502,0
1485174679394,0
1485174682490,0
1485174685600,0
1485174689029,0
1485174692466,0
1485174695560,0
1485174698603,0
1485174702094,0
1485174705213,0
1485174708719,0
1485174712915,0
1485174715989,3
1485174720337,3
1485174722780,3
1485174725795,3
1485174728809,3
1485174732424,3
1485174735587,6
1485174738646,6
1485174742964,6
1485174745455,6
1485174748472,6
1485174751486,6
1485174756099,6
1485174759219,6
1485174761315,6
1485174766069,6
1485174769128,6
1485174772856,6
1485174776579,6
1485174780364,6
1485174783823,6
1485174787124,6
1485174790588,6
1485174793719,6
1485174798109,6
1485174801694,6
1485174805114,6
1485174808159,6
1485174811468,6
1485174814941,6
1485174818181,6
1485174821950,12
1485174825073,12
1485174828260,12
1485174830898,12
1485174834486,12
1485174837664,12
1485174840772,12
1485174843855,12
1485174848284,12
1485174851725,12
1485174854927,12
1485174858407,12
1485174861878,12
1485174864925,12
1485174868182,15
1485174872906,12
1485174875931,12
1485174879381,12
1485174883507,12
1485174886523,12
1485174890044,12
1485174893990,12
1485174897277,12
1485174901011,12
1485174904881,12
1485174908185,12
1485174911792,12
1485174915568,12
1485174918962,12
1485174922364,12
1485174925400,12
1485174928612,12
1485174936128,9
1485174939237,9
1485174942249,10
1485174945559,9
1485174948891,9
1485174952086,9
1485174955189,9
1485174958666,12
1485174962487,12
1485174965736,12
1485174969177,13
1485174972874,12
1485174976227,15
1485174980848,15
1485174983480,15
1485174986973,15
1485174990040,18
1485174993741,21
1485174997085,24
1485175000114,24
1485175004231,24
1485175007462,24
1485175010487,24
1485175014979,27
1485175018157,30
1485175021837,30
1485175026141,30
1485175029824,30
1485175032972,30
1485175036811,30
1485175040214,30
1485175043759,30
1485175047981,30
1485175051303,30
1485175054898,30
1485175059068,30
1485175062204,32
1485175065493,33
1485175069324,39
1485175072628,36
1485175075936,36
1485175079449,36
1485175082770,36
1485175086793,36
1485175090199,36
1485175093588,36
1485175096766,36
1485175100745,36
1485175103917,39
1485175107475,36
1485175114248,36
1485175117902,36
1485175122409,36
1485175125621,36
1485175128834,36
1485175132578,36
1485175135627,36
1485175139739,36
1485175143748,36
1485175146763,36
1485175150210,36
1485175154315,36
1485175157491,36
1485175160876,36
1485175164727,37
1485175167760,39
1485175171110,39
1485175175025,45
1485175178240,45
1485175181525,45
1485175185716,45
1485175189763,45
1485175193013,45
1485175196860,45
1485175200131,45
1485175203646,45
1485175207713,45
1485175210800,45
1485175214051,48
1485175217196,48
1485175220670,48
1485175223707,48
1485175228164,51
1485175232143,54
1485175235512,48
1485175238998,48
1485175242811,48
1485175246099,48
1485175249442,48
1485175253164,48
1485175256794,48
1485175260331,48
1485175264436,48
1485175267981,51
1485175271008,51
1485175275831,51
1485175278964,51
1485175282096,51
1485175286662,51
1485175289754,51
1485175293141,51
1485175296727,51
1485175300165,51
1485175303821,51
1485175307343,54
1485175310710,54
1485175313992,54
1485175317984,54
1485175321290,54
1485175324476,54
1485175327907,54
1485175331312,57
1485175334491,57
1485175338566,57
1485175341881,57
1485175345084,57
1485175349422,61
1485175352577,60
1485175355861,63
1485175359394,63
1485175362704,63
1485175365950,63
1485175369045,63
1485175373123,63
1485175377086,63
1485175380165,66
1485175383697,66
1485175387472,66
1485175390716,66
1485175394221,66
1485175397844,66
1485175401229,66
1485175404688,63
1485175408382,66
1485175411422,63
1485175414482,63
1485175417881,57
1485175420918,57
1485175423941,57
1485175427046,57
1485175430224,57
1485175433410,57
1485175436557,57
1485175439761,57
1485175442861,60
1485175446188,66
1485175449269,66
1485175452288,66
1485175455476,66
1485175458559,75
1485175461611,78
1485175464636,81
1485175467661,81
1485175470787,84
1485175473807,84
1485175476814,84
