timestamp_ms,count,deleted
1485174520699,0,0
1485174523719,0,0
1485174526983,0,0
1485174530136,0,0
1485174533342,0,0
1485174536360,0,0
1485174539731,0,0
1485174542771,0,0
1485174546058,0,0
1485174549076,0,0
1485174552770,0,0
1485174556170,0,0
1485174559188,0,0
1485174562315,0,0
1485174565423,0,0
1485174568876,0,0
1485174571893,0,0
1485174574919,0,0
1485174578093,0,0
1485174581451,0,0
1485174584475,0,0
1485174587493,0,0
1485174590719,0,0
1485174594030,0,0
1485174598602,0,0
1485174601852,0,0
1485174605389,0,0
1485174608410,0,0
1485174611669,0,0
1485174614704,0,0
1485174617732,0,0
1485174620757,0,0
1485174623795,0,0
1485174626876,0,0
1485174629889,0,0
1485174633050,0,0
1485174636208,0,0
1485174639636,0,0
1485174642686,0,0
1485174645705,0,0
1485174648721,0,0
1485174651857,0,0
1485174655266,0,0
1485174658740,0,0
1485174661841,0,0
1485174664978,806,0
1485174668026,1603,0
1485174671082,1646,0
1485174674484,1646,0
1485174679885,1676,0
1485174682903,1745,0
1485174686235,1804,0
1485174689625,1822,0
1485174692783,1825,0
1485174695869,1849,0
1485174699158,1882,0
1485174702178,1895,0
1485174705206,1895,0
1485174708698,1895,0
1485174713681,1902,0
1485174716936,1920,0
1485174720307,1945,0
1485174723483,1959,0
1485174726660,1993,0
1485174729687,2009,0
1485174733165,2021,0
1485174736254,2052,0
1485174739537,2052,0
1485174742962,2052,0
1485174746038,2052,0
1485174749169,2077,0
1485174752228,2077,0
1485174756092,2082,0
1485174759215,2097,0
1485174762268,2129,0
1485174766065,2142,0
1485174769090,2193,0
1485174772696,2925,0
1485174776577,2961,0
1485174780352,2987,0
1485174783623,3007,0
1485174787117,3007,0
1485174790555,3013,0
1485174793698,3023,0
1485174798106,3086,0
1485174801670,3099,0
1485174805068,3127,0
1485174808150,3177,0
1485174811466,3229,0
1485174814823,3229,0
1485174818017,3229,0
1485174821902,3258,0
1485174825042,3272,0
1485174828259,3272,0
1485174831276,3283,0
1485174834473,3308,0
1485174837636,3363,0
1485174840954,3411,0
1485174843971,3428,0
1485174848281,3457,0
1485174851841,3484,0
1485174854942,3503,0
1485174858748,4980,0
1485174861875,4985,0
1485174864924,4996,0
1485174868167,5038,0
1485174872795,5082,0
1485174875920,5125,0
1485174879375,5152,0
1485174883238,5155,0
1485174886569,5200,0
1485174890032,5257,0
1485174894754,5276,0
1485174897799,5286,0
1485174900834,5308,0
1485174904664,5358,0
1485174908204,6387,0
1485174911787,6431,0
1485174915605,6465,0
1485174918947,6492,0
1485174922376,6503,0
1485174926025,6538,0
1485174929386,6567,0
1485174936104,6618,0
1485174939150,6636,0
1485174942359,6691,0
1485174945932,6751,0
1485174948956,6761,0
1485174952129,6778,0
1485174955152,6807,0
1485174958791,6842,0
1485174962402,6854,0
1485174965793,6911,0
1485174969099,6967,0
1485174972614,6988,0
1485174976223,7013,0
1485174980822,7073,0
1485174983864,7128,0
1485174986888,7150,0
1485174990096,7166,0
1485174993706,7184,0
1485174997079,7202,0
1485175000833,7258,0
1485175004294,7287,0
1485175007333,7339,0
1485175010824,7356,0
1485175014986,7371,0
1485175018116,7398,0
1485175021760,7471,0
1485175026138,7568,0
1485175029797,7587,0
1485175033076,7633,0
1485175036847,7676,0
1485175040062,7708,0
1485175043746,7739,0
1485175047965,7767,0
1485175051585,7815,0
1485175054942,7879,0
1485175059065,7906,0
1485175062182,7909,0
1485175065478,7919,0
1485175069448,7943,0
1485175072464,7980,0
1485175075945,8036,0
1485175079395,8061,0
1485175082739,8102,0
1485175086791,8147,0
1485175090254,8176,0
1485175093600,8207,0
1485175097402,8214,0
1485175100754,8225,0
1485175103771,8252,0
1485175107457,8272,0
1485175114025,8358,0
1485175117850,8401,0
1485175122406,8473,0
1485175125424,8513,0
1485175128852,8522,0
1485175132576,8548,0
1485175135605,8548,0
1485175139538,8585,0
1485175144084,8669,0
1485175147104,8706,0
1485175150326,8742,0
1485175154325,8794,0
1485175157480,8818,0
1485175161089,8847,0
1485175164723,8858,0
1485175167754,8864,0
1485175171235,8902,0
1485175175064,8947,0
1485175178238,8967,0
1485175181500,8991,0
1485175185712,9031,0
1485175189313,9049,0
1485175193113,9096,0
1485175196858,9143,0
1485175200350,11226,0
1485175204065,11261,0
1485175207706,11286,0
1485175210728,11286,0
1485175214045,11286,0
1485175217205,11372,0
1485175220860,13349,0
1485175224615,13448,0
1485175228161,13488,0
1485175231592,13547,0
1485175235497,13612,0
1485175238943,13698,0
1485175242713,13762,0
1485175246105,13792,0
1485175249699,13819,0
1485175253127,13851,0
1485175256808,13858,0
1485175260253,13887,0
1485175264685,13900,0
1485175268118,13968,0
1485175271136,14006,0
1485175274781,14064,0
1485175278958,14101,0
1485175282074,14132,0
1485175286345,14223,0
1485175290086,14265,0
1485175293156,14303,0
1485175296651,14401,0
1485175300792,14433,0
1485175303819,14477,0
1485175307376,14541,0
1485175310693,14592,0
1485175314031,14639,0
1485175318151,14682,0
1485175321418,14751,0
1485175324439,14791,0
1485175327905,14832,0
1485175331309,14851,0
1485175334487,14888,0
1485175338508,14948,0
1485175341831,14988,0
1485175345074,15019,0
1485175348974,15083,0
1485175352842,15163,0
1485175356226,15217,0
1485175359492,15294,0
1485175362691,15374,0
1485175366013,15463,0
1485175369081,15509,0
1485175373113,15559,0
1485175377082,15582,0
1485175380238,15632,0
1485175383767,15649,0
1485175387468,15704,0
1485175391144,15742,0
1485175394521,15835,0
1485175398145,15880,0
1485175401239,15900,0
1485175404825,15932,0
1485175408399,15992,0
1485175411417,16069,0
1485175414480,16165,0
1485175417659,16222,0
1485175420920,16352,0
1485175423997,16401,0
1485175427014,16494,0
1485175430204,16639,0
1485175433408,16735,0
1485175436562,16815,0
1485175439757,16882,0
1485175442885,16971,0
1485175446250,19059,0
1485175449267,19059,0
1485175452308,19111,0
1485175455434,19162,0
1485175458589,22153,0
1485175461609,24614,0
1485175464625,24651,0
1485175467669,24651,0
1485175470795,24749,0
1485175473811,24749,0
1485175476824,24866,0
