timestamp_ms,count,peak_count
1485174520456,42,42
1485174523619,42,42
1485174527116,43,43
1485174530139,47,47
1485174533324,47,47
1485174536326,49,49
1485174539733,49,49
1485174542772,49,49
1485174546059,51,51
1485174549077,51,51
1485174552771,51,51
1485174556114,51,51
1485174559132,51,51
1485174562316,51,51
1485174565416,51,51
1485174568743,52,52
1485174571769,53,53
1485174574920,53,53
1485174578098,52,53
1485174581386,52,53
1485174584476,52,53
1485174587494,52,53
1485174590721,52,53
1485174593964,52,53
1485174598604,52,53
1485174601860,52,53
1485174605390,52,53
1485174608410,52,53
1485174611673,52,53
1485174614707,52,53
1485174617733,52,53
1485174620758,52,53
1485174622971,52,53
1485174626479,52,53
1485174629868,52,53
1485174633051,52,53
1485174636196,52,53
1485174639671,52,53
1485174642687,52,53
1485174645706,52,53
1485174647965,52,53
1485174650987,52,53
1485174655267,52,53
1485174658743,52,53
1485174661842,52,53
1485174665012,53,53
1485174668069,54,54
1485174671177,54,54
1485174674502,54,54
1485174679394,54,54
1485174682490,54,54
1485174685600,54,54
1485174689029,54,54
1485174692466,54,54
1485174695560,55,55
1485174698603,55,55
1485174702094,55,55
1485174705213,55,55
1485174708719,55,55
1485174712915,55,55
1485174715989,54,55
1485174720337,55,55
1485174722780,55,55
1485174725795,55,55
1485174728809,55,55
1485174732424,55,55
1485174735587,54,55
1485174738646,54,55
1485174742964,54,55
1485174745455,54,55
1485174748472,54,55
1485174751486,54,55
1485174756099,54,55
1485174759219,55,55
1485174761315,55,55
1485174766069,56,56
1485174769128,56,56
1485174772856,56,56
1485174776579,56,56
1485174780364,56,56
1485174783823,56,56
1485174787124,54,56
1485174790588,54,56
1485174793719,54,56
1485174798109,54,56
1485174801694,54,56
1485174805114,55,56
1485174808159,55,56
1485174811468,56,56
1485174814941,56,56
1485174818181,56,56
1485174821950,55,56
1485174825073,55,56
1485174828260,55,56
1485174830898,55,56
1485174834486,55,56
1485174837664,55,56
1485174840772,55,56
1485174843855,56,56
1485174848284,56,56
1485174851725,56,56
1485174854927,56,56
1485174858407,56,56
1485174861878,56,56
1485174864925,56,56
1485174868182,56,57
1485174872906,56,57
1485174875931,55,57
1485174879381,55,57
1485174883507,55,57
1485174886523,57,57
1485174890044,57,57
1485174893990,57,57
1485174897277,57,57
1485174901011,57,57
1485174904881,57,57
1485174908185,56,57
1485174911792,56,57
1485174915568,57,57
1485174918962,57,57
1485174922364,57,57
1485174925400,56,57
1485174928612,56,57
1485174936128,57,57
1485174939237,57,57
1485174942249,58,58
1485174945559,58,58
1485174948891,57,58
1485174952086,57,58
1485174955189,57,58
1485174958666,56,58
1485174962487,56,58
1485174965736,56,58
1485174969177,56,58
1485174972874,57,58
1485174976227,57,58
1485174980848,57,58
1485174983480,57,58
1485174986973,59,59
1485174990040,59,59
1485174993741,57,59
1485174997085,56,59
1485175000114,56,59
1485175004231,56,59
1485175007462,56,59
1485175010487,56,59
1485175014979,55,59
1485175018157,54,59
1485175021837,54,59
1485175026141,54,59
1485175029824,54,59
1485175032972,55,59
1485175036811,55,59
1485175040214,55,59
1485175043759,55,59
1485175047981,56,59
1485175051303,58,59
1485175054898,58,59
1485175059068,58,59
1485175062204,57,59
1485175065493,56,59
1485175069324,54,59
1485175072628,54,59
1485175075936,55,59
1485175079449,55,59
1485175082770,55,59
1485175086793,55,59
1485175090199,57,59
1485175093588,57,59
1485175096766,57,59
1485175100745,56,59
1485175103917,54,59
1485175107475,54,59
1485175114248,57,59
1485175117902,57,59
1485175122409,54,59
1485175125621,54,59
1485175128834,54,59
1485175132578,54,59
1485175135627,54,59
1485175139739,54,59
1485175143748,55,59
1485175146763,56,59
1485175150210,56,59
1485175154315,57,59
1485175157491,58,59
1485175160876,58,59
1485175164727,58,59
1485175167760,57,59
1485175171110,56,59
1485175175025,54,59
1485175178240,54,59
1485175181525,54,59
1485175185716,54,59
1485175189763,54,59
1485175193013,54,59
1485175196860,56,59
1485175200131,57,59
1485175203646,58,59
1485175207713,58,59
1485175210800,57,59
1485175214051,56,59
1485175217196,56,59
1485175220670,56,59
1485175223707,56,59
1485175228164,55,59
1485175232143,55,59
1485175235512,55,59
1485175238998,56,59
1485175242811,56,59
1485175246099,57,59
1485175249442,58,59
1485175253164,59,59
1485175256794,59,59
1485175260331,59,59
1485175264436,58,59
1485175267981,58,59
1485175271008,58,59
1485175275831,60,60
1485175278964,60,60
1485175282096,59,60
1485175286662,57,60
1485175289754,57,60
1485175293141,57,60
1485175296727,58,60
1485175300165,58,60
1485175303821,58,60
1485175307343,57,60
1485175310710,57,60
1485175313992,55,60
1485175317984,55,60
1485175321290,57,60
1485175324476,57,60
1485175327907,58,60
1485175331312,56,60
1485175334491,58,60
1485175338566,59,60
1485175341881,59,60
1485175345084,59,60
1485175349422,56,60
1485175352577,55,60
1485175355861,54,60
1485175359394,54,60
1485175362704,54,60
1485175365950,55,60
1485175369045,55,60
1485175373123,56,60
1485175377086,57,60
1485175380165,56,60
1485175383697,56,60
1485175387472,57,60
1485175390716,62,62
1485175394221,64,64
1485175397844,68,68
1485175401229,68,68
1485175404688,66,68
1485175408382,64,68
1485175411422,63,68
1485175414482,63,68
1485175417881,62,68
1485175420918,64,68
1485175423941,62,68
1485175427046,62,68
1485175430224,63,68
1485175433410,63,68
1485175436557,64,68
1485175439761,65,68
1485175442861,64,68
1485175446188,62,68
1485175449269,63,68
1485175452288,63,68
1485175455476,63,68
1485175458559,63,68
1485175461611,64,68
1485175464636,63,68
1485175467661,63,68
1485175470787,63,68
1485175473807,63,68
1485175476814,64,68
