timestamp_ms,total_virtual_in_bytes
1485174520456,4814094336
1485174523619,4814094336
1485174527116,4817244160
1485174530139,4821454848
1485174533324,4823552000
1485174536325,4825657344
1485174539733,4825657344
1485174542772,4825657344
1485174546059,4827762688
1485174549077,4827762688
1485174552771,4827762688
1485174556113,4827762688
1485174559132,4827762688
1485174562315,4827762688
1485174565408,4827762688
1485174568742,4828815360
1485174571769,4829868032
1485174574920,4829868032
1485174578098,4829868032
1485174581386,4829868032
1485174584475,4829868032
1485174587494,4829868032
1485174590721,4829868032
1485174593960,4829868032
1485174598604,4829868032
1485174601860,4829868032
1485174605389,4829868032
1485174608410,4829868032
1485174611672,4829868032
1485174614706,4829868032
1485174617733,4829868032
1485174620757,4829868032
1485174622971,4829868032
1485174626479,4829868032
1485174629868,4829868032
1485174633050,4829868032
1485174636196,4829868032
1485174639671,4829868032
1485174642686,4829868032
1485174645705,4829868032
1485174647964,4829868032
1485174650986,4829868032
1485174655266,4829868032
1485174658743,4829868032
1485174661841,4829868032
1485174665011,4830003200
1485174668069,4831055872
1485174671176,4833153024
1485174674502,4833153024
1485174679394,4833153024
1485174682490,4833153024
1485174685600,4833153024
1485174689029,4833153024
1485174692465,4833153024
1485174695560,4834205696
1485174698602,4834205696
1485174702094,4834205696
1485174705213,4834205696
1485174708718,4834205696
1485174712915,4834205696
1485174715989,4835131392
1485174720337,4835131392
1485174722780,4835131392
1485174725794,4835131392
1485174728809,4835131392
1485174732423,4835131392
1485174735586,4836126720
1485174738646,4836126720
1485174742963,4836126720
1485174745454,4836126720
1485174748471,4836126720
1485174751486,4836126720
1485174756098,4836126720
1485174759219,4836126720
1485174761315,4836126720
1485174766068,4837179392
1485174769128,4837179392
1485174772855,4837179392
1485174776579,4837179392
1485174780364,4837179392
1485174783823,4837179392
1485174787118,4838117376
1485174790569,4838117376
1485174793719,4838117376
1485174798109,4838117376
1485174801694,4838117376
1485174805114,4838117376
1485174808158,4838117376
1485174811468,4838117376
1485174814902,4838117376
1485174818181,4838117376
1485174821949,4840747008
1485174825064,4840747008
1485174828260,4840747008
1485174830898,4840747008
1485174834486,4840747008
1485174837663,4840910848
1485174840772,4840910848
1485174843855,4840910848
1485174848284,4840910848
1485174851725,4840910848
1485174854926,4840910848
1485174858407,4840910848
1485174861878,4840910848
1485174868182,4845645824
1485174872906,4844208128
1485174875931,4844208128
1485174879375,4844208128
1485174883507,4844208128
