timestamp_ms,delete_total,index_failed,index_total,noop_update_total
1485174344113,0,0,0,0
1485174347294,0,0,0,0
1485174350355,0,0,0,0
1485174353377,0,0,104,0
1485174356394,0,0,181,0
1485174359463,0,0,181,0
1485174362487,0,0,181,0
1485174365510,0,0,343,0
1485174368731,0,0,387,0
1485174371882,0,0,428,0
1485174374914,0,0,471,0
1485174377979,0,0,617,0
1485174381289,0,0,737,0
1485174384302,0,0,880,0
1485174387324,0,0,1155,0
1485174390400,0,0,1282,0
1485174393649,0,0,1332,0
1485174396667,0,0,1332,0
1485174399716,0,0,1434,0
1485174402762,0,0,1576,0
1485174405789,0,0,1588,0
1485174408806,0,0,1682,0
1485174412456,0,0,1722,0
1485174415947,0,0,1779,0
1485174419090,0,0,1898,0
1485174422342,0,0,2023,0
1485174425418,0,0,2069,0
1485174429186,0,0,2159,0
1485174432390,0,0,2270,0
1485174435569,0,0,2364,0
1485174438697,0,0,2503,0
1485174441751,0,0,2636,0
1485174444857,0,0,2723,0
1485174448401,0,0,2824,0
1485174451504,0,0,2920,0
1485174454662,0,0,3005,0
1485174457844,0,0,3097,0
1485174460859,0,0,3213,0
1485174463889,0,0,3339,0
1485174468474,0,0,3488,0
1485174471559,0,0,3564,0
1485174474578,0,0,3670,0
1485174477601,0,0,3820,0
1485174480641,0,0,3904,0
1485174483691,0,0,3975,0
1485174486733,0,0,4081,0
1485174489762,0,0,4213,0
1485174492815,0,0,4339,0
1485174495843,0,0,4443,0
1485174499186,0,0,4524,0
1485174502302,0,0,4612,0
1485174505436,0,0,4730,0
1485174508452,0,0,4837,0
1485174511636,0,0,4943,0
1485174514665,0,0,5046,0
1485174517676,0,0,5175,0
1485174520691,0,0,5279,0
1485174523716,0,0,5395,0
1485174526980,0,0,5535,0
1485174530133,0,0,5621,0
1485174533340,0,0,5749,0
1485174536355,0,0,5848,0
1485174539697,0,0,6001,0
1485174542769,0,0,6100,0
1485174546007,0,0,6196,0
1485174549075,0,0,6272,0
1485174552813,0,0,6355,0
1485174556168,0,0,6452,0
1485174559298,0,0,6531,0
1485174562313,0,0,6618,0
1485174565536,0,0,6699,0
1485174568871,0,0,6782,0
1485174571890,0,0,6870,0
1485174574977,0,0,6963,0
1485174578094,0,0,7062,0
1485174581448,0,0,7164,0
1485174584473,0,0,7233,0
1485174587493,0,0,7323,0
1485174590716,0,0,7412,0
1485174594007,0,0,7481,0
1485174598583,0,0,7596,0
1485174601975,0,0,7702,0
1485174605387,0,0,7832,0
1485174608408,0,0,7958,0
1485174611664,0,0,8066,0
1485174614702,0,0,8142,0
1485174617730,0,0,8248,0
1485174620756,0,0,8360,0
1485174623792,0,0,8470,0
1485174626812,0,0,8556,0
1485174629987,0,0,8620,0
1485174633047,0,0,8700,0
1485174636206,0,0,8751,0
1485174639362,0,0,8798,0
1485174642685,0,0,8868,0
1485174645703,0,0,8964,0
1485174648723,0,0,9043,0
1485174651854,0,0,9106,0
1485174655264,0,0,9211,0
1485174658739,0,0,9322,0
1485174661839,0,0,9400,0
1485174664934,0,0,9492,0
1485174668024,0,0,9567,0
1485174671213,0,0,9646,0
1485174674483,0,0,9763,0
1485174679868,0,0,9935,0
1485174682977,0,0,10082,0
1485174686185,0,0,10221,0
1485174689615,0,0,10367,0
1485174692781,0,0,10507,0
1485174695867,0,0,10598,0
1485174699156,0,0,10707,0
1485174702180,0,0,10790,0
1485174705205,0,0,10912,0
1485174708696,0,0,11062,0
1485174713765,0,0,11208,0
1485174716973,0,0,11333,0
1485174720305,0,0,11422,0
1485174723481,0,0,11483,0
1485174726556,0,0,11538,0
1485174729684,0,0,11644,0
1485174733091,0,0,11735,0
1485174736257,0,0,11802,0
1485174739529,0,0,11902,0
1485174742960,0,0,11998,0
1485174746101,0,0,12088,0
1485174749166,0,0,12183,0
1485174752294,0,0,12300,0
1485174756089,0,0,12371,0
1485174759117,0,0,12415,0
1485174762265,0,0,12492,0
1485174765970,0,0,12610,0
1485174769143,0,0,12705,0
1485174772679,0,0,12834,0
1485174776577,0,0,12932,0
1485174780349,0,0,12983,0
1485174783621,0,0,13062,0
1485174787119,0,0,13142,0
1485174790553,0,0,13276,0
1485174793812,0,0,13367,0
1485174798084,0,0,13510,0
1485174801669,0,0,13673,0
1485174805032,0,0,13774,0
1485174808235,0,0,13857,0
1485174811463,0,0,13940,0
1485174814822,0,0,14027,0
1485174818025,0,0,14106,0
1485174822001,0,0,14196,0
1485174825027,0,0,14322,0
1485174828190,0,0,14428,0
1485174831274,0,0,14510,0
1485174834511,0,0,14602,0
1485174837675,0,0,14690,0
1485174840952,0,0,14742,0
1485174844198,0,0,14822,0
1485174848502,0,0,14927,0
1485174851918,0,0,14948,0
1485174854937,0,0,15031,0
1485174858676,0,0,15099,0
1485174861883,0,0,15145,0
1485174864921,0,0,15206,0
1485174868171,0,0,15298,0
1485174872793,0,0,15389,0
1485174875915,0,0,15460,0
1485174879373,0,0,15565,0
1485174883230,0,0,15659,0
1485174886559,0,0,15751,0
1485174890032,0,0,15809,0
1485174894715,0,0,15908,0
1485174897796,0,0,15977,0
1485174900831,0,0,16068,0
1485174905152,0,0,16160,0
1485174908186,0,0,16221,0
1485174911777,0,0,16321,0
1485174915608,0,0,16405,0
1485174918950,0,0,16493,0
1485174922375,0,0,16577,0
1485174925966,0,0,16670,0
1485174929486,0,0,16764,0
1485174936101,0,0,16898,0
1485174939141,0,0,16989,0
1485174942357,0,0,17053,0
1485174945719,0,0,17132,0
1485174948954,0,0,17205,0
1485174952127,0,0,17278,0
1485174955150,0,0,17352,0
1485174958835,0,0,17442,0
1485174962401,0,0,17515,0
1485174965546,0,0,17621,0
1485174969098,0,0,17738,0
1485174972479,0,0,17831,0
1485174976076,0,0,17931,0
1485174980815,0,0,18062,0
1485174983862,0,0,18110,0
1485174986886,0,0,18198,0
1485174990093,0,0,18290,0
1485174993705,0,0,18387,0
1485174996869,0,0,18472,0
1485175000793,0,0,18561,0
1485175004292,0,0,18651,0
1485175007330,0,0,18733,0
1485175011334,0,0,18833,0
1485175014942,0,0,18920,0
1485175018113,0,0,19036,0
1485175021777,0,0,19166,0
1485175026123,0,0,19277,0
1485175029405,0,0,19363,0
1485175033125,0,0,19450,0
1485175036909,0,0,19535,0
1485175039942,0,0,19626,0
1485175043740,0,0,19736,0
1485175047957,0,0,19812,0
1485175051368,0,0,19887,0
1485175054942,0,0,19977,0
1485175058922,0,0,20060,0
1485175062185,0,0,20116,0
1485175065525,0,0,20209,0
1485175069446,0,0,20290,0
1485175072458,0,0,20340,0
1485175075933,0,0,20430,0
1485175079392,0,0,20475,0
1485175082735,0,0,20564,0
1485175086931,0,0,20662,0
1485175090516,0,0,20748,0
1485175093598,0,0,20846,0
1485175097404,0,0,20975,0
1485175100635,0,0,21051,0
1485175103768,0,0,21120,0
1485175107454,0,0,21199,0
1485175114023,0,0,21346,0
1485175117850,0,0,21443,0
1485175122404,0,0,21541,0
1485175125421,0,0,21604,0
1485175128963,0,0,21698,0
1485175132574,0,0,21818,0
1485175135602,0,0,21920,0
1485175139506,0,0,22031,0
1485175144082,0,0,22133,0
1485175147101,0,0,22236,0
1485175150407,0,0,22324,0
1485175154320,0,0,22406,0
1485175157477,0,0,22485,0
1485175160958,0,0,22581,0
1485175164721,0,0,22646,0
1485175167751,0,0,22703,0
1485175171234,0,0,22776,0
1485175175114,0,0,22876,0
1485175178131,0,0,22950,0
1485175181497,0,0,23051,0
1485175185711,0,0,23118,0
1485175189309,0,0,23190,0
1485175193110,0,0,23285,0
1485175196857,0,0,23355,0
1485175200132,0,0,23431,0
1485175204150,0,0,23490,0
1485175207703,0,0,23558,0
1485175210726,0,0,23668,0
1485175214042,0,0,23758,0
1485175217258,0,0,23835,0
1485175220773,0,0,23910,0
1485175224600,0,0,24016,0
1485175228162,0,0,24109,0
1485175231574,0,0,24206,0
1485175235444,0,0,24300,0
1485175238952,0,0,24362,0
1485175242485,0,0,24459,0
1485175246122,0,0,24493,0
1485175249697,0,0,24551,0
1485175253129,0,0,24630,0
1485175256807,0,0,24706,0
1485175260296,0,0,24785,0
1485175264616,0,0,24837,0
1485175268119,0,0,24880,0
1485175271138,0,0,24959,0
1485175274721,0,0,25024,0
1485175278955,0,0,25085,0
1485175282096,0,0,25133,0
1485175286175,0,0,25222,0
1485175290088,0,0,25399,0
1485175293157,0,0,25502,0
1485175296721,0,0,25586,0
1485175300788,0,0,25676,0
1485175303817,0,0,25706,0
1485175307430,0,0,25773,0
