timestamp_ms,collection_time_in_millis
1485174277484,10
1485174280537,10
1485174283548,10
1485174286555,10
1485174289564,12
1485174292621,50
1485174295627,50
1485174298634,50
1485174301640,50
1485174304649,50
1485174307659,50
1485174310666,50
1485174313717,50
1485174316736,77
1485174319772,77
1485174322800,77
1485174325813,77
1485174328834,77
1485174331855,77
1485174334875,192
1485174337890,192
1485174340901,192
1485174343920,192
1485174346947,192
1485174349973,192
1485174353028,192
1485174356048,192
1485174359155,192
1485174362226,192
1485174365249,192
1485174368303,250
1485174371585,250
1485174374607,250
1485174377663,250
1485174380681,250
1485174383723,250
1485174386776,250
1485174389939,314
1485174392953,314
1485174395969,314
1485174398994,314
1485174402038,314
1485174405233,314
1485174408304,314
1485174412851,314
1485174415962,314
1485174419274,314
1485174422217,319
1485174425400,558
1485174429133,558
1485174432062,558
1485174435575,558
1485174438045,558
1485174441361,558
1485174445371,581
1485174448218,983
1485174450509,983
1485174454664,983
1485174457412,983
1485174460862,983
1485174464016,1323
1485174467689,1323
1485174470746,1323
1485174474453,1323
1485174477603,1323
1485174480632,1544
1485174483711,1544
1485174486725,1544
1485174489741,1544
1485174492011,1544
1485174495861,1552
1485174499221,1775
1485174502233,1775
1485174505439,1775
1485174508473,1775
1485174511521,1779
1485174514537,2041
1485174517267,2041
1485174520361,2041
1485174523582,2041
1485174527003,2412
1485174530131,2412
1485174533328,2412
1485174536340,2417
1485174539735,2828
1485174542764,2828
1485174546011,2828
1485174549227,2828
1485174552697,2833
1485174556116,3204
1485174559135,3204
1485174562378,3204
1485174565400,3208
1485174568744,3208
1485174571772,3551
1485174574924,3551
1485174578117,3554
1485174581389,3994
1485174584477,3994
1485174587528,3994
1485174590727,3994
1485174593961,4294
1485174598843,4294
1485174601867,4294
1485174605394,4299
1485174608413,4655
1485174611677,4655
1485174614708,4658
1485174617740,5029
1485174620764,5029
1485174622972,5029
1485174626480,5029
1485174629869,5034
1485174633086,5034
1485174636198,5504
1485174639280,5504
1485174642690,5504
1485174645707,5504
1485174647956,5504
1485174652189,5508
1485174655328,6032
1485174658827,6032
1485174661846,6032
1485174664940,6039
1485174668035,6302
1485174671088,6302
1485174674843,6302
1485174679377,6675
1485174682479,6675
1485174685599,6675
1485174689052,6675
1485174692389,6691
1485174695486,6965
1485174698585,6965
1485174702093,6965
1485174705644,7312
1485174708716,7312
1485174712918,7312
1485174717185,7316
1485174720406,7635
1485174722766,7635
1485174725789,7635
1485174728805,7635
1485174732325,7635
1485174735435,7635
1485174739908,8030
1485174742973,8030
1485174745313,8030
1485174748470,8044
1485174751489,8394
1485174756109,8394
1485174759119,8394
1485174762899,8394
1485174766028,8397
1485174769119,8756
1485174773504,8756
1485174776742,8756
1485174780373,8756
1485174783675,8759
1485174787157,9061
1485174790595,9061
1485174793715,9061
1485174798083,9061
1485174801699,9065
1485174804978,9438
1485174808169,9438
1485174811463,9438
1485174814883,9846
1485174818475,9846
1485174821913,9846
1485174825063,9846
