timestamp_ms,delete_time_in_millis,index_time_in_millis,throttle_time_in_millis
1485174520699,0,0,0
1485174523719,0,0,0
1485174526983,0,0,0
1485174530136,0,0,0
1485174533342,0,0,0
1485174536360,0,0,0
1485174539731,0,0,0
1485174542771,0,0,0
1485174546058,0,0,0
1485174549076,0,0,0
1485174552770,0,0,0
1485174556170,0,0,0
1485174559188,0,0,0
1485174562315,0,0,0
1485174565423,0,0,0
1485174568876,0,0,0
1485174571893,0,0,0
1485174574919,0,0,0
1485174578093,0,0,0
1485174581451,0,0,0
1485174584475,0,0,0
1485174587493,0,0,0
1485174590719,0,0,0
1485174594030,0,0,0
1485174598602,0,0,0
1485174601852,0,0,0
1485174605389,0,0,0
1485174608410,0,0,0
1485174611669,0,0,0
1485174614704,0,0,0
1485174617732,0,0,0
1485174620757,0,0,0
1485174623795,0,0,0
1485174626876,0,0,0
1485174629889,0,0,0
1485174633050,0,0,0
1485174636208,0,0,0
1485174639636,0,0,0
1485174642686,0,0,0
1485174645705,0,0,0
1485174648721,0,0,0
1485174651857,0,0,0
1485174655266,0,0,0
1485174658740,0,0,0
1485174661841,0,0,0
1485174664978,0,70899,0
1485174668026,0,135588,0
1485174671082,0,135588,0
1485174674484,0,135588,0
1485174679885,0,143166,0
1485174682903,0,147810,0
1485174686235,0,151769,0
1485174689625,0,151769,0
1485174692783,0,154704,0
1485174695869,0,157870,0
1485174699158,0,160109,0
1485174702178,0,160109,0
1485174705206,0,160109,0
1485174708698,0,160109,0
1485174713681,0,162303,0
1485174716936,0,164262,0
1485174720307,0,167332,0
1485174723483,0,171967,0
1485174726660,0,175173,0
1485174729687,0,178561,0
1485174733165,0,179475,0
1485174736254,0,179475,0
1485174739537,0,179475,0
1485174742962,0,179475,0
1485174746038,0,180555,0
1485174749169,0,181786,0
1485174752228,0,181786,0
1485174756092,0,184835,0
1485174759215,0,189317,0
1485174762268,0,192111,0
1485174766065,0,196580,0
1485174769090,0,198152,0
1485174772696,0,218528,0
1485174776577,0,219502,0
1485174780352,0,223246,0
1485174783623,0,224152,0
1485174787117,0,224152,0
1485174790555,0,226085,0
1485174793698,0,229628,0
1485174798106,0,233689,0
1485174801670,0,238470,0
1485174805068,0,242277,0
1485174808150,0,246530,0
1485174811466,0,248459,0
1485174814823,0,248459,0
1485174818017,0,250550,0
1485174821902,0,253704,0
1485174825042,0,253704,0
1485174828259,0,253885,0
1485174831276,0,257120,0
1485174834473,0,263475,0
1485174837636,0,267004,0
1485174840954,0,270580,0
1485174843971,0,271618,0
1485174848281,0,274887,0
1485174851841,0,277671,0
1485174854942,0,280567,0
1485174858748,0,349862,0
1485174861875,0,352290,0
1485174864924,0,356765,0
1485174868167,0,363254,0
1485174872795,0,369413,0
1485174875920,0,372161,0
1485174879375,0,372161,0
1485174883238,0,375623,0
1485174886569,0,383606,0
1485174890032,0,387766,0
1485174894754,0,388422,0
1485174897799,0,390619,0
1485174900834,0,397002,0
1485174904664,0,401393,0
1485174908204,0,453221,0
1485174911787,0,458616,0
1485174915605,0,464229,0
1485174918947,0,464229,0
1485174922376,0,468380,0
1485174926025,0,474523,0
1485174929386,0,477057,0
1485174936104,0,486686,0
1485174939150,0,493935,0
1485174942359,0,501609,0
1485174945932,0,501955,0
1485174948956,0,503784,0
1485174952129,0,509607,0
1485174955152,0,514691,0
1485174958791,0,518375,0
1485174962402,0,525862,0
1485174965793,0,532840,0
1485174969099,0,537577,0
1485174972614,0,541657,0
1485174976223,0,544575,0
1485174980822,0,553695,0
1485174983864,0,556850,0
1485174986888,0,559156,0
1485174990096,0,562144,0
1485174993706,0,563372,0
1485174997079,0,568807,0
1485175000833,0,576703,0
1485175004294,0,583855,0
1485175007333,0,587801,0
1485175010824,0,589443,0
1485175014986,0,592420,0
1485175018116,0,597378,0
1485175021760,0,605392,0
1485175026138,0,610830,0
1485175029797,0,613730,0
1485175033076,0,619998,0
1485175036847,0,625365,0
1485175040062,0,630812,0
1485175043746,0,632478,0
1485175047965,0,640815,0
1485175051585,0,649521,0
1485175054942,0,654864,0
1485175059065,0,658575,0
1485175062182,0,658575,0
1485175065478,0,661274,0
1485175069448,0,671588,0
1485175072464,0,676976,0
1485175075945,0,683187,0
1485175079395,0,688449,0
1485175082739,0,692485,0
1485175086791,0,699383,0
1485175090254,0,702757,0
1485175093600,0,704009,0
1485175097402,0,704700,0
1485175100754,0,708114,0
1485175103771,0,711560,0
1485175107457,0,719135,0
1485175114025,0,730281,0
1485175117850,0,741164,0
1485175122406,0,747469,0
1485175125424,0,750598,0
1485175128852,0,751501,0
1485175132576,0,752742,0
1485175135605,0,753278,0
1485175139538,0,763584,0
1485175144084,0,772714,0
1485175147104,0,774490,0
1485175150326,0,780759,0
1485175154325,0,789020,0
1485175157480,0,794887,0
1485175161089,0,799935,0
1485175164723,0,802156,0
1485175167754,0,805004,0
1485175171235,0,810708,0
1485175175064,0,816586,0
1485175178238,0,819390,0
1485175181500,0,825561,0
1485175185712,0,830485,0
1485175189313,0,833771,0
1485175193113,0,844332,0
1485175196858,0,855227,0
1485175200350,0,978153,0
1485175204065,0,982162,0
1485175207706,0,987409,0
1485175210728,0,990973,0
1485175214045,0,999112,0
1485175217205,0,1005539,0
1485175220860,0,1123051,0
1485175224615,0,1123925,0
1485175228161,0,1133052,0
1485175231592,0,1145911,0
1485175235497,0,1153223,0
1485175238943,0,1160608,0
1485175242713,0,1167236,0
1485175246105,0,1172514,0
1485175249699,0,1175523,0
1485175253127,0,1179965,0
1485175256808,0,1181874,0
1485175260253,0,1184685,0
1485175264685,0,1195647,0
1485175268118,0,1209511,0
1485175271136,0,1217941,0
