timestamp_ms,load_average
1485174277722,0.83
1485174280768,0.93
1485174283784,0.93
1485174286793,1.01
1485174289808,1.01
1485174292817,1.09
1485174295826,1.32
1485174298836,1.32
1485174301843,1.94
1485174304868,1.94
1485174307890,2.1
1485174310899,2.18
1485174313909,2.18
1485174316928,2.32
1485174319940,2.32
1485174322963,2.54
1485174325974,2.73
1485174328984,2.73
1485174332012,3.24
1485174335058,3.24
1485174338074,3.46
1485174341087,3.42
1485174344109,3.42
1485174347289,3.63
1485174350352,3.63
1485174353375,4.14
1485174356391,4.77
1485174359458,4.77
1485174362486,5.19
1485174365508,5.19
1485174368729,5.57
1485174371879,5.93
1485174374912,5.93
1485174377950,6.49
1485174381201,7.26
1485174384300,7.26
1485174387318,7.32
1485174390349,7.32
1485174393648,7.69
1485174396665,7.47
1485174399714,7.47
1485174402762,8.24
1485174405778,8.24
1485174408805,9.26
1485174412456,9.8
1485174415945,10.94
1485174419082,10.94
1485174422333,11.98
1485174425398,12.87
1485174429130,12.87
1485174432387,13.2
1485174435567,14.06
1485174438586,14.06
1485174441748,14.78
1485174444853,15.76
1485174448398,15.76
1485174451504,16.26
1485174454660,16.26
1485174457679,16.08
1485174460858,16.15
1485174463887,16.15
1485174468491,16.46
1485174471546,16.82
1485174474576,16.82
1485174477598,17.56
1485174480615,18.31
1485174483688,18.31
1485174486731,19.41
1485174489761,19.41
1485174492814,19.46
1485174495842,19.98
1485174499167,19.98
1485174502252,19.9
1485174505434,19.75
1485174508451,19.75
1485174511634,19.93
1485174514650,19.93
1485174517673,19.94
1485174520689,19.54
1485174523714,19.54
1485174526976,19.58
1485174530128,19.58
1485174533337,20.17
1485174536354,20.64
1485174539693,20.64
1485174542762,21.39
1485174546004,21.68
1485174549071,21.68
1485174552695,22.18
1485174556165,22.17
1485174559183,22.17
1485174562311,22.56
1485174565421,22.91
1485174568869,22.91
1485174571888,23.4
1485174574918,23.4
1485174578089,22.97
1485174581442,22.89
1485174584471,22.89
1485174587491,22.98
1485174590715,23.22
1485174594006,23.22
1485174598576,22.88
1485174601851,23.29
1485174605383,23.27
1485174608406,23.27
1485174611662,23.17
1485174614698,23.17
1485174617727,23.47
1485174620754,23.2
1485174623790,23.2
1485174626809,23.74
1485174629889,23.74
1485174633045,24
1485174636204,24.48
1485174639278,24.48
1485174642683,24.6
1485174645701,24.64
1485174648720,24.64
1485174651853,24.67
1485174655263,24.67
1485174658738,24.85
1485174661838,25.02
1485174664932,25.02
1485174668022,25.18
1485174671081,24.85
1485174674479,24.85
1485174679862,24.54
1485174682900,24.5
1485174686191,24.3
1485174689597,24.3
1485174692778,24.27
1485174695866,23.93
1485174699155,23.93
1485174702176,24.26
1485174705202,23.67
1485174708694,23.67
1485174713681,24.02
1485174716914,24.1
1485174720304,24.49
1485174723478,24.49
1485174726554,25.17
1485174729679,25.17
1485174733087,25.4
1485174736250,25.13
1485174739426,25.13
1485174742959,24.08
1485174746037,24.08
1485174749165,24.23
1485174752226,24.53
1485174756088,25.21
1485174759115,25.21
1485174762259,24.55
1485174765956,25.39
1485174769080,25.39
1485174772687,25.76
1485174776564,25.86
1485174780348,26.19
1485174783626,26.19
1485174787115,26.66
1485174790551,26.52
1485174793698,26.52
1485174798049,26.24
1485174801669,26.22
1485174804960,26.22
1485174808148,25.8
1485174811460,25.42
1485174814805,25.42
1485174818014,25.55
1485174821888,26.06
1485174825014,26.06
1485174828099,25.74
1485174831272,26.16
1485174834472,26.16
1485174837635,25.99
1485174840950,26.07
1485174843970,26.07
1485174848278,26.46
1485174851839,25.86
1485174854936,25.86
1485174858674,26.6
1485174861871,27.27
1485174864920,27.27
1485174868159,28.13
1485174872792,28.68
1485174875914,28.79
1485174879371,28.79
1485174883217,29.36
1485174886542,29.09
1485174890023,29.09
1485174894711,29.65
1485174897794,29.68
1485174900828,29.86
1485174904663,29.86
1485174908169,30.19
1485174911763,30.34
1485174915603,30.55
1485174918944,30.55
1485174922373,30.11
1485174925965,30.11
1485174929385,30.1
1485174936095,30.48
1485174939139,30.48
1485174942356,30.92
1485174945671,30.93
1485174948952,30.93
1485174952124,31.25
1485174955148,31.25
1485174958790,30.83
1485174962399,30.77
1485174965545,30.38
1485174969096,30.38
1485174972478,30.27
1485174976074,30.09
1485174980812,30.24
1485174983860,30.24
1485174986884,30.06
1485174990090,30.06
1485174993704,29.74
1485174996842,29.68
1485175000791,29.68
1485175004284,29.78
1485175007328,29.72
1485175010822,29.66
1485175014934,29.66
1485175018107,29.61
1485175021750,29.64
1485175026123,29.43
1485175029232,29.43
1485175033074,30.04
1485175036845,29.87
1485175039930,29.87
1485175043737,29.8
1485175047951,29.98
1485175051366,30.38
1485175054940,30.38
1485175058920,30.67
1485175062181,30.38
1485175065477,30.59
1485175069435,30.59
1485175072457,30.94
1485175075933,31.03
1485175079390,31.03
1485175082728,31.18
1485175086789,30.93
1485175090253,30.93
1485175093598,30.77
1485175097400,30.71
1485175100633,30.98
1485175103767,30.98
1485175107453,30.66
1485175114022,30.44
1485175117849,30.49
1485175122401,30.53
1485175125420,30.65
1485175128851,30.65
1485175132572,30.2
1485175135601,29.22
1485175139472,29.22
1485175144079,29.52
1485175147099,29.24
1485175150322,29.24
1485175154318,29.7
1485175157474,29.56
1485175160956,29.28
1485175164718,29.28
1485175167748,29.26
1485175171230,29
1485175175062,29
1485175178129,27.87
1485175181497,28.29
1485175185708,28.34
1485175189301,28.34
1485175193109,28.48
1485175196853,28.52
1485175200128,28.52
1485175204063,29.12
1485175207693,29.03
1485175210724,28.95
1485175214039,28.95
1485175217200,29.03
1485175220772,28.55
1485175224582,28.55
1485175228151,28.82
1485175231575,29.16
1485175235443,29.31
1485175238934,29.31
1485175242484,29.2
1485175246091,29.18
1485175249691,29.18
1485175253105,29.33
1485175256806,29.54
1485175260251,29.54
1485175264617,30.06
1485175268116,30.38
1485175271136,30.59
1485175274702,30.59
1485175278959,30.86
1485175282040,30.63
1485175286173,30.82
1485175290084,30.82
1485175293139,30.6
1485175296643,29.91
1485175300786,29.91
1485175303814,29.51
1485175307373,29.71
1485175310690,29.34
1485175314029,29.34
1485175318129,28.83
1485175321416,28.84
1485175324433,28.84
1485175327902,28.85
1485175331306,28.87
1485175334484,28.87
1485175338505,28.48
1485175341825,28.6
1485175345071,28.6
1485175348971,28.95
1485175352821,28.79
1485175356202,28.65
1485175359478,28.65
1485175362690,28.68
1485175366010,28.94
1485175369067,28.94
1485175373112,29.19
1485175376964,29.66
1485175380235,29.66
1485175383771,30.32
1485175387468,29.82
1485175391141,30.39
1485175394521,30.39
1485175398132,30.12
1485175401238,30.67
1485175404769,30.67
1485175408397,30.62
1485175411412,30.25
1485175414483,30.25
1485175417639,29.11
1485175420921,28.7
1485175423991,28.7
1485175427016,28
1485175430210,28
1485175433403,26.56
1485175436559,25.63
1485175439590,25.63
1485175442884,25.26
1485175446246,24.28
1485175449268,24.28
1485175452308,23.86
1485175455438,23.86
1485175458579,22.99
1485175461606,21.79
1485175464623,21.79
1485175467666,20.2
1485175470793,18.74
1485175473810,18.74
1485175476822,17.4
