timestamp_ms,collection_count
1485174343923,5
1485174346962,6
1485174349973,9
1485174353030,11
1485174356044,15
1485174359189,17
1485174362225,20
1485174365248,23
1485174368308,25
1485174371583,30
1485174374604,35
1485174377660,38
1485174380684,42
1485174383731,47
1485174386867,50
1485174389940,52
1485174392950,55
1485174395972,55
1485174398992,56
1485174402040,59
1485174405250,60
1485174408300,62
1485174412607,65
1485174416072,68
1485174419098,70
1485174422386,73
1485174425421,76
1485174429191,79
1485174432073,81
1485174435575,84
1485174438057,87
1485174441359,90
1485174444890,93
1485174448274,95
1485174451563,99
1485174454666,102
1485174457217,105
1485174460880,108
1485174464640,111
1485174467687,113
1485174470745,115
1485174474498,118
1485174477604,120
1485174480666,122
1485174483699,124
1485174485745,125
1485174489740,128
1485174491999,130
1485174495857,133
1485174499179,135
1485174502275,138
1485174505438,140
1485174508475,141
1485174511519,143
1485174514533,145
1485174517263,147
1485174520362,149
1485174523584,151
1485174526982,152
1485174530137,154
1485174533322,155
1485174536344,157
1485174539750,158
1485174542774,160
1485174546012,161
1485174549230,163
1485174552822,165
1485174556112,166
1485174559130,168
1485174562323,171
1485174565539,174
1485174568758,177
1485174571767,180
1485174574979,182
1485174578150,185
1485174581456,188
1485174584478,191
1485174587509,194
1485174590729,197
1485174593958,199
1485174598585,203
1485174602373,206
1485174605392,208
1485174608414,210
1485174611678,213
1485174614710,216
1485174617743,218
1485174620764,220
1485174622974,222
1485174626477,225
1485174629992,228
1485174633180,230
1485174636194,232
1485174639366,235
1485174642688,237
1485174645708,240
1485174647962,242
1485174650985,244
1485174655668,247
1485174658801,249
1485174661882,251
1485174664936,253
1485174668031,255
1485174671215,258
1485174674498,260
1485174679393,263
1485174682505,265
1485174685704,267
1485174689054,269
1485174692354,271
1485174695484,273
1485174698605,274
1485174702092,276
1485174705215,278
1485174709041,280
1485174712912,283
1485174717189,285
1485174720373,287
1485174722769,289
1485174725792,291
1485174730080,294
1485174732326,296
1485174735432,298
1485174738644,301
1485174743026,304
1485174745314,305
1485174748464,307
1485174752836,312
1485174756101,315
1485174759120,318
1485174762378,321
1485174766017,324
1485174769635,328
1485174773068,332
1485174777341,335
1485174780438,338
1485174783677,341
1485174787497,345
1485174790681,347
1485174793985,351
1485174798647,355
1485174801893,358
1485174805139,361
1485174808350,364
1485174811465,365
1485174814865,368
1485174818048,371
1485174822003,375
1485174825064,377
1485174828193,380
1485174830947,381
1485174834489,384
1485174837657,386
1485174840766,389
1485174844202,390
1485174848504,393
1485174851787,395
1485174854982,397
1485174858568,400
1485174861875,404
1485174864949,407
1485174869199,410
1485174872817,412
1485174875936,414
1485174879227,417
1485174883240,420
1485174886525,422
1485174890196,425
1485174893992,428
1485174897275,430
1485174900963,432
1485174905155,434
1485174908205,436
1485174911722,438
1485174915566,440
1485174918953,443
1485174922280,445
1485174925401,447
1485174928541,449
1485174936111,453
1485174939145,454
1485174942299,456
1485174945561,457
1485174948910,459
1485174952089,460
1485174955159,462
1485174958839,463
1485174962412,465
1485174965565,467
1485174969080,469
1485174972486,471
1485174975904,472
1485174980817,474
1485174983483,475
1485174986684,477
1485174990037,479
1485174993721,481
1485174996867,482
1485175001272,484
1485175004205,485
1485175007349,487
1485175011923,490
1485175014944,492
1485175018121,494
1485175022662,497
1485175026151,500
1485175029400,502
1485175033127,504
1485175036912,505
1485175039964,507
1485175044904,510
1485175047923,511
1485175051271,513
1485175054896,515
1485175058738,517
1485175062191,519
1485175065658,521
1485175069320,523
1485175072460,525
1485175075934,528
1485175079402,530
1485175082737,532
1485175086934,536
1485175090576,538
1485175093594,540
1485175096764,541
1485175100637,543
1485175103771,545
1485175108811,547
1485175114031,549
1485175119372,551
1485175122410,552
1485175125433,554
1485175128965,556
1485175132584,557
1485175135612,559
1485175141033,562
1485175143641,563
1485175146761,565
1485175150212,566
1485175154313,568
1485175157483,570
1485175160872,571
1485175164733,573
1485175167746,574
1485175171108,576
1485175175117,579
1485175178134,581
1485175182652,583
1485175185715,585
1485175189312,587
1485175193011,589
1485175196862,591
1485175200135,593
1485175203752,594
1485175207710,596
1485175210734,598
1485175214048,599
1485175217259,601
1485175220676,602
1485175224745,604
1485175228541,606
1485175231576,607
1485175235605,609
1485175239106,611
1485175242498,614
1485175246174,615
1485175249444,617
1485175253148,620
1485175256673,623
1485175261543,626
1485175264553,628
1485175267980,630
1485175271011,631
1485175274425,633
1485175278957,636
1485175283098,639
1485175286177,641
1485175289755,644
1485175293176,646
1485175296724,648
1485175300670,651
1485175303843,653
1485175307433,655
1485175310706,657
1485175314004,659
1485175317646,661
1485175321359,663
1485175324613,665
1485175327905,667
1485175331459,669
1485175335112,670
1485175338641,673
1485175341975,674
1485175345135,676
1485175348316,677
1485175352448,679
1485175355869,681
1485175359493,684
1485175362698,686
1485175365932,688
1485175369051,691
1485175373117,694
1485175377127,697
1485175380162,699
1485175383567,701
1485175387588,704
1485175390757,706
1485175394221,709
1485175397842,712
1485175401221,715
1485175404688,721
1485175408380,726
1485175411421,730
1485175414630,737
1485175417665,743
1485175420900,750
1485175423939,756
1485175427044,762
1485175430224,768
1485175433547,773
1485175436562,779
1485175439584,783
1485175442865,788
1485175446191,793
1485175449271,795
1485175452315,799
1485175455473,803
1485175458553,807
1485175461611,808
1485175464637,815
1485175467659,819
1485175470784,821
1485175473806,821
1485175476813,823
