timestamp_ms,size_in_bytes
1485174520699,0
1485174523719,0
1485174526983,0
1485174530136,0
1485174533342,0
1485174536360,0
1485174539731,0
1485174542771,0
1485174546058,0
1485174549076,0
1485174552770,0
1485174556170,0
1485174559188,0
1485174562315,0
1485174565423,0
1485174568876,0
1485174571893,0
1485174574919,0
1485174578093,0
1485174581451,0
1485174584475,0
1485174587493,0
1485174590719,0
1485174594030,0
1485174598602,0
1485174601852,0
1485174605389,0
1485174608410,0
1485174611669,0
1485174614704,0
1485174617732,0
1485174620757,0
1485174623795,0
1485174626876,0
1485174629889,0
1485174633050,0
1485174636208,0
1485174639636,0
1485174642686,0
1485174645705,0
1485174648721,0
1485174651857,0
1485174655266,0
1485174658740,0
1485174661841,0
1485174664978,13778590
1485174668026,26414789
1485174671082,26414789
1485174674484,26414789
1485174679885,27748306
1485174682903,28345083
1485174686235,29020944
1485174689625,29020944
1485174692783,29422041
1485174695869,29909786
1485174699158,30192485
1485174702178,30192485
1485174705206,30192485
1485174708698,30192485
1485174713681,30584598
1485174716936,30987851
1485174720307,31433831
1485174723483,32055066
1485174726660,32416116
1485174729687,33075800
1485174733165,33215051
1485174736254,33215051
1485174739537,33215051
1485174742962,33215051
1485174746038,33421120
1485174749169,33597179
1485174752228,33597179
1485174756092,34020029
1485174759215,34671656
1485174762268,34995926
1485174766065,35401081
1485174769090,35535862
1485174772696,47914106
1485174776577,48074550
1485174780352,48543238
1485174783623,48646242
1485174787117,48646242
1485174790555,49021178
1485174793698,49618162
1485174798106,50073944
1485174801670,50792268
1485174805068,51537198
1485174808150,52299890
1485174811466,52627465
1485174814823,52627465
1485174818017,52966989
1485174821902,53435961
1485174825042,53435961
1485174828259,53491903
1485174831276,53920073
1485174834473,54791547
1485174837636,55572808
1485174840954,56155463
1485174843971,56317947
1485174848281,56791470
1485174851841,57248302
1485174854942,57690737
1485174858748,81934002
1485174861875,82168138
1485174864924,82675494
1485174868167,83405654
1485174872795,84073108
1485174875920,84539486
1485174879375,84539486
1485174883238,85252136
1485174886569,86240208
1485174890032,86459168
1485174894754,86520271
1485174897799,86794721
1485174900834,87573521
1485174904664,88040820
1485174908204,105171387
1485174911787,105852300
1485174915605,106496578
1485174918947,106496578
1485174922376,106969598
1485174926025,107598794
1485174929386,107932253
1485174936104,108943406
1485174939150,109715110
1485174942359,110638666
1485174945932,110668984
1485174948956,110938767
1485174952129,111698517
1485174955152,112287288
1485174958791,112795290
1485174962402,113696537
1485174965793,114415835
1485174969099,115131208
1485174972614,115698889
1485174976223,116107141
1485174980822,117226727
1485174983864,117696479
1485174986888,118026617
1485174990096,118406128
1485174993706,118610564
1485174997079,119384476
1485175000833,120314312
1485175004294,121221716
1485175007333,121664714
1485175010824,121881187
1485175014986,122361750
1485175018116,123098927
1485175021760,124402605
1485175026138,125295883
1485175029797,125702712
1485175033076,126310411
1485175036847,127027344
1485175040062,127673226
1485175043746,127895317
1485175047965,128798825
1485175051585,129758115
1485175054942,130288537
1485175059065,130489350
1485175062182,130489350
1485175065478,130864654
1485175069448,132092121
1485175072464,132757014
1485175075945,133395210
1485175079395,134018283
1485175082739,134554351
1485175086791,135416371
1485175090254,135907164
1485175093600,136062410
1485175097402,136175595
1485175100754,136618674
1485175103771,137007216
1485175107457,138152596
1485175114025,139717453
1485175117850,141034161
1485175122406,142062852
1485175125424,142500904
1485175128852,142640806
1485175132576,142815448
1485175135605,142966136
1485175139538,144238458
1485175144084,145119554
1485175147104,145392291
1485175150326,146131315
1485175154325,147063436
1485175157480,147746105
1485175161089,148268521
1485175164723,148579006
1485175167754,148869437
1485175171235,149499511
1485175175064,150225280
1485175178238,150612748
1485175181500,151359975
1485175185712,151989212
1485175189313,152480726
1485175193113,153790283
1485175196858,155043128
1485175200350,189752822
1485175204065,190256773
1485175207706,190950280
1485175210728,191504180
1485175214045,192490002
1485175217205,193316396
1485175220860,225394579
1485175224615,225566727
1485175228161,226730526
1485175231592,228078643
1485175235497,229258172
1485175238943,230568834
1485175242713,231556994
1485175246105,232300317
1485175249699,232703208
1485175253127,233304619
1485175256808,233526128
1485175260253,233863187
1485175264685,235139702
1485175268118,236490828
1485175271136,237376686
1485175274781,238843045
1485175278958,239820777
1485175282074,240618195
1485175286345,241399670
1485175290086,242518639
1485175293156,243177056
1485175296651,243613601
1485175300792,244837375
1485175303819,246262001
1485175307376,247317093
1485175310693,248332330
1485175314031,248851177
1485175318151,249861078
1485175321418,251027812
1485175324439,251427404
1485175327905,252044674
1485175331309,252679960
1485175334487,253466513
1485175338508,254411443
1485175341831,254781870
1485175345074,255357251
1485175348974,256526772
1485175352842,257450598
1485175356226,258738641
1485175359492,259983024
1485175362691,260820768
1485175366013,261683051
1485175369081,261955096
1485175373113,262828751
1485175377082,263208493
1485175380238,263919641
1485175383767,264910409
1485175387468,266383564
1485175391144,267512810
1485175394521,200284560
1485175398145,200845905
1485175401239,201694440
1485175404825,125471818
1485175408399,86961611
1485175411417,89427472
1485175414480,90662472
1485175417659,92507991
1485175420920,94008534
1485175423997,94895373
1485175427014,97210371
1485175430204,99334524
1485175433408,101250942
1485175436562,102250276
1485175439757,103773360
1485175442885,104551073
1485175446250,139004530
1485175449267,139004530
1485175452308,140171066
1485175455434,140588654
1485175458589,189931812
1485175461609,192227006
1485175464625,192711103
1485175467669,192942950
1485175470795,194442109
1485175473811,194442109
1485175476824,196610335
