timestamp_ms,total_time_in_millis
1485174277722,0
1485174280768,0
1485174283784,0
1485174286793,0
1485174289808,2037
1485174292817,4409
1485174295826,5191
1485174298836,5422
1485174301843,6485
1485174304868,6485
1485174307890,7739
1485174310899,7774
1485174313909,9268
1485174316928,11849
1485174319940,12482
1485174322963,14993
1485174325974,17245
1485174328984,17250
1485174332012,20337
1485174335058,23199
1485174338074,23226
1485174341087,24224
1485174344109,25714
1485174347289,25714
1485174350352,25887
1485174353375,28768
1485174356391,32388
1485174359458,32396
1485174362486,32396
1485174365508,35267
1485174368729,39416
1485174371879,40530
1485174374912,40754
1485174377950,45006
1485174381201,49200
1485174384300,49839
1485174387318,51467
1485174390349,54933
1485174393648,56655
1485174396665,56655
1485174399714,59264
1485174402762,61036
1485174405778,63802
1485174408805,68999
1485174412456,70249
1485174415945,73389
1485174419082,80273
1485174422333,85227
1485174425398,90252
1485174429130,99072
1485174432387,105349
1485174435567,110844
1485174438586,118151
1485174441748,124124
1485174444853,131896
1485174448398,138449
1485174451504,143884
1485174454660,147976
1485174457679,156593
1485174460858,162055
1485174463887,167234
1485174468491,178891
1485174471546,184449
1485174474576,189409
1485174477598,194788
1485174480615,199384
1485174483688,208770
1485174486731,214264
1485174489761,220577
1485174492814,227403
1485174495842,231391
1485174499167,239764
1485174502252,246440
1485174505434,251854
1485174508451,258906
1485174511634,263121
1485174514650,269778
1485174517673,276479
1485174520689,280485
1485174523714,288159
1485174526976,291126
1485174530128,300878
1485174533337,307009
1485174536354,312345
1485174539693,319044
1485174542762,322156
1485174546004,331630
1485174549071,337282
1485174552695,344949
1485174556165,349118
1485174559183,357072
1485174562311,362717
1485174565421,370160
1485174568869,377026
1485174571888,384463
1485174574918,388495
1485174578089,392659
1485174581442,400593
1485174584471,410259
1485174587491,410259
1485174590715,420663
1485174594006,420663
1485174598576,434526
1485174601851,441776
1485174605383,449747
1485174608406,454407
1485174611662,463713
1485174614698,465819
1485174617727,475458
1485174620754,479454
1485174623790,485116
1485174626809,494011
1485174629889,494011
1485174633045,503647
1485174636204,503647
1485174639278,516240
1485174642683,518929
1485174645701,529096
1485174648720,537730
1485174651853,541514
1485174655263,548361
1485174658738,553824
1485174661838,560614
1485174664932,567026
1485174668022,576974
1485174671081,581748
1485174674479,589737
1485174679862,595225
1485174682900,605229
1485174686191,614166
1485174689597,619646
1485174692778,623432
1485174695866,633217
1485174699155,636353
1485174702176,642120
1485174705202,649435
1485174708694,654169
1485174713681,667528
1485174716914,674189
1485174720304,679059
1485174723478,685901
1485174726554,689927
1485174729679,696933
1485174733087,702829
1485174736250,711985
1485174739426,717415
1485174742959,725094
1485174746037,729678
1485174749165,735142
1485174752226,739205
1485174756088,749925
1485174759115,754524
1485174762259,762449
1485174765956,770028
1485174769080,770028
1485174772687,783294
1485174776564,791384
1485174780348,795880
1485174783626,807094
1485174787115,812303
1485174790551,822060
1485174793698,825564
1485174798049,832230
1485174801669,843907
1485174804960,843907
1485174808148,853980
1485174811460,862738
1485174814805,865116
1485174818014,875981
1485174821888,879732
1485174825014,888248
1485174828099,897357
1485174831272,900124
1485174834472,906741
1485174837635,911651
1485174840950,916513
1485174843970,922127
1485174848278,935306
1485174851839,941106
1485174854936,944845
1485174858674,953498
1485174861871,959151
1485174864920,967872
1485174868159,972316
1485174872792,984748
1485174875914,984748
1485174879371,997655
1485174883217,1003616
1485174886542,1003616
1485174890023,1020314
1485174894711,1025750
1485174897794,1032712
1485174900828,1039060
1485174904663,1049817
1485174908169,1052637
1485174911763,1052637
1485174915603,1059456
1485174918944,1065176
1485174922373,1072941
1485174925965,1082640
1485174929385,1091114
1485174936095,1096138
1485174939139,1103751
1485174942356,1111434
1485174945671,1118199
1485174948952,1123644
1485174952124,1132613
1485174955148,1137093
1485174958790,1144522
1485174962399,1150025
1485174965545,1162857
1485174969096,1167114
1485174972478,1171481
1485174976074,1184055
1485174980812,1184055
1485174983860,1197148
1485174986884,1202424
1485174990090,1208240
1485174993704,1212591
1485174996842,1217675
1485175000791,1227228
1485175004284,1236334
1485175007328,1246905
1485175010822,1246905
1485175014934,1256271
1485175018107,1263118
1485175021750,1270788
1485175026123,1281848
1485175029232,1289599
1485175033074,1294994
1485175036845,1301381
1485175039930,1307076
1485175043737,1315463
1485175047951,1329273
1485175051366,1329273
1485175054940,1329273
1485175058920,1347375
1485175062181,1351655
1485175065477,1357222
1485175069435,1369659
1485175072457,1373602
1485175075933,1380154
1485175079390,1389488
1485175082728,1389488
1485175086789,1403914
1485175090253,1407309
1485175093598,1416951
1485175097400,1422127
1485175100633,1432548
1485175103767,1432548
1485175107453,1443324
1485175114022,1453929
1485175117849,1464610
1485175122401,1471097
1485175125420,1477992
1485175128851,1487168
1485175132572,1491021
1485175135601,1497043
1485175139472,1509633
1485175144079,1515458
1485175147099,1520198
1485175150322,1526238
1485175154318,1534510
1485175157474,1540912
1485175160956,1551803
1485175164718,1556234
1485175167748,1562883
1485175171230,1562883
1485175175062,1578323
1485175178129,1587516
1485175181497,1587516
1485175185708,1600785
1485175189301,1608570
1485175193109,1608570
1485175196853,1625120
1485175200128,1625120
1485175204063,1639887
1485175207693,1639887
1485175210724,1650639
1485175214039,1658693
1485175217200,1663944
1485175220772,1669754
1485175224582,1676088
1485175228151,1688930
1485175231575,1697570
1485175235443,1697570
1485175238934,1707031
1485175242484,1711655
1485175246091,1722656
1485175249691,1722656
1485175253105,1735436
1485175256806,1741028
1485175260251,1747783
1485175264617,1752620
1485175268116,1765492
1485175271136,1765492
1485175274702,1778487
1485175278959,1783222
1485175282040,1791632
1485175286173,1801637
1485175290084,1810429
1485175293139,1817407
1485175296643,1817407
1485175300786,1829902
1485175303814,1834940
1485175307373,1841189
1485175310690,1851074
1485175314029,1851074
1485175318129,1865402
1485175321416,1872610
1485175324433,1879012
1485175327902,1886246
1485175331306,1886246
1485175334484,1897516
1485175338505,1903033
1485175341825,1914860
1485175345071,1914860
1485175348971,1926315
1485175352821,1933053
1485175356202,1940402
1485175359478,1951798
1485175362690,1955597
1485175366010,1960894
1485175369067,1967148
1485175373112,1971667
1485175376964,1983298
1485175380235,1992327
1485175383771,1992327
1485175387468,2003509
1485175391141,2008510
1485175394521,2016364
1485175398132,2024523
1485175401238,2031979
1485175404769,2040728
1485175408397,2049134
1485175411412,2055492
1485175414483,2061453
1485175417639,2068032
1485175420921,2073508
1485175423991,2076649
1485175427016,2082112
1485175430210,2086959
1485175433403,2090268
1485175436559,2093792
1485175439590,2099312
1485175442884,2103818
1485175446246,2106663
1485175449268,2106663
1485175452308,2109661
1485175455438,2111068
1485175458579,2111096
1485175461606,2111853
1485175464623,2112315
1485175467666,2112315
1485175470793,2113208
1485175473810,2113208
1485175476822,2114028
