timestamp_ms,collection_time_in_millis
1485174520456,176
1485174523619,176
1485174527116,176
1485174530139,176
1485174533324,176
1485174536326,176
1485174539733,176
1485174542772,176
1485174546059,176
1485174549077,176
1485174552771,176
1485174556114,176
1485174559132,176
1485174562316,176
1485174565416,176
1485174568743,176
1485174571769,176
1485174574920,176
1485174578098,176
1485174581386,176
1485174584476,176
1485174587494,176
1485174590721,176
1485174593964,176
1485174598604,176
1485174601860,176
1485174605390,176
1485174608410,176
1485174611673,176
1485174614707,176
1485174617733,176
1485174620758,176
1485174622971,176
1485174626479,176
1485174629868,176
1485174633051,176
1485174636196,206
1485174639671,660
1485174642687,660
1485174645706,660
1485174647965,660
1485174650987,660
1485174655267,660
1485174658743,660
1485174661842,660
1485174665012,660
1485174668069,660
1485174671177,660
1485174674502,660
1485174679394,660
1485174682490,660
1485174685600,663
1485174689029,663
1485174692466,1043
1485174695560,1043
1485174698603,1043
1485174702094,1043
1485174705213,1043
1485174708719,1043
1485174712915,1043
1485174715989,1043
1485174720337,1043
1485174722780,1043
1485174725795,1043
1485174728809,1048
1485174732424,1404
1485174735587,1404
1485174738646,1404
1485174742964,1404
1485174745455,1404
1485174748472,1404
1485174751486,1404
1485174756099,1404
1485174759219,1404
1485174761315,1404
1485174766069,1404
1485174769128,1404
1485174772856,1404
1485174776579,1408
1485174780364,1763
1485174783823,1763
1485174787124,1763
1485174790588,1763
1485174793719,1763
1485174798109,1763
1485174801694,1763
1485174805114,1763
1485174808159,1763
1485174811468,1769
1485174814941,2079
1485174818181,2079
1485174821950,2079
1485174825073,2079
1485174828260,2079
1485174830898,2079
1485174834486,2079
1485174837664,2079
1485174840772,2079
1485174843855,2082
1485174848284,2303
1485174851725,2303
1485174854927,2303
1485174858407,2303
1485174861878,2303
1485174864925,2303
1485174868182,2303
1485174872906,2303
1485174875931,2303
1485174879381,2303
1485174883507,2303
1485174886523,2303
1485174890044,2303
1485174893990,2306
1485174897277,2741
1485174901011,2741
1485174904881,2741
1485174908185,2741
1485174911792,2741
1485174915568,2741
1485174918962,2741
1485174922364,2741
1485174925400,2741
1485174928612,2741
1485174936128,2741
1485174939237,2741
1485174942249,2744
1485174945559,3172
1485174948891,3172
1485174952086,3172
1485174955189,3172
1485174958666,3172
1485174962487,3172
1485174965736,3172
1485174969177,3172
1485174972874,3176
1485174976227,3660
1485174980848,3660
1485174983480,3660
1485174986973,3660
1485174990040,3660
1485174993741,3660
1485174997085,3660
1485175000114,3660
1485175004231,3667
1485175007462,3995
1485175010487,3995
1485175014979,3995
1485175018157,3995
1485175021837,3995
1485175026141,3995
1485175029824,3995
1485175032972,4466
1485175036811,4466
1485175040214,4466
1485175043759,4466
1485175047981,4466
1485175051303,4466
1485175054898,4466
1485175059068,4954
1485175062204,4954
1485175065493,4954
1485175069324,4954
1485175072628,4954
1485175075936,4954
1485175079449,4954
1485175082770,4957
1485175086793,5388
1485175090199,5388
1485175093588,5388
1485175096766,5388
1485175100745,5388
1485175103917,5388
1485175107475,5388
1485175114248,5744
1485175117902,5744
1485175122409,5744
1485175125621,5744
1485175128834,5744
1485175132578,5744
1485175135627,5744
1485175139739,5744
1485175143748,6166
1485175146763,6166
1485175150210,6166
1485175154315,6166
1485175157491,6166
1485175160876,6166
1485175164727,6166
1485175167760,6171
1485175171110,6580
1485175175025,6580
1485175178240,6580
1485175181525,6580
1485175185716,6580
1485175189763,6580
1485175193013,6580
1485175196860,6589
1485175200131,6965
1485175203646,6965
1485175207713,6965
1485175210800,6965
1485175214051,6965
1485175217196,6965
1485175220670,6965
1485175223707,6965
1485175228164,6965
1485175232143,7322
1485175235512,7322
1485175238998,7322
1485175242811,7322
1485175246099,7322
1485175249442,7322
1485175253164,7329
1485175256794,7561
1485175260331,7561
1485175264436,7561
1485175267981,7561
1485175271008,7561
1485175275831,7601
1485175278964,7788
1485175282096,7788
1485175286662,7788
1485175289754,7788
1485175293141,7788
1485175296727,8234
1485175300165,8234
1485175303821,8234
1485175307343,8234
1485175310710,8234
1485175313992,8234
1485175317984,8562
1485175321290,8562
1485175324476,8562
1485175327907,8562
1485175331312,8562
1485175334491,8562
1485175338566,8566
1485175341881,9124
1485175345084,9124
1485175349422,9124
1485175352577,9124
1485175355861,9124
1485175359394,9138
1485175362704,9391
1485175365950,9391
1485175369045,9391
1485175373123,9391
1485175377086,9391
1485175380165,9391
1485175383697,9391
1485175387472,9406
1485175390716,9479
1485175394221,9479
1485175397844,9479
1485175401229,9479
1485175404688,9727
1485175408382,9727
1485175411422,9727
1485175414482,9727
1485175417881,9789
1485175420918,9789
1485175423941,9789
1485175427046,9789
1485175430224,9903
1485175433410,9903
1485175436557,9920
1485175439761,10070
1485175442861,10070
1485175446188,10071
1485175449269,10131
1485175452288,10131
1485175455476,10131
1485175458559,10131
1485175461611,10131
1485175464636,10131
1485175467661,10131
1485175470787,10131
1485175473807,10131
1485175476814,10131
