timestamp_ms,size_in_bytes
1485174520699,0
1485174523719,0
1485174526983,0
1485174530136,0
1485174533342,0
1485174536360,0
1485174539731,0
1485174542771,0
1485174546058,0
1485174549076,0
1485174552770,0
1485174556170,0
1485174559188,0
1485174562315,0
1485174565423,0
1485174568876,0
1485174571893,0
1485174574919,0
1485174578093,0
1485174581451,0
1485174584475,0
1485174587493,0
1485174590719,0
1485174594030,0
1485174598602,0
1485174601852,0
1485174605389,0
1485174608410,0
1485174611669,0
1485174614704,0
1485174617732,0
1485174620757,0
1485174623795,0
1485174626876,0
1485174629889,0
1485174633050,0
1485174636208,0
1485174639636,0
1485174642686,0
1485174645705,0
1485174648721,0
1485174651857,0
1485174655266,0
1485174658740,0
1485174661841,0
1485174664978,19723949
1485174668026,43519560
1485174671082,43519560
1485174674484,43519560
1485174679885,39842888
1485174682903,39842888
1485174686235,44302576
1485174689625,44302576
1485174692783,44302576
1485174695869,44302576
1485174699158,48034411
1485174702178,48034411
1485174705206,48034411
1485174708698,49500964
1485174713681,49500964
1485174716936,49500964
1485174720307,47827850
1485174723483,47827850
1485174726660,47827850
1485174729687,53599412
1485174733165,53599412
1485174736254,53599412
1485174739537,53599412
1485174742962,50780900
1485174746038,50780900
1485174749169,50780900
1485174752228,51502222
1485174756092,51502222
1485174759215,51502222
1485174762268,54762875
1485174766065,54762875
1485174769090,54762875
1485174772696,80607060
1485174776577,80607060
1485174780352,82431735
1485174783623,88323647
1485174787117,88323647
1485174790555,88818320
1485174793698,74744185
1485174798106,74744185
1485174801670,74744185
1485174805068,80820760
1485174808150,80820760
1485174811466,80820760
1485174814823,84429624
1485174818017,89352616
1485174821902,89352616
1485174825042,87133117
1485174828259,93905559
1485174831276,93905559
1485174834473,93905559
1485174837636,102404595
1485174840954,102404595
1485174843971,102404595
1485174848281,107108397
1485174851841,107737410
1485174854942,107737410
1485174858748,148500947
1485174861875,149871713
1485174864924,149871713
1485174868167,149871713
1485174872795,156303363
1485174875920,156303363
1485174879375,124729725
1485174883238,131394118
1485174886569,131394118
1485174890032,131394118
1485174894754,159370379
1485174897799,159370379
1485174900834,160169012
1485174904664,169410577
1485174908204,194487408
1485174911787,196312955
1485174915605,193394380
1485174918947,198734852
1485174922376,201667662
1485174926025,209061166
1485174929386,209061166
1485174936104,189032751
1485174939150,206197649
1485174942359,206596254
1485174945932,207074264
1485174948956,205353185
1485174952129,214170779
1485174955152,221617891
1485174958791,223429916
1485174962402,192473771
1485174965793,196066273
1485174969099,196066273
1485174972614,203676817
1485174976223,192965830
1485174980822,196005742
1485174983864,174524173
1485174986888,175879969
1485174990096,179336198
1485174993706,177595677
1485174997079,181333002
1485175000833,185932593
1485175004294,189235718
1485175007333,193671923
1485175010824,193671923
1485175014986,195382390
1485175018116,194516032
1485175021760,196769340
1485175026138,197911186
1485175029797,183349029
1485175033076,183682991
1485175036847,188601356
1485175040062,188692801
1485175043746,188692801
1485175047965,191687536
1485175051585,193173826
1485175054942,197709110
1485175059065,201204847
1485175062182,208289199
1485175065478,210746435
1485175069448,214717593
1485175072464,206910580
1485175075945,206910580
1485175079395,198207340
1485175082739,200259592
1485175086791,201252085
1485175090254,204317903
1485175093600,208054851
1485175097402,211531218
1485175100754,211707643
1485175103771,205195974
1485175107457,205456713
1485175114025,206860743
1485175117850,210777312
1485175122406,210777312
1485175125424,210748278
1485175128852,208151866
1485175132576,208151866
1485175135605,208864447
1485175139538,208864447
1485175144084,208864447
1485175147104,216830460
1485175150326,217369135
1485175154325,217369135
1485175157480,225619925
1485175161089,228950583
1485175164723,228950583
1485175167754,232470597
1485175171235,242151169
1485175175064,242151169
1485175178238,234141230
1485175181500,219708804
1485175185712,219708804
1485175189313,222219103
1485175193113,223979180
1485175196858,223979180
1485175200350,278999282
1485175204065,288232643
1485175207706,288232643
1485175210728,299592879
1485175214045,303813669
1485175217205,303813669
1485175220860,348568751
1485175224615,352476354
1485175228161,352476354
1485175231592,354499318
1485175235497,342803018
1485175238943,342803018
1485175242713,359499817
1485175246105,378070629
1485175249699,378469674
1485175253127,387975400
1485175256808,396365590
1485175260253,396365590
1485175264685,405102016
1485175268118,410330459
1485175271136,410330459
1485175274781,420889889
1485175278958,424197572
1485175282074,424197572
1485175286345,435719730
1485175290086,434815207
1485175293156,434815207
1485175296651,446402805
1485175300792,447318055
1485175303819,447318055
1485175307376,456087387
1485175310693,462062494
1485175314031,462062494
1485175318151,370231188
1485175321418,371361319
1485175324439,371361319
1485175327905,371361319
1485175331309,384458575
1485175334487,391122361
1485175338508,381821555
1485175341831,392655906
1485175345074,392655906
1485175348974,389355886
1485175352842,382950732
1485175356226,382950732
1485175359492,381492172
1485175362691,377071659
1485175366013,378804534
1485175369081,378804534
1485175373113,379979706
1485175377082,389106918
1485175380238,389106918
1485175383767,389664169
1485175387468,398777540
1485175391144,398777540
1485175394521,421444792
1485175398145,430416204
1485175401239,430416204
1485175404825,426796418
1485175408399,439307029
1485175411417,439307029
1485175414480,439307029
1485175417659,450747544
1485175420920,450747544
1485175423997,450747544
1485175427014,450747544
1485175430204,461151160
1485175433408,461151160
1485175436562,461151160
1485175439757,461151160
1485175442885,464305023
1485175446250,522615212
1485175449267,527794717
1485175452308,527794717
1485175455434,530965036
1485175458589,597877161
1485175461609,657607792
1485175464625,657607792
1485175467669,658887324
1485175470795,658887324
1485175473811,670873387
1485175476824,670873387
