timestamp_ms,total_docs
1485174520699,0
1485174523719,0
1485174526983,0
1485174530136,0
1485174533342,0
1485174536360,0
1485174539731,0
1485174542771,0
1485174546058,0
1485174549076,0
1485174552770,0
1485174556170,0
1485174559188,0
1485174562315,0
1485174565423,0
1485174568876,0
1485174571893,0
1485174574919,0
1485174578093,0
1485174581451,0
1485174584475,0
1485174587493,0
1485174590719,0
1485174594030,0
1485174598602,0
1485174601852,0
1485174605389,0
1485174608410,0
1485174611669,0
1485174614704,0
1485174617732,0
1485174620757,0
1485174623795,0
1485174626876,0
1485174629889,0
1485174633050,0
1485174636208,0
1485174639636,0
1485174642686,0
1485174645705,0
1485174648721,0
1485174651857,0
1485174655266,0
1485174658740,0
1485174661841,0
1485174664978,0
1485174668026,0
1485174671082,0
1485174674484,0
1485174679885,0
1485174682903,0
1485174686235,0
1485174689625,0
1485174692783,0
1485174695869,0
1485174699158,0
1485174702178,0
1485174705206,0
1485174708698,0
1485174713681,0
1485174716936,164
1485174720307,164
1485174723483,164
1485174726660,164
1485174729687,164
1485174733165,164
1485174736254,337
1485174739537,337
1485174742962,337
1485174746038,337
1485174749169,337
1485174752228,337
1485174756092,337
1485174759215,337
1485174762268,337
1485174766065,337
1485174769090,337
1485174772696,337
1485174776577,337
1485174780352,337
1485174783623,337
1485174787117,894
1485174790555,894
1485174793698,894
1485174798106,894
1485174801670,894
1485174805068,894
1485174808150,894
1485174811466,894
1485174814823,894
1485174818017,894
1485174821902,1417
1485174825042,1417
1485174828259,1417
1485174831276,1417
1485174834473,1417
1485174837636,1417
1485174840954,1417
1485174843971,1417
1485174848281,1417
1485174851841,1417
1485174854942,1417
1485174858748,1417
1485174861875,1417
1485174864924,1417
1485174868167,2608
1485174872795,2608
1485174875920,2608
1485174879375,2705
1485174883238,2705
1485174886569,2705
1485174890032,2705
1485174894754,2705
1485174897799,2705
1485174900834,2705
1485174904664,2705
1485174908204,2972
1485174911787,2972
1485174915605,2972
1485174918947,2972
1485174922376,2972
1485174926025,3097
1485174929386,3097
1485174936104,3899
1485174939150,3899
1485174942359,3899
1485174945932,3990
1485174948956,4061
1485174952129,4061
1485174955152,4061
1485174958791,5581
1485174962402,5581
1485174965793,5581
1485174969099,5581
1485174972614,5581
1485174976223,6079
1485174980822,6079
1485174983864,7162
1485174986888,7162
1485174990096,7341
1485174993706,7460
1485174997079,7602
1485175000833,7602
1485175004294,7602
1485175007333,7602
1485175010824,7790
1485175014986,7790
1485175018116,8471
1485175021760,8471
1485175026138,8471
1485175029797,8471
1485175033076,8471
1485175036847,8471
1485175040062,8471
1485175043746,8580
1485175047965,8580
1485175051585,8580
1485175054942,8580
1485175059065,8580
1485175062182,8675
1485175065478,8820
1485175069448,9392
1485175072464,9392
1485175075945,9392
1485175079395,9392
1485175082739,9392
1485175086791,9392
1485175090254,9392
1485175093600,9392
1485175097402,9711
1485175100754,9711
1485175103771,10070
1485175107457,10070
1485175114025,10070
1485175117850,10070
1485175122406,10389
1485175125424,10389
1485175128852,10389
1485175132576,10389
1485175135605,10389
1485175139538,10389
1485175144084,10389
1485175147104,10389
1485175150326,10389
1485175154325,10389
1485175157480,10508
1485175161089,10508
1485175164723,10508
1485175167754,10829
1485175171235,11027
1485175175064,11418
1485175178238,11418
1485175181500,11418
1485175185712,11418
1485175189313,11418
1485175193113,11418
1485175196858,11418
1485175200350,11963
1485175204065,11963
1485175207706,11963
1485175210728,12086
1485175214045,12290
1485175217205,12290
1485175220860,12290
1485175224615,12290
1485175228161,12609
1485175231592,13066
1485175235497,13066
1485175238943,13066
1485175242713,13066
1485175246105,13066
1485175249699,13066
1485175253127,13066
1485175256808,13066
1485175260253,13066
1485175264685,13499
1485175268118,13499
1485175271136,13499
1485175274781,13499
1485175278958,13499
1485175282074,13631
1485175286345,13838
1485175290086,13838
1485175293156,13838
1485175296651,13838
1485175300792,13838
1485175303819,13951
1485175307376,14689
1485175310693,14689
1485175314031,17875
1485175318151,17875
1485175321418,17875
1485175324439,17875
1485175327905,17875
1485175331309,18341
1485175334487,18341
1485175338508,18341
1485175341831,18341
1485175345074,18341
1485175348974,18815
1485175352842,19198
1485175356226,19418
1485175359492,19418
1485175362691,19418
1485175366013,19418
1485175369081,19418
1485175373113,19418
1485175377082,19418
1485175380238,19653
1485175383767,19653
1485175387468,19653
1485175391144,19653
1485175394521,19653
1485175398145,19653
1485175401239,19653
1485175404825,20467
1485175408399,21049
1485175411417,21645
1485175414480,21645
1485175417659,22944
1485175420920,22944
1485175423997,23293
1485175427014,23293
1485175430204,23293
1485175433408,23293
1485175436562,23293
1485175439757,23293
1485175442885,23612
1485175446250,23935
1485175449267,23935
1485175452308,23935
1485175455434,23935
1485175458589,25547
1485175461609,26082
1485175464625,26487
1485175467669,26487
1485175470795,27524
1485175473811,27524
1485175476824,27524
