timestamp_ms,count
1485174520456,34
1485174523619,36
1485174527116,37
1485174530139,42
1485174533324,42
1485174536326,44
1485174539733,44
1485174542772,44
1485174546059,44
1485174549077,46
1485174552771,46
1485174556114,46
1485174559132,46
1485174562316,46
1485174565416,46
1485174568743,47
1485174571769,48
1485174574920,48
1485174578098,48
1485174581386,48
1485174584476,48
1485174587494,48
1485174590721,48
1485174593964,48
1485174598604,48
1485174601860,48
1485174605390,48
1485174608410,48
1485174611673,48
1485174614707,48
1485174617733,48
1485174620758,48
1485174622971,48
1485174626479,48
1485174629868,48
1485174633051,48
1485174636196,48
1485174639671,48
1485174642687,47
1485174645706,47
1485174647965,47
1485174650987,47
1485174655267,47
1485174658743,47
1485174661842,47
1485174665012,49
1485174668069,52
1485174671177,52
1485174674502,52
1485174679394,52
1485174682490,53
1485174685600,54
1485174689029,54
1485174692466,54
1485174695560,56
1485174698603,56
1485174702094,56
1485174705213,56
1485174708719,56
1485174712915,56
1485174715989,56
1485174720337,57
1485174722780,57
1485174725795,57
1485174728809,57
1485174732424,57
1485174735587,56
1485174738646,56
1485174742964,56
1485174745455,56
1485174748472,56
1485174751486,56
1485174756099,56
1485174759219,56
1485174761315,57
1485174766069,58
1485174769128,58
1485174772856,58
1485174776579,58
1485174780364,57
1485174783823,57
1485174787124,57
1485174790588,57
1485174793719,57
1485174798109,57
1485174801694,57
1485174805114,58
1485174808159,58
1485174811468,58
1485174814941,57
1485174818181,57
1485174821950,58
1485174825073,58
1485174828260,58
1485174830898,58
1485174834486,58
1485174837664,58
1485174840772,58
1485174843855,58
1485174848284,56
1485174851725,56
1485174854927,56
1485174858407,56
1485174861878,56
1485174864925,56
1485174868182,57
1485174872906,57
1485174875931,57
1485174879381,58
1485174883507,58
1485174886523,60
1485174890044,60
1485174893990,60
1485174897277,57
1485174901011,57
1485174904881,57
1485174908185,58
1485174911792,58
1485174915568,59
1485174918962,59
1485174922364,59
1485174925400,59
1485174928612,59
1485174936128,61
1485174939237,61
1485174942249,62
1485174945559,60
1485174948891,60
1485174952086,60
1485174955189,60
1485174958666,60
1485174962487,60
1485174965736,60
1485174969177,60
1485174972874,61
1485174976227,62
1485174980848,59
1485174983480,60
1485174986973,61
1485174990040,62
1485174993741,62
1485174997085,63
1485175000114,63
1485175004231,63
1485175007462,57
1485175010487,57
1485175014979,57
1485175018157,57
1485175021837,57
1485175026141,57
1485175029824,57
1485175032972,56
1485175036811,56
1485175040214,56
1485175043759,57
1485175047981,58
1485175051303,60
1485175054898,60
1485175059068,60
1485175062204,59
1485175065493,59
1485175069324,59
1485175072628,59
1485175075936,60
1485175079449,60
1485175082770,60
1485175086793,56
1485175090199,58
1485175093588,58
1485175096766,58
1485175100745,58
1485175103917,58
1485175107475,58
1485175114248,58
1485175117902,58
1485175122409,58
1485175125621,58
1485175128834,58
1485175132578,58
1485175135627,58
1485175139739,58
1485175143748,56
1485175146763,57
1485175150210,57
1485175154315,58
1485175157491,60
1485175160876,60
1485175164727,60
1485175167760,60
1485175171110,59
1485175175025,59
1485175178240,59
1485175181525,59
1485175185716,59
1485175189763,59
1485175193013,59
1485175196860,61
1485175200131,58
1485175203646,60
1485175207713,60
1485175210800,60
1485175214051,60
1485175217196,61
1485175220670,61
1485175223707,61
1485175228164,61
1485175232143,59
1485175235512,59
1485175238998,60
1485175242811,60
1485175246099,61
1485175249442,62
1485175253164,63
1485175256794,63
1485175260331,62
1485175264436,62
1485175267981,63
1485175271008,63
1485175275831,65
1485175278964,63
1485175282096,63
1485175286662,63
1485175289754,63
1485175293141,63
1485175296727,61
1485175300165,61
1485175303821,62
1485175307343,62
1485175310710,62
1485175313992,62
1485175317984,62
1485175321290,60
1485175324476,60
1485175327907,61
1485175331312,61
1485175334491,63
1485175338566,64
1485175341881,62
1485175345084,62
1485175349422,62
1485175352577,62
1485175355861,62
1485175359394,62
1485175362704,57
1485175365950,58
1485175369045,58
1485175373123,59
1485175377086,60
1485175380165,60
1485175383697,60
1485175387472,61
1485175390716,65
1485175394221,67
1485175397844,71
1485175401229,71
1485175404688,69
1485175408382,69
1485175411422,69
1485175414482,69
1485175417881,65
1485175420918,67
1485175423941,67
1485175427046,67
1485175430224,66
1485175433410,66
1485175436557,67
1485175439761,68
1485175442861,68
1485175446188,68
1485175449269,66
1485175452288,66
1485175455476,66
1485175458559,67
1485175461611,68
1485175464636,68
1485175467661,68
1485175470787,69
1485175473807,69
1485175476814,69
