timestamp_ms,total
1485174277722,0
1485174280768,0
1485174283784,0
1485174286793,0
1485174289808,4
1485174292817,11
1485174295826,15
1485174298836,18
1485174301843,25
1485174304868,25
1485174307890,30
1485174310899,31
1485174313909,35
1485174316928,43
1485174319940,45
1485174322963,56
1485174325974,64
1485174328984,65
1485174332012,75
1485174335058,83
1485174338074,85
1485174341087,92
1485174344109,99
1485174347289,99
1485174350352,100
1485174353375,109
1485174356391,119
1485174359458,121
1485174362486,121
1485174365508,130
1485174368729,141
1485174371879,145
1485174374912,146
1485174377950,156
1485174381201,168
1485174384300,173
1485174387318,179
1485174390349,185
1485174393648,191
1485174396665,191
1485174399714,196
1485174402762,199
1485174405778,203
1485174408805,210
1485174412456,213
1485174415945,216
1485174419082,223
1485174422333,226
1485174425398,229
1485174429130,234
1485174432387,238
1485174435567,241
1485174438586,247
1485174441748,250
1485174444853,254
1485174448398,258
1485174451504,260
1485174454660,262
1485174457679,265
1485174460858,267
1485174463887,269
1485174468491,275
1485174471546,277
1485174474576,281
1485174477598,283
1485174480615,285
1485174483688,289
1485174486731,291
1485174489761,293
1485174492814,296
1485174495842,298
1485174499167,302
1485174502252,306
1485174505434,308
1485174508451,311
1485174511634,313
1485174514650,316
1485174517673,319
1485174520689,321
1485174523714,324
1485174526976,325
1485174530128,329
1485174533337,331
1485174536354,333
1485174539693,335
1485174542762,336
1485174546004,339
1485174549071,341
1485174552695,343
1485174556165,344
1485174559183,346
1485174562311,348
1485174565421,350
1485174568869,352
1485174571888,354
1485174574918,355
1485174578089,356
1485174581442,358
1485174584471,360
1485174587491,360
1485174590715,362
1485174594006,362
1485174598576,365
1485174601851,367
1485174605383,369
1485174608406,370
1485174611662,372
1485174614698,373
1485174617727,375
1485174620754,376
1485174623790,377
1485174626809,379
1485174629889,379
1485174633045,381
1485174636204,381
1485174639278,383
1485174642683,384
1485174645701,386
1485174648720,388
1485174651853,389
1485174655263,390
1485174658738,391
1485174661838,393
1485174664932,395
1485174668022,399
1485174671081,401
1485174674479,404
1485174679862,406
1485174682900,408
1485174686191,411
1485174689597,413
1485174692778,414
1485174695866,416
1485174699155,417
1485174702176,419
1485174705202,421
1485174708694,422
1485174713681,425
1485174716914,427
1485174720304,429
1485174723478,431
1485174726554,432
1485174729679,433
1485174733087,434
1485174736250,436
1485174739426,438
1485174742959,440
1485174746037,441
1485174749165,442
1485174752226,443
1485174756088,445
1485174759115,446
1485174762259,448
1485174765956,450
1485174769080,450
1485174772687,453
1485174776564,455
1485174780348,456
1485174783626,458
1485174787115,459
1485174790551,461
1485174793698,462
1485174798049,464
1485174801669,467
1485174804960,467
1485174808148,469
1485174811460,472
1485174814805,473
1485174818014,475
1485174821888,476
1485174825014,478
1485174828099,480
1485174831272,481
1485174834472,482
1485174837635,483
1485174840950,484
1485174843970,485
1485174848278,488
1485174851839,490
1485174854936,491
1485174858674,493
1485174861871,494
1485174864920,495
1485174868159,496
1485174872792,498
1485174875914,498
1485174879371,500
1485174883217,501
1485174886542,501
1485174890023,503
1485174894711,504
1485174897794,505
1485174900828,506
1485174904663,508
1485174908169,509
1485174911763,509
1485174915603,510
1485174918944,511
1485174922373,512
1485174925965,514
1485174929385,516
1485174936095,517
1485174939139,518
1485174942356,519
1485174945671,520
1485174948952,521
1485174952124,523
1485174955148,524
1485174958790,525
1485174962399,526
1485174965545,528
1485174969096,529
1485174972478,530
1485174976074,532
1485174980812,532
1485174983860,534
1485174986884,535
1485174990090,536
1485174993704,537
1485174996842,538
1485175000791,539
1485175004284,541
1485175007328,543
1485175010822,543
1485175014934,545
1485175018107,546
1485175021750,547
1485175026123,550
1485175029232,552
1485175033074,553
1485175036845,554
1485175039930,555
1485175043737,556
1485175047951,558
1485175051366,558
1485175054940,558
1485175058920,560
1485175062181,561
1485175065477,562
1485175069435,564
1485175072457,565
1485175075933,566
1485175079390,568
1485175082728,568
1485175086789,570
1485175090253,571
1485175093598,573
1485175097400,574
1485175100633,576
1485175103767,576
1485175107453,578
1485175114022,580
1485175117849,582
1485175122401,583
1485175125420,584
1485175128851,586
1485175132572,587
1485175135601,588
1485175139472,590
1485175144079,591
1485175147099,592
1485175150322,593
1485175154318,594
1485175157474,595
1485175160956,597
1485175164718,598
1485175167748,599
1485175171230,599
1485175175062,601
1485175178129,603
1485175181497,603
1485175185708,605
1485175189301,607
1485175193109,607
1485175196853,610
1485175200128,610
1485175204063,612
1485175207693,612
1485175210724,614
1485175214039,616
1485175217200,618
1485175220772,619
1485175224582,620
1485175228151,622
1485175231575,624
1485175235443,624
1485175238934,626
1485175242484,627
1485175246091,629
1485175249691,629
1485175253105,631
1485175256806,632
1485175260251,633
1485175264617,634
1485175268116,636
1485175271136,636
1485175274702,638
1485175278959,639
1485175282040,640
1485175286173,642
1485175290084,644
1485175293139,646
1485175296643,646
1485175300786,648
1485175303814,649
1485175307373,650
1485175310690,652
1485175314029,652
1485175318129,654
1485175321416,656
1485175324433,658
1485175327902,660
1485175331306,660
1485175334484,662
1485175338505,663
1485175341825,665
1485175345071,665
1485175348971,667
1485175352821,668
1485175356202,669
1485175359478,672
1485175362690,673
1485175366010,674
1485175369067,675
1485175373112,676
1485175376964,678
1485175380235,680
1485175383771,680
1485175387468,682
1485175391141,683
1485175394521,684
1485175398132,686
1485175401238,689
1485175404769,693
1485175408397,699
1485175411412,703
1485175414483,708
1485175417639,716
1485175420921,724
1485175423991,731
1485175427016,738
1485175430210,747
1485175433403,753
1485175436559,761
1485175439590,768
1485175442884,776
1485175446246,783
1485175449268,783
1485175452308,790
1485175455438,793
1485175458579,794
1485175461606,799
1485175464623,801
1485175467666,801
1485175470793,809
1485175473810,809
1485175476822,814
