timestamp_ms,total
1485174344113,0
1485174347294,0
1485174350355,0
1485174353377,0
1485174356394,0
1485174359463,0
1485174362487,0
1485174365510,0
1485174368731,0
1485174371882,0
1485174374914,0
1485174377979,0
1485174381289,0
1485174384302,0
1485174387324,0
1485174390400,0
1485174393649,0
1485174396667,0
1485174399716,0
1485174402762,0
1485174405789,0
1485174408806,0
1485174412456,0
1485174415947,0
1485174419090,0
1485174422342,0
1485174425418,0
1485174429186,3
1485174432390,5
1485174435569,5
1485174438697,5
1485174441751,5
1485174444857,5
1485174448401,5
1485174451504,5
1485174454662,6
1485174457844,7
1485174460859,7
1485174463889,7
1485174468474,8
1485174471559,9
1485174474578,9
1485174477601,9
1485174480641,9
1485174483691,9
1485174486733,9
1485174489762,9
1485174492815,9
1485174495843,9
1485174499186,9
1485174502302,10
1485174505436,10
1485174508452,10
1485174511636,10
1485174514665,10
1485174517676,10
1485174520691,10
1485174523716,10
1485174526980,10
1485174530133,10
1485174533340,10
1485174536355,10
1485174539697,10
1485174542769,10
1485174546007,10
1485174549075,10
1485174552813,10
1485174556168,10
1485174559298,10
1485174562313,10
1485174565536,10
1485174568871,10
1485174571890,11
1485174574977,12
1485174578094,13
1485174581448,13
1485174584473,13
1485174587493,14
1485174590716,14
1485174594007,15
1485174598583,16
1485174601975,17
1485174605387,17
1485174608408,17
1485174611664,17
1485174614702,17
1485174617730,17
1485174620756,17
1485174623792,17
1485174626812,18
1485174629987,19
1485174633047,19
1485174636206,19
1485174639362,21
1485174642685,21
1485174645703,22
1485174648723,22
1485174651854,23
1485174655264,24
1485174658739,24
1485174661839,24
1485174664934,24
1485174668024,24
1485174671213,24
1485174674483,25
1485174679868,25
1485174682977,25
1485174686185,25
1485174689615,25
1485174692781,25
1485174695867,25
1485174699156,25
1485174702180,25
1485174705205,25
1485174708696,25
1485174713765,25
1485174716973,25
1485174720305,25
1485174723481,25
1485174726556,25
1485174729684,25
1485174733091,25
1485174736257,25
1485174739529,26
1485174742960,26
1485174746101,27
1485174749166,27
1485174752294,27
1485174756089,28
1485174759117,28
1485174762265,29
1485174765970,29
1485174769143,29
1485174772679,32
1485174776577,33
1485174780349,33
1485174783621,35
1485174787119,35
1485174790553,36
1485174793812,37
1485174798084,37
1485174801669,38
1485174805032,38
1485174808235,39
1485174811463,39
1485174814822,39
1485174818025,39
1485174822001,39
1485174825027,39
1485174828190,40
1485174831274,41
1485174834511,41
1485174837675,41
1485174840952,41
1485174844198,41
1485174848502,41
1485174851918,41
1485174854937,41
1485174858676,41
1485174861883,41
1485174864921,43
1485174868171,43
1485174872793,43
1485174875915,43
1485174879373,45
1485174883230,45
1485174886559,45
1485174890032,45
1485174894715,46
1485174897796,47
1485174900831,48
1485174905152,48
1485174908186,49
1485174911777,49
1485174915608,49
1485174918950,49
1485174922375,49
1485174925966,49
1485174929486,50
1485174936101,51
1485174939141,51
1485174942357,52
1485174945719,52
1485174948954,52
1485174952127,52
1485174955150,52
1485174958835,53
1485174962401,53
1485174965546,53
1485174969098,53
1485174972479,53
1485174976076,53
1485174980815,54
1485174983862,54
1485174986886,54
1485174990093,54
1485174993705,54
1485174996869,54
1485175000793,55
1485175004292,55
1485175007330,55
1485175011334,55
1485175014942,55
1485175018113,55
1485175021777,56
1485175026123,56
1485175029405,57
1485175033125,57
1485175036909,58
1485175039942,58
1485175043740,58
1485175047957,58
1485175051368,59
1485175054942,59
1485175058922,59
1485175062185,59
1485175065525,59
1485175069446,59
1485175072458,59
1485175075933,59
1485175079392,59
1485175082735,59
1485175086931,61
1485175090516,61
1485175093598,61
1485175097404,61
1485175100635,63
1485175103768,63
1485175107454,63
1485175114023,63
1485175117850,63
1485175122404,63
1485175125421,63
1485175128963,63
1485175132574,63
1485175135602,63
1485175139506,63
1485175144082,63
1485175147101,63
1485175150407,63
1485175154320,63
1485175157477,63
1485175160958,63
1485175164721,63
1485175167751,63
1485175171234,63
1485175175114,63
1485175178131,63
1485175181497,63
1485175185711,64
1485175189309,64
1485175193110,65
1485175196857,65
1485175200132,66
1485175204150,66
1485175207703,66
1485175210726,66
1485175214042,66
1485175217258,67
1485175220773,67
1485175224600,67
1485175228162,67
1485175231574,67
1485175235444,67
1485175238952,67
1485175242485,67
1485175246122,68
1485175249697,68
1485175253129,68
1485175256807,68
1485175260296,68
1485175264616,68
1485175268119,70
1485175271138,70
1485175274721,70
1485175278955,70
1485175282096,70
1485175286175,71
1485175290088,71
1485175293157,71
1485175296721,73
1485175300788,73
1485175303817,73
1485175307430,73
1485175310690,73
1485175314030,74
1485175318148,75
1485175321423,75
1485175324436,75
1485175327903,75
1485175331458,75
1485175334847,75
1485175338639,76
1485175341828,76
1485175345086,76
1485175348972,76
1485175352823,76
1485175356237,76
1485175359491,76
1485175362700,76
1485175366014,77
1485175369079,77
1485175373119,77
1485175376984,77
1485175380237,77
1485175383765,79
1485175387591,80
1485175391142,80
1485175394522,80
1485175398198,81
1485175401390,81
1485175404770,82
1485175408399,83
1485175411415,84
1485175414486,84
1485175417651,84
1485175420923,86
1485175423993,88
1485175427013,89
1485175430218,90
1485175433540,91
1485175436569,91
1485175439592,92
1485175442886,94
1485175446248,94
1485175449269,94
1485175452311,94
1485175455441,95
1485175458586,96
1485175461609,96
1485175464624,97
1485175467672,98
1485175470799,98
1485175473811,98
1485175476829,98
