timestamp_ms,total_time_in_millis
1485174344113,0
1485174347294,0
1485174350355,50
1485174353377,51
1485174356394,103
1485174359463,103
1485174362487,108
1485174365510,206
1485174368731,292
1485174371882,296
1485174374914,297
1485174377979,381
1485174381289,427
1485174384302,430
1485174387324,455
1485174390400,461
1485174393649,531
1485174396667,531
1485174399716,552
1485174402762,682
1485174405789,683
1485174408806,694
1485174412456,711
1485174415947,729
1485174419090,753
1485174422342,775
1485174425418,797
1485174429186,970
1485174432390,994
1485174435569,1092
1485174438697,1093
1485174441751,1094
1485174444857,1134
1485174448401,1151
1485174451504,1252
1485174454662,1272
1485174457844,1277
1485174460859,1310
1485174463889,1310
1485174468474,1336
1485174471559,1353
1485174474578,1353
1485174477601,1353
1485174480641,1356
1485174483691,1458
1485174486733,1458
1485174489762,1460
1485174492815,1461
1485174495843,1462
1485174499186,1489
1485174502302,1489
1485174505436,1500
1485174508452,1570
1485174511636,1637
1485174514665,1637
1485174517676,1680
1485174520691,1681
1485174523716,1682
1485174526980,1683
1485174530133,1728
1485174533340,1729
1485174536355,1744
1485174539697,1744
1485174542769,1744
1485174546007,1744
1485174549075,1749
1485174552813,1749
1485174556168,1870
1485174559298,1871
1485174562313,1871
1485174565536,1871
1485174568871,1911
1485174571890,1912
1485174574977,1984
1485174578094,2114
1485174581448,2114
1485174584473,2142
1485174587493,2271
1485174590716,2273
1485174594007,2283
1485174598583,2292
1485174601975,2300
1485174605387,2300
1485174608408,2302
1485174611664,2302
1485174614702,2336
1485174617730,2337
1485174620756,2340
1485174623792,2346
1485174626812,2385
1485174629987,2386
1485174633047,2386
1485174636206,2475
1485174639362,2618
1485174642685,2684
1485174645703,2686
1485174648723,2686
1485174651854,2701
1485174655264,2835
1485174658739,2905
1485174661839,2906
1485174664934,2586
1485174668024,2605
1485174671213,2605
1485174674483,2605
1485174679868,2617
1485174682977,2618
1485174686185,2618
1485174689615,2751
1485174692781,2754
1485174695867,2781
1485174699156,2811
1485174702180,2811
1485174705205,2828
1485174708696,2828
1485174713765,2919
1485174716973,2939
1485174720305,2942
1485174723481,2943
1485174726556,2943
1485174729684,2944
1485174733091,2962
1485174736257,2984
1485174739529,3003
1485174742960,3036
1485174746101,3154
1485174749166,3176
1485174752294,3176
1485174756089,3176
1485174759117,3181
1485174762265,3182
1485174765970,3186
1485174769143,3198
1485174772679,3099
1485174776577,3124
1485174780349,3124
1485174783621,3269
1485174787119,3270
1485174790553,3413
1485174793812,3415
1485174798084,3440
1485174801669,3442
1485174805032,3578
1485174808235,3612
1485174811463,3626
1485174814822,3790
1485174818025,3852
1485174822001,3919
1485174825027,3928
1485174828190,3929
1485174831274,3954
1485174834511,3954
1485174837675,3984
1485174840952,4049
1485174844198,4062
1485174848502,4069
1485174851918,4069
1485174854937,4145
1485174858676,4156
1485174861883,4156
1485174864921,4204
1485174868171,4218
1485174872793,4223
1485174875915,4224
1485174879373,4254
1485174883230,4271
1485174886559,4272
1485174890032,4272
1485174894715,4273
1485174897796,4273
1485174900831,4273
1485174905152,4273
1485174908186,4291
1485174911777,4291
1485174915608,4367
1485174918950,4402
1485174922375,4403
1485174925966,4416
1485174929486,4416
1485174936101,4490
1485174939141,4490
1485174942357,4490
1485174945719,4491
1485174948954,4491
1485174952127,4491
1485174955150,4492
1485174958835,4492
1485174962401,4493
1485174965546,4493
1485174969098,4585
1485174972479,4693
1485174976076,4693
1485174980815,4796
1485174983862,4821
1485174986886,4821
1485174990093,4821
1485174993705,4821
1485174996869,4821
1485175000793,4891
1485175004292,4944
1485175007330,4945
1485175011334,4973
1485175014942,4974
1485175018113,5035
1485175021777,5036
1485175026123,5036
1485175029405,5100
1485175033125,5127
1485175036909,5127
1485175039942,5131
1485175043740,5132
1485175047957,5133
1485175051368,5133
1485175054942,5133
1485175058922,5133
1485175062185,5284
1485175065525,5290
1485175069446,5290
1485175072458,5290
1485175075933,5290
1485175079392,5291
1485175082735,5291
1485175086931,5293
1485175090516,5293
1485175093598,5293
1485175097404,5293
1485175100635,5297
1485175103768,5297
1485175107454,5300
1485175114023,5323
1485175117850,5412
1485175122404,5577
1485175125421,5577
1485175128963,5674
1485175132574,5674
1485175135602,5681
1485175139506,5681
1485175144082,5681
1485175147101,5782
1485175150407,5782
1485175154320,5782
1485175157477,5782
1485175160958,5783
1485175164721,5784
1485175167751,5784
1485175171234,5784
1485175175114,5786
1485175178131,5786
1485175181497,5791
1485175185711,5792
1485175189309,5831
1485175193110,5850
1485175196857,5850
1485175200132,5953
1485175204150,5305
1485175207703,5305
1485175210726,5305
1485175214042,5319
1485175217258,5444
1485175220773,4701
1485175224600,4706
1485175228162,4706
1485175231574,4833
1485175235444,4833
1485175238952,4866
1485175242485,4866
1485175246122,4970
1485175249697,4971
1485175253129,4972
1485175256807,4972
