timestamp_ms,size_in_bytes
1485174277722,0
1485174280768,215
1485174283784,215
1485174286793,215
1485174289808,1854750
1485174292817,3180607
1485174295826,6348733
1485174298836,6348733
1485174301843,9522272
1485174304868,9522487
1485174307890,12701026
1485174310899,12701026
1485174313909,17459106
1485174316928,19059153
1485174319940,21359862
1485174322963,25262362
1485174325974,25399963
1485174328984,25765134
1485174332012,31058697
1485174335058,31760806
1485174338074,31760806
1485174341087,36506783
1485174344109,38097259
1485174347289,38097259
1485174350352,40449824
1485174353375,41499385
1485174356391,44430928
1485174359458,44430928
1485174362486,44430928
1485174365508,47648195
1485174368729,50835886
1485174371879,50835886
1485174374912,51994967
1485174377950,54676388
1485174381201,57219003
1485174384300,57219003
1485174387318,60376917
1485174390349,63577193
1485174393648,63577279
1485174396665,63577279
1485174399714,66684088
1485174402762,66733213
1485174405778,69092303
1485174408805,69903473
1485174412456,69921357
1485174415945,71764091
1485174419082,73852663
1485174422333,75780549
1485174425398,77681541
1485174429130,79679250
1485174432387,81503517
1485174435567,83381684
1485174438586,85329630
1485174441748,87291032
1485174444853,88994425
1485174448398,90580676
1485174451504,92480141
1485174454660,93993221
1485174457679,95475262
1485174460858,97204871
1485174463887,98546779
1485174468491,101118563
1485174471546,103000767
1485174474576,105244344
1485174477598,107092980
1485174480615,108479739
1485174483688,109995675
1485174486731,111640987
1485174489761,113484131
1485174492814,115050727
1485174495842,117102353
1485174499167,119231679
1485174502252,121392606
1485174505434,123512832
1485174508451,125423959
1485174511634,127640168
1485174514650,129241776
1485174517673,131543182
1485174520689,133054208
1485174523714,134766852
1485174526976,136565006
1485174530128,138054911
1485174533337,139760707
1485174536354,141194557
1485174539693,142430456
1485174542762,143888364
1485174546004,145315846
1485174549071,146895349
1485174552695,148093113
1485174556165,149555927
1485174559183,150585492
1485174562311,152184731
1485174565421,153582963
1485174568869,154897339
1485174571888,156096657
1485174574918,157263201
1485174578089,158613316
1485174581442,159886812
1485174584471,161414674
1485174587491,162732662
1485174590715,164252223
1485174594006,165876005
1485174598576,168950950
1485174601851,170759852
1485174605383,172632090
1485174608406,173917886
1485174611662,175628303
1485174614698,177074097
1485174617727,178198463
1485174620754,179751451
1485174623790,180830698
1485174626809,182212810
1485174629889,183645101
1485174633045,184887025
1485174636204,186227281
1485174639278,187421214
1485174642683,189016670
1485174645701,190316031
1485174648720,191863936
1485174651853,193138840
1485174655263,194425095
1485174658738,196394754
1485174661838,197944661
1485174664932,199760816
1485174668022,201818819
1485174671081,191359991
1485174674479,193515033
1485174679862,196707582
1485174682900,198488853
1485174686191,200463930
1485174689597,202413172
1485174692778,204133055
1485174695866,205623511
1485174699155,207498221
1485174702176,208956889
1485174705202,210335082
1485174708694,212200552
1485174713681,214833591
1485174716914,217020860
1485174720304,218571331
1485174723478,219908070
1485174726554,221225650
1485174729679,222493103
1485174733087,224222180
1485174736250,225807833
1485174739426,227827832
1485174742959,229260847
1485174746037,230941714
1485174749165,232541872
1485174752226,233846036
1485174756088,235284566
1485174759115,236747321
1485174762259,237877327
1485174765956,239563236
1485174769080,240921786
1485174772687,243083930
1485174776564,244407658
1485174780348,246200094
1485174783626,247629887
1485174787115,249137433
1485174790551,250802039
1485174793698,252430157
1485174798049,254759610
1485174801669,257075209
1485174804960,258620975
1485174808148,260548310
1485174811460,262612936
1485174814805,264348893
1485174818014,266117539
1485174821888,267811835
1485174825014,269374023
1485174828099,270726767
1485174831272,272186386
1485174834472,273573786
1485174837635,275247523
1485174840950,277077888
1485174843970,278468107
1485174848278,280189751
1485174851839,282126757
1485174854936,284192150
1485174858674,260487569
1485174861871,261608659
1485174864920,262521125
1485174868159,263608444
1485174872792,265516786
1485174875914,266755377
1485174879371,267922927
1485174883217,268904437
1485174886542,270415090
1485174890023,271724148
1485174894711,273641766
1485174897794,274772560
1485174900828,275746279
1485174904663,276872555
1485174908169,278611999
1485174911763,263707692
1485174915603,265137203
1485174918944,266457161
1485174922373,267333513
1485174925965,268602777
1485174929385,270116513
1485174936095,272689245
1485174939139,273837394
1485174942356,274619072
1485174945671,276236668
1485174948952,277446741
1485174952124,278715907
1485174955148,280081485
1485174958790,281308972
1485174962399,282818465
1485174965545,284416670
1485174969096,286319298
1485174972478,287842580
1485174976074,289454488
1485174980812,291261111
1485174983860,292545712
1485174986884,294033861
1485174990090,295165112
1485174993704,296911979
1485174996842,298051885
1485175000791,299628960
1485175004284,300856105
1485175007328,302450329
1485175010822,303688215
1485175014934,305433182
1485175018107,306594576
1485175021750,308501540
1485175026123,310538676
1485175029232,311852068
1485175033074,313219762
1485175036845,314684114
1485175039930,316066013
1485175043737,317657109
1485175047951,319136780
1485175051366,319833723
1485175054940,321240816
1485175058920,322354592
1485175062181,323843873
1485175065477,324873439
1485175069435,326240915
1485175072457,327206014
1485175075933,328533093
1485175079390,329892682
1485175082728,331500035
1485175086789,332799309
1485175090253,334772284
1485175093598,336140142
1485175097400,337723495
1485175100633,338821669
1485175103767,340212961
1485175107453,341700157
1485175114022,344551508
1485175117849,346123573
1485175122401,348017172
1485175125420,349251066
1485175128851,350873877
1485175132572,352500210
1485175135601,353902070
1485175139472,355195748
1485175144079,356958585
1485175147099,358278648
1485175150322,359446599
1485175154318,360628799
1485175157474,361843909
1485175160956,363038452
1485175164718,364362313
1485175167748,365463885
1485175171230,366391947
1485175175062,368141046
1485175178129,369520150
1485175181497,370633372
1485175185708,372469407
1485175189301,373924717
1485175193109,374792767
1485175196853,376903709
1485175200128,377772808
1485175204063,379250858
1485175207693,380726620
1485175210724,381979862
1485175214039,383416784
1485175217200,384722900
1485175220772,386373867
1485175224582,387772965
1485175228151,388869293
1485175231575,390348452
1485175235443,392263280
1485175238934,393838958
1485175242484,395545546
1485175246091,396737450
1485175249691,398180481
1485175253105,399981773
1485175256806,401542999
1485175260251,402380142
1485175264617,404086870
1485175268116,405190173
1485175271136,406021261
1485175274702,408164046
1485175278959,409678194
1485175282040,411124846
1485175286173,413161111
1485175290084,414906521
1485175293139,416326765
1485175296643,417828176
1485175300786,419160130
1485175303814,420524057
1485175307373,421667276
1485175310690,423115922
1485175314029,424378872
1485175318129,426202874
1485175321416,427518786
1485175324433,429139128
1485175327902,430647591
1485175331306,431873921
1485175334484,433117021
1485175338505,434736711
1485175341825,435717704
1485175345071,437109165
1485175348971,438573397
1485175352821,439966331
1485175356202,441901626
1485175359478,443313770
1485175362690,444864679
1485175366010,446193364
1485175369067,447878625
1485175373112,449299324
1485175376964,450662478
1485175380235,451895399
1485175383771,453106586
1485175387468,454659464
1485175391141,455926272
1485175394521,457010272
1485175398132,425309721
1485175401238,392580183
1485175404769,326958245
1485175408397,250503573
1485175411412,174246442
1485175414483,177753584
1485175417639,180502897
1485175420921,183001533
1485175423991,185980249
1485175427016,190085376
1485175430210,193042260
1485175433403,197348465
1485175436559,199114253
1485175439590,202139693
1485175442884,204117022
1485175446246,205653165
1485175449268,205536952
1485175452308,207927924
1485175455438,207927924
1485175458579,207927924
1485175461606,209774488
1485175464623,209774488
1485175467666,211521915
1485175470793,212709566
1485175473810,212709566
1485175476822,215101778
