timestamp_ms,active,completed,largest,queue,rejected,threads
1485174520699,0,0,0,0,0,0
1485174523719,0,0,0,0,0,0
1485174526983,0,0,0,0,0,0
1485174530136,0,0,0,0,0,0
1485174533342,0,0,0,0,0,0
1485174536360,0,0,0,0,0,0
1485174539731,0,0,0,0,0,0
1485174542771,0,0,0,0,0,0
1485174546058,2,0,2,0,0,2
1485174549076,2,0,2,0,0,2
1485174552770,2,0,2,0,0,2
1485174556170,2,0,2,0,0,2
1485174559188,0,2,2,0,0,2
1485174562315,0,2,2,0,0,2
1485174565423,0,2,2,0,0,2
1485174568876,1,2,3,0,0,3
1485174571893,2,2,4,0,0,4
1485174574919,1,3,4,0,0,4
1485174578093,1,3,4,0,0,4
1485174581451,0,4,4,0,0,4
1485174584475,0,4,4,0,0,4
1485174587493,2,4,4,0,0,4
1485174590719,2,4,4,0,0,4
1485174594030,0,6,4,0,0,4
1485174598602,0,6,4,0,0,4
1485174601852,0,6,4,0,0,4
1485174605389,0,6,4,0,0,4
1485174608410,2,6,4,0,0,4
1485174611669,0,8,4,0,0,4
1485174614704,0,8,4,0,0,4
1485174617732,0,8,4,0,0,4
1485174620757,0,8,4,0,0,4
1485174623795,2,8,4,0,0,4
1485174626876,2,8,4,0,0,4
1485174629889,2,8,4,0,0,4
1485174633050,2,8,4,0,0,4
1485174636208,2,8,4,0,0,4
1485174639636,2,8,4,0,0,4
1485174642686,2,8,4,0,0,4
1485174645705,2,8,4,0,0,4
1485174648721,3,8,4,0,0,4
1485174651857,3,9,4,0,0,4
1485174655266,3,9,4,0,0,4
1485174658740,1,11,4,0,0,4
1485174661841,1,11,4,0,0,4
1485174664978,0,12,4,0,0,4
1485174668026,0,12,4,0,0,4
1485174671082,0,12,4,0,0,4
1485174674484,1,12,4,0,0,4
1485174679885,3,13,4,0,0,4
1485174682903,2,15,4,0,0,4
1485174686235,0,17,4,0,0,4
1485174689625,1,17,4,0,0,4
1485174692783,2,18,4,0,0,4
1485174695869,2,19,4,0,0,4
1485174699158,0,21,4,0,0,4
1485174702178,1,21,4,0,0,4
1485174705206,1,22,4,0,0,4
1485174708698,0,23,4,0,0,4
1485174713681,1,23,4,0,0,4
1485174716936,1,24,4,0,0,4
1485174720307,1,24,4,0,0,4
1485174723483,2,25,4,0,0,4
1485174726660,2,25,4,0,0,4
1485174729687,3,25,4,0,0,4
1485174733165,1,28,4,0,0,4
1485174736254,1,29,4,0,0,4
1485174739537,0,30,4,0,0,4
1485174742962,1,30,4,0,0,4
1485174746038,1,31,4,0,0,4
1485174749169,0,32,4,0,0,4
1485174752228,0,32,4,0,0,4
1485174756092,1,32,4,0,0,4
1485174759215,2,32,4,0,0,4
1485174762268,2,33,4,0,0,4
1485174766065,3,34,4,0,0,4
1485174769090,0,37,4,0,0,4
1485174772696,0,37,4,0,0,4
1485174776577,2,37,4,0,0,4
1485174780352,2,37,4,0,0,4
1485174783623,1,38,4,0,0,4
1485174787117,2,38,4,0,0,4
1485174790555,2,39,4,0,0,4
1485174793698,2,40,4,0,0,4
1485174798106,4,41,4,0,0,4
1485174801670,2,43,4,0,0,4
1485174805068,2,45,4,0,0,4
1485174808150,1,47,4,0,0,4
1485174811466,0,48,4,0,0,4
1485174814823,0,48,4,0,0,4
1485174818017,3,48,4,0,0,4
1485174821902,1,50,4,0,0,4
1485174825042,2,50,4,0,0,4
1485174828259,2,51,4,0,0,4
1485174831276,4,51,4,0,0,4
1485174834473,3,52,4,0,0,4
1485174837636,1,55,4,0,0,4
1485174840954,1,56,4,0,0,4
1485174843971,0,57,4,0,0,4
1485174848281,1,57,4,0,0,4
1485174851841,1,58,4,0,0,4
1485174854942,1,58,4,0,0,4
1485174858748,1,59,4,0,0,4
1485174861875,3,59,4,0,0,4
1485174864924,4,59,4,1,0,4
1485174868167,2,63,4,0,0,4
1485174872795,2,64,4,0,0,4
1485174875920,2,65,4,0,0,4
1485174879375,1,66,4,0,0,4
1485174883238,4,67,4,0,0,4
1485174886569,1,70,4,0,0,4
1485174890032,1,70,4,0,0,4
1485174894754,0,71,4,0,0,4
1485174897799,2,71,4,0,0,4
1485174900834,2,71,4,0,0,4
1485174904664,3,72,4,0,0,4
1485174908204,1,74,4,0,0,4
1485174911787,2,75,4,0,0,4
1485174915605,1,76,4,0,0,4
1485174918947,1,77,4,0,0,4
1485174922376,3,77,4,0,0,4
1485174926025,1,79,4,0,0,4
1485174929386,2,80,4,0,0,4
1485174936104,2,82,4,0,0,4
1485174939150,3,83,4,0,0,4
1485174942359,3,84,4,0,0,4
1485174945932,1,86,4,0,0,4
1485174948956,2,87,4,0,0,4
1485174952129,2,88,4,0,0,4
1485174955152,0,90,4,0,0,4
1485174958791,3,90,4,0,0,4
1485174962402,4,90,4,0,0,4
1485174965793,3,92,4,0,0,4
1485174969099,2,94,4,0,0,4
1485174972614,2,95,4,0,0,4
1485174976223,2,96,4,0,0,4
1485174980822,3,98,4,0,0,4
1485174983864,2,101,4,0,0,4
1485174986888,2,102,4,0,0,4
1485174990096,0,104,4,0,0,4
1485174993706,2,104,4,0,0,4
1485174997079,3,105,4,0,0,4
1485175000833,3,106,4,0,0,4
1485175004294,2,108,4,0,0,4
1485175007333,1,109,4,0,0,4
1485175010824,1,110,4,0,0,4
1485175014986,2,110,4,0,0,4
1485175018116,3,112,4,0,0,4
1485175021760,1,115,4,0,0,4
1485175026138,2,116,4,0,0,4
1485175029797,4,117,4,0,0,4
1485175033076,2,119,4,0,0,4
1485175036847,3,119,4,0,0,4
1485175040062,2,120,4,0,0,4
1485175043746,1,122,4,0,0,4
1485175047965,3,122,4,0,0,4
1485175051585,4,124,4,0,0,4
1485175054942,2,127,4,0,0,4
1485175059065,2,128,4,0,0,4
1485175062182,2,128,4,0,0,4
1485175065478,2,129,4,0,0,4
1485175069448,4,129,4,0,0,4
1485175072464,2,132,4,0,0,4
1485175075945,4,132,4,0,0,4
1485175079395,2,135,4,0,0,4
1485175082739,1,137,4,0,0,4
1485175086791,1,138,4,0,0,4
1485175090254,2,139,4,0,0,4
1485175093600,2,140,4,0,0,4
1485175097402,2,141,4,0,0,4
1485175100754,3,141,4,0,0,4
1485175103771,1,143,4,0,0,4
1485175107457,4,144,4,0,0,4
1485175114025,4,147,4,0,0,4
1485175117850,2,149,4,0,0,4
1485175122406,3,150,4,0,0,4
1485175125424,3,152,4,0,0,4
1485175128852,3,153,4,0,0,4
1485175132576,1,155,4,0,0,4
1485175135605,1,156,4,0,0,4
1485175139538,4,156,4,1,0,4
1485175144084,1,160,4,0,0,4
1485175147104,2,161,4,0,0,4
1485175150326,4,161,4,0,0,4
1485175154325,1,164,4,0,0,4
1485175157480,2,164,4,0,0,4
1485175161089,2,165,4,0,0,4
1485175164723,1,167,4,0,0,4
