timestamp_ms,load_average
1485174277722,8
1485174280768,16
1485174283784,47
1485174286793,46
1485174289808,70
1485174292817,66
1485174295826,59
1485174298836,41
1485174301843,56
1485174304868,71
1485174307890,89
1485174310899,80
1485174313909,90
1485174316928,79
1485174319940,77
1485174322963,93
1485174325974,96
1485174328984,66
1485174332012,100
1485174335058,99
1485174338074,97
1485174341087,86
1485174344109,97
1485174347289,99
1485174350352,99
1485174353375,100
1485174356391,100
1485174359458,100
1485174362486,99
1485174365508,100
1485174368729,100
1485174371879,99
1485174374912,97
1485174377950,100
1485174381201,99
1485174384300,98
1485174387318,89
1485174390349,92
1485174393648,99
1485174396665,97
1485174399714,99
1485174402762,100
1485174405778,100
1485174408805,100
1485174412456,100
1485174415945,100
1485174419082,100
1485174422333,100
1485174425398,100
1485174429130,100
1485174432387,100
1485174435567,100
1485174438586,100
1485174441748,100
1485174444853,100
1485174448398,100
1485174451504,100
1485174454660,100
1485174457679,100
1485174460858,100
1485174463887,100
1485174468491,100
1485174471546,100
1485174474576,100
1485174477598,100
1485174480615,100
1485174483688,100
1485174486731,100
1485174489761,100
1485174492814,100
1485174495842,100
1485174499167,100
1485174502252,100
1485174505434,100
1485174508451,100
1485174511634,100
1485174514650,100
1485174517673,100
1485174520689,100
1485174523714,100
1485174526976,100
1485174530128,100
1485174533337,100
1485174536354,100
1485174539693,100
1485174542762,100
1485174546004,100
1485174549071,100
1485174552695,100
1485174556165,100
1485174559183,100
1485174562311,100
1485174565421,100
1485174568869,100
1485174571888,100
1485174574918,100
1485174578089,100
1485174581442,100
1485174584471,100
1485174587491,100
1485174590715,100
1485174594006,100
1485174598576,100
1485174601851,100
1485174605383,100
1485174608406,100
1485174611662,100
1485174614698,100
1485174617727,100
1485174620754,99
1485174623790,100
1485174626809,100
1485174629889,100
1485174633045,100
1485174636204,100
1485174639278,100
1485174642683,100
1485174645701,100
1485174648720,100
1485174651853,100
1485174655263,100
1485174658738,100
1485174661838,100
1485174664932,100
1485174668022,100
1485174671081,100
1485174674479,100
1485174679862,100
1485174682900,100
1485174686191,100
1485174689597,100
1485174692778,100
1485174695866,100
1485174699155,100
1485174702176,100
1485174705202,100
1485174708694,100
1485174713681,100
1485174716914,100
1485174720304,100
1485174723478,100
1485174726554,100
1485174729679,100
1485174733087,100
1485174736250,100
1485174739426,100
1485174742959,100
1485174746037,100
1485174749165,100
1485174752226,100
1485174756088,100
1485174759115,100
1485174762259,100
1485174765956,100
1485174769080,100
1485174772687,100
1485174776564,100
1485174780348,100
1485174783626,100
1485174787115,100
1485174790551,100
1485174793698,100
1485174798049,100
1485174801669,100
1485174804960,100
1485174808148,100
1485174811460,100
1485174814805,100
1485174818014,100
1485174821888,100
1485174825014,100
1485174828099,100
1485174831272,100
1485174834472,100
1485174837635,100
1485174840950,100
1485174843970,100
1485174848278,100
1485174851839,100
1485174854936,100
1485174858674,100
1485174861871,100
1485174864920,100
1485174868159,100
1485174872792,100
1485174875914,100
1485174879371,100
1485174883217,100
1485174886542,100
1485174890023,100
1485174894711,100
1485174897794,100
1485174900828,100
1485174904663,100
1485174908169,100
1485174911763,100
1485174915603,100
1485174918944,100
1485174922373,100
1485174925965,100
1485174929385,100
1485174936095,100
1485174939139,100
1485174942356,100
1485174945671,100
1485174948952,100
1485174952124,100
1485174955148,100
1485174958790,100
1485174962399,100
1485174965545,100
1485174969096,100
1485174972478,100
1485174976074,100
1485174980812,100
1485174983860,100
1485174986884,100
1485174990090,100
1485174993704,100
1485174996842,100
1485175000791,100
1485175004284,100
1485175007328,100
1485175010822,100
1485175014934,100
1485175018107,100
1485175021750,100
1485175026123,100
1485175029232,100
1485175033074,100
1485175036845,100
1485175039930,100
1485175043737,100
1485175047951,100
1485175051366,100
1485175054940,100
1485175058920,100
1485175062181,100
1485175065477,100
1485175069435,100
1485175072457,100
1485175075933,100
1485175079390,100
1485175082728,100
1485175086789,100
1485175090253,100
1485175093598,100
1485175097400,100
1485175100633,100
1485175103767,100
1485175107453,100
1485175114022,100
1485175117849,100
1485175122401,100
1485175125420,100
1485175128851,100
1485175132572,100
1485175135601,100
1485175139472,100
1485175144079,100
1485175147099,100
1485175150322,100
1485175154318,100
1485175157474,100
1485175160956,100
1485175164718,100
1485175167748,100
1485175171230,100
1485175175062,100
1485175178129,100
1485175181497,100
1485175185708,100
1485175189301,100
1485175193109,100
1485175196853,100
1485175200128,100
1485175204063,100
1485175207693,100
1485175210724,100
1485175214039,100
1485175217200,100
1485175220772,100
1485175224582,100
1485175228151,100
1485175231575,100
1485175235443,100
1485175238934,100
1485175242484,100
1485175246091,100
1485175249691,100
1485175253105,100
1485175256806,100
1485175260251,100
1485175264617,100
1485175268116,100
1485175271136,100
1485175274702,100
1485175278959,100
1485175282040,100
1485175286173,100
1485175290084,100
1485175293139,100
1485175296643,100
1485175300786,100
1485175303814,100
1485175307373,100
1485175310690,100
1485175314029,100
1485175318129,100
1485175321416,100
1485175324433,100
1485175327902,100
1485175331306,100
1485175334484,100
1485175338505,100
1485175341825,100
1485175345071,100
1485175348971,100
1485175352821,100
1485175356202,100
1485175359478,100
1485175362690,100
1485175366010,100
1485175369067,100
1485175373112,100
1485175376964,100
1485175380235,100
1485175383771,100
1485175387468,100
1485175391141,100
1485175394521,100
1485175398132,100
1485175401238,100
1485175404769,100
1485175408397,100
1485175411412,100
1485175414483,100
1485175417639,99
1485175420921,100
1485175423991,100
1485175427016,100
1485175430210,100
1485175433403,100
1485175436559,99
1485175439590,100
1485175442884,100
1485175446246,99
1485175449268,100
1485175452308,99
1485175455438,99
1485175458579,94
1485175461606,83
1485175464623,66
1485175467666,49
1485175470793,72
1485175473810,35
1485175476822,63
