timestamp_ms,heap_committed_in_bytes,heap_max_in_bytes,heap_used_in_bytes
1485174343923,259522560,1038876672,41463720
1485174346962,259522560,1038876672,73332336
1485174349973,259522560,1038876672,71100608
1485174353030,259522560,1038876672,135889800
1485174356044,259522560,1038876672,66404328
1485174359189,259522560,1038876672,84017672
1485174362225,259522560,1038876672,116704640
1485174365248,259522560,1038876672,145133264
1485174368308,259522560,1038876672,205929552
1485174371583,259522560,1038876672,130055512
1485174374604,259522560,1038876672,120307232
1485174377660,259522560,1038876672,133783136
1485174380684,259522560,1038876672,209720328
1485174383731,259522560,1038876672,138238208
1485174386867,259522560,1038876672,99711752
1485174389940,259522560,1038876672,167353512
1485174392950,259522560,1038876672,166294888
1485174395972,259522560,1038876672,170239184
1485174398992,259522560,1038876672,130548056
1485174402040,259522560,1038876672,158101768
1485174405250,259522560,1038876672,176311552
1485174408300,259522560,1038876672,170980360
1485174412607,259522560,1038876672,103583272
1485174416072,259522560,1038876672,59980488
1485174419098,259522560,1038876672,100627088
1485174422386,259522560,1038876672,109373072
1485174425421,259522560,1038876672,90709784
1485174429191,259522560,1038876672,122900696
1485174432073,259522560,1038876672,154555560
1485174435575,259522560,1038876672,205761256
1485174438057,259522560,1038876672,178164096
1485174441359,259522560,1038876672,86311656
1485174444890,259522560,1038876672,93995256
1485174448274,259522560,1038876672,150421000
1485174451563,259522560,1038876672,161463992
1485174454666,259522560,1038876672,159990624
1485174457217,259522560,1038876672,168444192
1485174460880,259522560,1038876672,179993464
1485174464640,259522560,1038876672,86572552
1485174467687,259522560,1038876672,97476200
1485174470745,259522560,1038876672,135212784
1485174474498,259522560,1038876672,109773656
1485174477604,259522560,1038876672,129783400
1485174480666,259522560,1038876672,141381000
1485174483699,259522560,1038876672,110541088
1485174485745,259522560,1038876672,130248176
1485174489740,259522560,1038876672,119059440
1485174491999,259522560,1038876672,126073544
1485174495857,259522560,1038876672,130301976
1485174499179,259522560,1038876672,177864208
1485174502275,259522560,1038876672,135075008
1485174505438,259522560,1038876672,157792960
1485174508475,259522560,1038876672,126392984
1485174511519,259522560,1038876672,144888880
1485174514533,259522560,1038876672,136796808
1485174517263,259522560,1038876672,148495784
1485174520362,259522560,1038876672,134217968
1485174523584,259522560,1038876672,144220368
1485174526982,259522560,1038876672,211032872
1485174530137,259522560,1038876672,84326640
1485174533322,259522560,1038876672,139343832
1485174536344,259522560,1038876672,115700312
1485174539750,259522560,1038876672,172553792
1485174542774,259522560,1038876672,130897800
1485174546012,259522560,1038876672,177332408
1485174549230,259522560,1038876672,153031640
1485174552822,259522560,1038876672,149157576
1485174556112,259522560,1038876672,126670496
1485174559130,259522560,1038876672,152953936
1485174562323,259522560,1038876672,130932288
1485174565539,259522560,1038876672,106163896
1485174568758,259522560,1038876672,139314808
1485174571767,259522560,1038876672,155135600
1485174574979,259522560,1038876672,196429440
1485174578150,259522560,1038876672,217164872
1485174581456,259522560,1038876672,142891432
1485174584478,259522560,1038876672,154278016
1485174587509,259522560,1038876672,160334232
1485174590729,259522560,1038876672,133818568
1485174593958,259522560,1038876672,194354008
1485174598585,259522560,1038876672,164866752
1485174602373,259522560,1038876672,89059760
1485174605392,259522560,1038876672,116230944
1485174608414,259522560,1038876672,131737312
1485174611678,259522560,1038876672,127000176
1485174614710,259522560,1038876672,146871400
1485174617743,259522560,1038876672,159740360
1485174620764,259522560,1038876672,208405872
1485174622974,259522560,1038876672,199969944
1485174626477,259522560,1038876672,90489280
1485174629992,259522560,1038876672,93027488
1485174633180,259522560,1038876672,133081896
1485174636194,259522560,1038876672,150695328
1485174639366,259522560,1038876672,110092192
1485174642688,259522560,1038876672,166007808
1485174645708,259522560,1038876672,201921784
1485174647962,259522560,1038876672,182283752
1485174650985,259522560,1038876672,186164720
1485174655668,259522560,1038876672,128370264
1485174658801,259522560,1038876672,137421480
1485174661882,259522560,1038876672,135573136
1485174664936,259522560,1038876672,163445152
1485174668031,259522560,1038876672,190445408
1485174671215,259522560,1038876672,148499888
1485174674498,259522560,1038876672,72101024
1485174679393,259522560,1038876672,140581480
1485174682505,259522560,1038876672,165576120
1485174685704,259522560,1038876672,156228584
1485174689054,259522560,1038876672,177698912
1485174692354,259522560,1038876672,192138072
1485174695484,259522560,1038876672,86933800
1485174698605,259522560,1038876672,133404792
1485174702092,259522560,1038876672,142066696
1485174705215,259522560,1038876672,128302760
1485174709041,259522560,1038876672,162555912
1485174712912,259522560,1038876672,178211184
1485174717189,259522560,1038876672,200288968
1485174720373,259522560,1038876672,126091592
1485174722769,259522560,1038876672,133082528
1485174725792,259522560,1038876672,146290912
1485174730080,259522560,1038876672,156207824
1485174732326,259522560,1038876672,154555024
1485174735432,259522560,1038876672,173559080
1485174738644,259522560,1038876672,154239672
1485174743026,259522560,1038876672,94052808
1485174745314,259522560,1038876672,138869112
