timestamp_ms,collection_count
1485174343923,1
1485174346962,1
1485174349973,1
1485174353030,1
1485174356044,2
1485174359189,2
1485174362225,2
1485174365248,2
1485174368308,2
1485174371583,3
1485174374604,3
1485174377660,3
1485174380684,3
1485174383731,4
1485174386867,4
1485174389940,4
1485174392950,4
1485174395972,4
1485174398992,4
1485174402040,4
1485174405250,4
1485174408300,4
1485174412607,5
1485174416072,5
1485174419098,5
1485174422386,5
1485174425421,5
1485174429191,5
1485174432073,5
1485174435575,5
1485174438057,5
1485174441359,6
1485174444890,6
1485174448274,6
1485174451563,6
1485174454666,6
1485174457217,6
1485174460880,6
1485174464640,7
1485174467687,7
1485174470745,7
1485174474498,7
1485174477604,7
1485174480666,7
1485174483699,8
1485174485745,8
1485174489740,8
1485174491999,8
1485174495857,8
1485174499179,8
1485174502275,8
1485174505438,8
1485174508475,9
1485174511519,9
1485174514533,9
1485174517263,9
1485174520362,9
1485174523584,9
1485174526982,9
1485174530137,10
1485174533322,10
1485174536344,10
1485174539750,10
1485174542774,10
1485174546012,10
1485174549230,10
1485174552822,10
1485174556112,11
1485174559130,11
1485174562323,11
1485174565539,11
1485174568758,11
1485174571767,11
1485174574979,11
1485174578150,11
1485174581456,12
1485174584478,12
1485174587509,12
1485174590729,12
1485174593958,12
1485174598585,12
1485174602373,12
1485174605392,13
1485174608414,13
1485174611678,13
1485174614710,13
1485174617743,13
1485174620764,13
1485174622974,13
1485174626477,14
1485174629992,14
1485174633180,14
1485174636194,14
1485174639366,14
1485174642688,14
1485174645708,14
1485174647962,14
1485174650985,14
1485174655668,15
1485174658801,15
1485174661882,15
1485174664936,15
1485174668031,15
1485174671215,15
1485174674498,16
1485174679393,16
1485174682505,16
1485174685704,16
1485174689054,16
1485174692354,16
1485174695484,17
1485174698605,17
1485174702092,17
1485174705215,17
1485174709041,17
1485174712912,17
1485174717189,17
1485174720373,18
1485174722769,18
1485174725792,18
1485174730080,18
1485174732326,18
1485174735432,18
1485174738644,18
1485174743026,19
1485174745314,19
1485174748464,19
1485174752836,19
1485174756101,19
1485174759120,19
1485174762378,19
1485174766017,19
1485174769635,20
1485174773068,20
1485174777341,20
1485174780438,20
1485174783677,20
1485174787497,20
1485174790681,20
1485174793985,20
1485174798647,21
1485174801893,21
1485174805139,21
1485174808350,21
1485174811465,21
1485174814865,21
1485174818048,21
1485174822003,22
1485174825064,22
1485174828193,22
1485174830947,22
1485174834489,22
1485174837657,22
1485174840766,22
1485174844202,22
1485174848504,23
1485174851787,23
1485174854982,23
1485174858568,23
1485174861875,23
1485174864949,23
1485174869199,23
1485174872817,23
1485174875936,23
1485174879227,24
1485174883240,24
1485174886525,24
1485174890196,24
1485174893992,24
1485174897275,24
1485174900963,24
1485174905155,24
1485174908205,25
1485174911722,25
1485174915566,25
1485174918953,25
1485174922280,25
1485174925401,25
1485174928541,25
1485174936111,26
1485174939145,26
1485174942299,26
1485174945561,26
1485174948910,26
1485174952089,26
1485174955159,26
1485174958839,26
1485174962412,27
1485174965565,27
1485174969080,27
1485174972486,27
1485174975904,27
1485174980817,27
1485174983483,27
1485174986684,28
1485174990037,28
1485174993721,28
1485174996867,28
1485175001272,28
1485175004205,28
1485175007349,28
1485175011923,28
1485175014944,29
1485175018121,29
1485175022662,29
1485175026151,29
1485175029400,29
1485175033127,29
1485175036912,29
1485175039964,30
1485175044904,30
1485175047923,30
1485175051271,30
1485175054896,30
1485175058738,30
1485175062191,30
1485175065658,31
1485175069320,31
1485175072460,31
1485175075934,31
1485175079402,31
1485175082737,31
1485175086934,31
1485175090576,32
1485175093594,32
1485175096764,32
1485175100637,32
1485175103771,32
1485175108811,32
1485175114031,33
1485175119372,33
1485175122410,33
1485175125433,33
1485175128965,33
1485175132584,33
1485175135612,33
1485175141033,34
1485175143641,34
1485175146761,34
1485175150212,34
1485175154313,34
1485175157483,34
1485175160872,34
1485175164733,35
1485175167746,35
1485175171108,35
1485175175117,35
1485175178134,35
1485175182652,35
1485175185715,36
1485175189312,36
1485175193011,36
1485175196862,36
1485175200135,36
1485175203752,36
1485175207710,37
1485175210734,37
1485175214048,37
1485175217259,37
1485175220676,37
1485175224745,38
1485175228541,38
1485175231576,38
1485175235605,38
1485175239106,38
1485175242498,38
1485175246174,38
1485175249444,39
1485175253148,39
1485175256673,39
1485175261543,39
1485175264553,39
1485175267980,39
1485175271011,39
1485175274425,40
1485175278957,40
1485175283098,40
1485175286177,40
1485175289755,40
1485175293176,40
1485175296724,40
1485175300670,40
1485175303843,41
1485175307433,41
1485175310706,41
1485175314004,41
1485175317646,41
1485175321359,41
1485175324613,41
1485175327905,41
1485175331459,41
1485175335112,41
1485175338641,42
1485175341975,42
1485175345135,42
1485175348316,42
1485175352448,42
1485175355869,42
1485175359493,42
1485175362698,42
1485175365932,42
1485175369051,42
1485175373117,43
1485175377127,43
1485175380162,43
1485175383567,43
1485175387588,43
1485175390757,43
1485175394221,43
1485175397842,43
1485175401221,43
1485175404688,44
1485175408380,44
1485175411421,44
1485175414630,44
1485175417665,44
1485175420900,44
1485175423939,45
1485175427044,45
1485175430224,45
1485175433547,45
1485175436562,46
1485175439584,46
1485175442865,46
1485175446191,46
1485175449271,46
1485175452315,46
1485175455473,46
1485175458553,46
1485175461611,46
1485175464637,46
1485175467659,46
1485175470784,46
1485175473806,46
1485175476813,46
