timestamp_ms,count
1485174277484,29
1485174280537,35
1485174283548,36
1485174286555,38
1485174289564,44
1485174292621,43
1485174295627,43
1485174298634,43
1485174301640,45
1485174304649,45
1485174307659,45
1485174310666,45
1485174313717,45
1485174316736,44
1485174319772,44
1485174322800,45
1485174325813,46
1485174328834,46
1485174331855,45
1485174334875,44
1485174337890,45
1485174340901,46
1485174343920,62
1485174346947,62
1485174349973,63
1485174353028,67
1485174356048,68
1485174359155,68
1485174362226,68
1485174365249,69
1485174368303,66
1485174371585,66
1485174374607,66
1485174377663,68
1485174380681,70
1485174383723,70
1485174386776,70
1485174389939,64
1485174392953,68
1485174395969,68
1485174398994,67
1485174402038,67
1485174405233,67
1485174408304,68
1485174412851,68
1485174415962,68
1485174419274,69
1485174422217,69
1485174425400,65
1485174429133,65
1485174432062,65
1485174435575,66
1485174438045,66
1485174441361,67
1485174445371,67
1485174448218,66
1485174450509,67
1485174454664,67
1485174457412,68
1485174460862,68
1485174464016,67
1485174467689,68
1485174470746,68
1485174474453,68
1485174477603,68
1485174480632,66
1485174483711,66
1485174486725,66
1485174489741,66
1485174492011,66
1485174495861,66
1485174499221,64
1485174502233,64
1485174505439,64
1485174508473,64
1485174511521,64
1485174514537,63
1485174517267,63
1485174520361,64
1485174523582,64
1485174527003,64
1485174530131,69
1485174533328,69
1485174536340,70
1485174539735,70
1485174542764,70
1485174546011,70
1485174549227,72
1485174552697,72
1485174556116,70
1485174559135,70
1485174562378,70
1485174565400,70
1485174568744,71
1485174571772,70
1485174574924,70
1485174578117,70
1485174581389,69
1485174584477,69
1485174587528,69
1485174590727,69
1485174593961,69
1485174598843,68
1485174601867,68
1485174605394,68
1485174608413,68
1485174611677,69
1485174614708,69
1485174617740,70
1485174620764,70
1485174622972,70
1485174626480,70
1485174629869,70
1485174633086,70
1485174636198,69
1485174639280,69
1485174642690,69
1485174645707,69
1485174647956,69
1485174652189,69
1485174655328,67
1485174658827,67
1485174661846,67
1485174664940,67
1485174668035,67
1485174671088,68
1485174674843,68
1485174679377,68
1485174682479,68
1485174685599,69
1485174689052,69
1485174692389,69
1485174695486,69
1485174698585,70
1485174702093,70
1485174705644,70
1485174708716,71
1485174712918,71
1485174717185,71
1485174720406,71
1485174722766,69
1485174725789,69
1485174728805,69
1485174732325,70
1485174735435,70
1485174739908,69
1485174742973,69
1485174745313,69
1485174748470,69
1485174751489,69
1485174756109,69
1485174759119,69
1485174762899,69
1485174766028,69
1485174769119,67
1485174773504,67
1485174776742,68
1485174780373,68
1485174783675,68
1485174787157,68
1485174790595,68
1485174793715,68
1485174798083,68
1485174801699,68
1485174804978,67
1485174808169,67
1485174811463,69
1485174814883,69
1485174818475,69
1485174821913,69
1485174825063,69
1485174828104,69
1485174830907,69
1485174834491,70
1485174837658,70
1485174840767,70
1485174843855,70
1485174848253,70
1485174851729,68
1485174854944,69
1485174858408,71
1485174861873,71
1485174864925,72
1485174868187,72
