timestamp_ms,free_in_bytes,total_in_bytes,used_in_bytes
1485174520699,8077238272,8321495040,244256768
1485174523719,8077238272,8321495040,244256768
1485174526983,8077238272,8321495040,244256768
1485174530136,8077238272,8321495040,244256768
1485174533342,8077238272,8321495040,244256768
1485174536360,8077238272,8321495040,244256768
1485174539731,8077238272,8321495040,244256768
1485174542771,8077238272,8321495040,244256768
1485174546058,8077238272,8321495040,244256768
1485174549076,8077238272,8321495040,244256768
1485174552770,8077238272,8321495040,244256768
1485174556170,8077238272,8321495040,244256768
1485174559188,8077238272,8321495040,244256768
1485174562315,8077238272,8321495040,244256768
1485174565423,8077238272,8321495040,244256768
1485174568876,8077238272,8321495040,244256768
1485174571893,8077238272,8321495040,244256768
1485174574919,8077238272,8321495040,244256768
1485174578093,8077238272,8321495040,244256768
1485174581451,8077238272,8321495040,244256768
1485174584475,8077238272,8321495040,244256768
1485174587493,8077238272,8321495040,244256768
1485174590719,8077238272,8321495040,244256768
1485174594030,8077238272,8321495040,244256768
1485174598602,8077238272,8321495040,244256768
1485174601852,8077238272,8321495040,244256768
1485174605389,8077238272,8321495040,244256768
1485174608410,8077238272,8321495040,244256768
1485174611669,8077238272,8321495040,244256768
1485174614704,8077238272,8321495040,244256768
1485174617732,8077238272,8321495040,244256768
1485174620757,8077238272,8321495040,244256768
1485174623795,8077238272,8321495040,244256768
1485174626876,8077238272,8321495040,244256768
1485174629889,8077238272,8321495040,244256768
1485174633050,8077238272,8321495040,244256768
1485174636208,8077238272,8321495040,244256768
1485174639636,8077238272,8321495040,244256768
1485174642686,8077238272,8321495040,244256768
1485174645705,8077238272,8321495040,244256768
1485174648721,8077238272,8321495040,244256768
1485174651857,8077238272,8321495040,244256768
1485174655266,8077238272,8321495040,244256768
1485174658740,8077238272,8321495040,244256768
1485174661841,8077238272,8321495040,244256768
1485174664978,8077238272,8321495040,244256768
1485174668026,8077238272,8321495040,244256768
1485174671082,8077238272,8321495040,244256768
1485174674484,8077238272,8321495040,244256768
1485174679885,8077238272,8321495040,244256768
1485174682903,8077238272,8321495040,244256768
1485174686235,8077238272,8321495040,244256768
1485174689625,8077238272,8321495040,244256768
1485174692783,8077238272,8321495040,244256768
1485174695869,8077238272,8321495040,244256768
1485174699158,8077238272,8321495040,244256768
1485174702178,8077238272,8321495040,244256768
1485174705206,8077238272,8321495040,244256768
1485174708698,8077238272,8321495040,244256768
1485174713681,8077238272,8321495040,244256768
1485174716936,8077238272,8321495040,244256768
1485174720307,8077238272,8321495040,244256768
1485174723483,8077238272,8321495040,244256768
1485174726660,8077238272,8321495040,244256768
1485174729687,8077238272,8321495040,244256768
1485174733165,8077238272,8321495040,244256768
1485174736254,8077238272,8321495040,244256768
1485174739537,8077238272,8321495040,244256768
1485174742962,8077238272,8321495040,244256768
1485174746038,8077238272,8321495040,244256768
1485174749169,8077238272,8321495040,244256768
1485174752228,8077238272,8321495040,244256768
1485174756092,8077238272,8321495040,244256768
1485174759215,8077238272,8321495040,244256768
1485174762268,8077238272,8321495040,244256768
1485174766065,8077238272,8321495040,244256768
1485174769090,8077238272,8321495040,244256768
1485174772696,8077238272,8321495040,244256768
1485174776577,8077238272,8321495040,244256768
1485174780352,8077238272,8321495040,244256768
1485174783623,8077238272,8321495040,244256768
1485174787117,8077238272,8321495040,244256768
1485174790555,8077238272,8321495040,244256768
1485174793698,8077238272,8321495040,244256768
1485174798106,8077238272,8321495040,244256768
1485174801670,8077238272,8321495040,244256768
1485174805068,8077238272,8321495040,244256768
1485174808150,8077238272,8321495040,244256768
1485174811466,8076673024,8321495040,244822016
1485174814823,8076673024,8321495040,244822016
1485174818017,8076177408,8321495040,245317632
1485174821902,8076177408,8321495040,245317632
1485174825042,8075681792,8321495040,245813248
1485174828259,8075157504,8321495040,246337536
1485174831276,8075157504,8321495040,246337536
1485174834473,8074575872,8321495040,246919168
1485174837636,8073936896,8321495040,247558144
1485174840954,8073936896,8321495040,247558144
1485174843971,8073936896,8321495040,247558144
1485174848281,8073453568,8321495040,248041472
1485174851841,8073453568,8321495040,248041472
1485174854942,8072871936,8321495040,248623104
1485174858748,8072871936,8321495040,248623104
1485174861875,8072871936,8321495040,248623104
1485174864924,8072871936,8321495040,248623104
1485174868167,8072871936,8321495040,248623104
1485174872795,8072249344,8321495040,249245696
1485174875920,8072249344,8321495040,249245696
1485174879375,8072249344,8321495040,249245696
1485174883238,8071880704,8321495040,249614336
1485174886569,8071880704,8321495040,249614336
1485174890032,8071315456,8321495040,250179584
