timestamp_ms,free_in_bytes,total_in_bytes,used_in_bytes
1485174344113,3512762368,8248725504,4735963136
1485174347294,3505553408,8248725504,4743172096
1485174350355,3489505280,8248725504,4759220224
1485174353377,3459780608,8248725504,4788944896
1485174356394,3434237952,8248725504,4814487552
1485174359463,3416944640,8248725504,4831780864
1485174362487,3375939584,8248725504,4872785920
1485174365510,3337158656,8248725504,4911566848
1485174368731,3307675648,8248725504,4941049856
1485174371882,3299991552,8248725504,4948733952
1485174374914,3281432576,8248725504,4967292928
1485174377979,3243008000,8248725504,5005717504
1485174381289,3214721024,8248725504,5034004480
1485174384302,3212816384,8248725504,5035909120
1485174387324,3199913984,8248725504,5048811520
1485174390400,3183558656,8248725504,5065166848
1485174393649,3071291392,8248725504,5177434112
1485174396667,2632839168,8248725504,5615886336
1485174399716,2406862848,8248725504,5841862656
1485174402762,2387243008,8248725504,5861482496
1485174405789,2362572800,8248725504,5886152704
1485174408806,2344194048,8248725504,5904531456
1485174412456,2312503296,8248725504,5936222208
1485174415947,2294312960,8248725504,5954412544
1485174419090,2276851712,8248725504,5971873792
1485174422342,2259357696,8248725504,5989367808
1485174425418,2236645376,8248725504,6012080128
1485174429186,2209615872,8248725504,6039109632
1485174432390,2203475968,8248725504,6045249536
1485174435569,2178203648,8248725504,6070521856
1485174438697,2152255488,8248725504,6096470016
1485174441751,2012192768,8248725504,6236532736
1485174444857,1766289408,8248725504,6482436096
1485174448401,1721593856,8248725504,6527131648
1485174451504,1694212096,8248725504,6554513408
1485174454662,1656676352,8248725504,6592049152
1485174457844,1639923712,8248725504,6608801792
1485174460859,1633476608,8248725504,6615248896
1485174463889,1622171648,8248725504,6626553856
1485174468474,1601257472,8248725504,6647468032
1485174471559,1571713024,8248725504,6677012480
1485174474578,1572171776,8248725504,6676553728
1485174477601,1561325568,8248725504,6687399936
1485174480641,1550135296,8248725504,6698590208
1485174483691,1522937856,8248725504,6725787648
1485174486733,1504071680,8248725504,6744653824
1485174489762,1461260288,8248725504,6787465216
1485174492815,1441488896,8248725504,6807236608
1485174495843,1394163712,8248725504,6854561792
1485174499186,1385259008,8248725504,6863466496
1485174502302,1361186816,8248725504,6887538688
1485174505436,1320071168,8248725504,6928654336
1485174508452,1308798976,8248725504,6939926528
1485174511636,1314353152,8248725504,6934372352
1485174514665,1316241408,8248725504,6932484096
1485174517676,1300705280,8248725504,6948020224
1485174520691,1265692672,8248725504,6983032832
1485174523716,1251147776,8248725504,6997577728
1485174526980,1232928768,8248725504,7015796736
1485174530133,1198862336,8248725504,7049863168
1485174533340,1180209152,8248725504,7068516352
1485174536355,1166487552,8248725504,7082237952
1485174539697,1152221184,8248725504,7096504320
1485174542769,1138323456,8248725504,7110402048
1485174546007,1119641600,8248725504,7129083904
1485174549075,1099325440,8248725504,7149400064
1485174552813,1091203072,8248725504,7157522432
1485174556168,1076211712,8248725504,7172513792
1485174559298,1063616512,8248725504,7185108992
1485174562313,1047863296,8248725504,7200862208
1485174565536,1048576000,8248725504,7200149504
1485174568871,1033441280,8248725504,7215284224
1485174571890,1016307712,8248725504,7232417792
1485174574977,984748032,8248725504,7263977472
1485174578094,980406272,8248725504,7268319232
1485174581448,967938048,8248725504,7280787456
1485174584473,969981952,8248725504,7278743552
1485174587493,965574656,8248725504,7283150848
1485174590716,981995520,8248725504,7266729984
1485174594007,962564096,8248725504,7286161408
1485174598583,928034816,8248725504,7320690688
1485174601975,920293376,8248725504,7328432128
1485174605387,917385216,8248725504,7331340288
1485174608408,915922944,8248725504,7332802560
1485174611664,884322304,8248725504,7364403200
1485174614702,857944064,8248725504,7390781440
1485174617730,841695232,8248725504,7407030272
1485174620756,823029760,8248725504,7425695744
1485174623792,811823104,8248725504,7436902400
1485174626812,790544384,8248725504,7458181120
1485174629987,774176768,8248725504,7474548736
1485174633047,759971840,8248725504,7488753664
1485174636206,763543552,8248725504,7485181952
1485174639362,751861760,8248725504,7496863744
1485174642685,733462528,8248725504,7515262976
1485174645703,741384192,8248725504,7507341312
1485174648723,738746368,8248725504,7509979136
1485174651854,732667904,8248725504,7516057600
1485174655264,722055168,8248725504,7526670336
1485174658739,711417856,8248725504,7537307648
1485174661839,691470336,8248725504,7557255168
1485174664934,696410112,8248725504,7552315392
1485174668024,670220288,8248725504,7578505216
1485174671213,705474560,8248725504,7543250944
1485174674483,686817280,8248725504,7561908224
1485174679868,672624640,8248725504,7576100864
1485174682977,656437248,8248725504,7592288256
1485174686185,642437120,8248725504,7606288384
1485174689615,626323456,8248725504,7622402048
1485174692781,607293440,8248725504,7641432064
1485174695867,585216000,8248725504,7663509504
1485174699156,566022144,8248725504,7682703360
1485174702180,550678528,8248725504,7698046976
1485174705205,534192128,8248725504,7714533376
1485174708696,489070592,8248725504,7759654912
1485174713765,468488192,8248725504,7780237312
1485174716973,442396672,8248725504,7806328832
1485174720305,436047872,8248725504,7812677632
1485174723481,430882816,8248725504,7817842688
1485174726556,406683648,8248725504,7842041856
1485174729684,364195840,8248725504,7884529664
1485174733091,356102144,8248725504,7892623360
1485174736257,339734528,8248725504,7908990976
1485174739529,321818624,8248725504,7926906880
1485174742960,299167744,8248725504,7949557760
1485174746101,285298688,8248725504,7963426816
1485174749166,281427968,8248725504,7967297536
1485174752294,252837888,8248725504,7995887616
1485174756089,237768704,8248725504,8010956800
1485174759117,216424448,8248725504,8032301056
1485174762265,213991424,8248725504,8034734080
1485174765970,198889472,8248725504,8049836032
1485174769143,174436352,8248725504,8074289152
1485174772679,192237568,8248725504,8056487936
1485174776577,199405568,8248725504,8049319936
1485174780349,208306176,8248725504,8040419328
1485174783621,200351744,8248725504,8048373760
1485174787119,209924096,8248725504,8038801408
1485174790553,200065024,8248725504,8048660480
1485174793812,191062016,8248725504,8057663488
1485174798084,165167104,8248725504,8083558400
1485174801669,158609408,8248725504,8090116096
1485174805032,149516288,8248725504,8099209216
1485174808235,130142208,8248725504,8118583296
1485174811463,148385792,8248725504,8100339712
1485174814822,127295488,8248725504,8121430016
1485174818025,142651392,8248725504,8106074112
1485174822001,126992384,8248725504,8121733120
1485174825027,138055680,8248725504,8110669824
1485174828190,148987904,8248725504,8099737600
1485174831274,128479232,8248725504,8120246272
1485174834511,142417920,8248725504,8106307584
1485174837675,154562560,8248725504,8094162944
1485174840952,146980864,8248725504,8101744640
1485174844198,133140480,8248725504,8115585024
1485174848502,139837440,8248725504,8108888064
1485174851918,127922176,8248725504,8120803328
1485174854937,135536640,8248725504,8113188864
1485174858676,184504320,8248725504,8064221184
1485174861883,161550336,8248725504,8087175168
1485174864921,141156352,8248725504,8107569152
1485174868171,126156800,8248725504,8122568704
1485174872793,165068800,8248725504,8083656704
1485174875915,147283968,8248725504,8101441536
1485174879373,130981888,8248725504,8117743616
1485174883230,157118464,8248725504,8091607040
1485174886559,135368704,8248725504,8113356800
1485174890032,136249344,8248725504,8112476160
1485174894715,120823808,8248725504,8127901696
1485174897796,130355200,8248725504,8118370304
1485174900831,151597056,8248725504,8097128448
1485174905152,170627072,8248725504,8078098432
1485174908186,164962304,8248725504,8083763200
1485174911777,142581760,8248725504,8106143744
1485174915608,163749888,8248725504,8084975616
1485174918950,148983808,8248725504,8099741696
1485174922375,151289856,8248725504,8097435648
1485174925966,148258816,8248725504,8100466688
1485174929486,126631936,8248725504,8122093568
1485174936101,172650496,8248725504,8076075008
1485174939141,131239936,8248725504,8117485568
1485174942357,128241664,8248725504,8120483840
1485174945719,125702144,8248725504,8123023360
1485174948954,152260608,8248725504,8096464896
1485174952127,150781952,8248725504,8097943552
1485174955150,146878464,8248725504,8101847040
1485174958835,170450944,8248725504,8078274560
1485174962401,186241024,8248725504,8062484480
1485174965546,165765120,8248725504,8082960384
1485174969098,145612800,8248725504,8103112704
