timestamp_ms,total_docs
1485174344113,0
1485174347294,0
1485174350355,0
1485174353377,0
1485174356394,0
1485174359463,0
1485174362487,0
1485174365510,0
1485174368731,0
1485174371882,0
1485174374914,0
1485174377979,0
1485174381289,0
1485174384302,0
1485174387324,0
1485174390400,0
1485174393649,0
1485174396667,0
1485174399716,0
1485174402762,0
1485174405789,0
1485174408806,0
1485174412456,0
1485174415947,0
1485174419090,0
1485174422342,0
1485174425418,0
1485174429186,1058
1485174432390,1787
1485174435569,1787
1485174438697,1787
1485174441751,1787
1485174444857,1787
1485174448401,1787
1485174451504,1787
1485174454662,2336
1485174457844,2862
1485174460859,2862
1485174463889,2862
1485174468474,3394
1485174471559,3935
1485174474578,3935
1485174477601,3935
1485174480641,3935
1485174483691,3935
1485174486733,3935
1485174489762,3935
1485174492815,3935
1485174495843,3935
1485174499186,3935
1485174502302,4614
1485174505436,4614
1485174508452,4614
1485174511636,4614
1485174514665,4614
1485174517676,4614
1485174520691,4614
1485174523716,4614
1485174526980,4614
1485174530133,4614
1485174533340,4614
1485174536355,4614
1485174539697,4614
1485174542769,4614
1485174546007,4614
1485174549075,4614
1485174552813,4614
1485174556168,4614
1485174559298,4614
1485174562313,4614
1485174565536,4614
1485174568871,4614
1485174571890,4967
1485174574977,5302
1485174578094,5936
1485174581448,5936
1485174584473,5936
1485174587493,6287
1485174590716,6287
1485174594007,6674
1485174598583,7068
1485174601975,7703
1485174605387,7703
1485174608408,7703
1485174611664,7703
1485174614702,7703
1485174617730,7703
1485174620756,7703
1485174623792,7703
1485174626812,8390
1485174629987,9088
1485174633047,9088
1485174636206,9088
1485174639362,9790
1485174642685,9790
1485174645703,10165
1485174648723,10165
1485174651854,10559
1485174655264,10918
1485174658739,10918
1485174661839,10918
1485174664934,10918
1485174668024,10918
1485174671213,10918
1485174674483,11255
1485174679868,11255
1485174682977,11255
1485174686185,11255
1485174689615,11255
1485174692781,11255
1485174695867,11255
1485174699156,11255
1485174702180,11255
1485174705205,11255
1485174708696,11255
1485174713765,11255
1485174716973,11255
1485174720305,11255
1485174723481,11255
1485174726556,11255
1485174729684,11255
1485174733091,11255
1485174736257,11255
1485174739529,11598
1485174742960,11598
1485174746101,12252
1485174749166,12252
1485174752294,12252
1485174756089,12563
1485174759117,12563
1485174762265,12820
1485174765970,12820
1485174769143,12820
1485174772679,13883
1485174776577,14220
1485174780349,14220
1485174783621,14883
1485174787119,14883
1485174790553,15187
1485174793812,15501
1485174798084,15501
1485174801669,15892
1485174805032,15892
1485174808235,16217
1485174811463,16217
1485174814822,16217
1485174818025,16217
1485174822001,16217
1485174825027,16217
1485174828190,16409
1485174831274,16603
1485174834511,16603
1485174837675,16603
1485174840952,16603
1485174844198,16603
1485174848502,16603
1485174851918,16603
1485174854937,16603
1485174858676,16603
1485174861883,16603
1485174864921,17050
1485174868171,17050
1485174872793,17050
1485174875915,17050
1485174879373,18166
1485174883230,18166
1485174886559,18166
1485174890032,18166
1485174894715,18459
1485174897796,19290
1485174900831,20169
1485174905152,20169
1485174908186,20436
1485174911777,20436
1485174915608,20436
1485174918950,20436
1485174922375,20436
1485174925966,20436
1485174929486,21241
1485174936101,21574
1485174939141,21574
1485174942357,22875
1485174945719,22875
1485174948954,22875
1485174952127,22875
1485174955150,22875
1485174958835,23793
1485174962401,23793
1485174965546,23793
1485174969098,23793
1485174972479,23793
1485174976076,23793
1485174980815,24057
1485174983862,24057
1485174986886,24057
1485174990093,24057
1485174993705,24057
1485174996869,24057
1485175000793,24321
1485175004292,24321
1485175007330,24321
1485175011334,24321
1485175014942,24321
1485175018113,24321
1485175021777,24541
1485175026123,24541
1485175029405,25080
1485175033125,25080
1485175036909,25482
1485175039942,25482
1485175043740,25482
1485175047957,25482
1485175051368,25820
1485175054942,25820
1485175058922,25820
1485175062185,25820
1485175065525,25820
1485175069446,25820
1485175072458,25820
1485175075933,25820
1485175079392,25820
1485175082735,25820
1485175086931,27127
1485175090516,27127
1485175093598,27127
1485175097404,27127
1485175100635,28433
1485175103768,28433
1485175107454,28433
1485175114023,28433
1485175117850,28433
1485175122404,28433
1485175125421,28433
1485175128963,28433
1485175132574,28433
1485175135602,28433
1485175139506,28433
1485175144082,28433
1485175147101,28433
1485175150407,28433
1485175154320,28433
1485175157477,28433
1485175160958,28433
1485175164721,28433
1485175167751,28433
1485175171234,28433
1485175175114,28433
1485175178131,28433
1485175181497,28433
1485175185711,29848
1485175189309,29848
1485175193110,30346
1485175196857,30346
1485175200132,30776
1485175204150,30776
1485175207703,30776
1485175210726,30776
1485175214042,30776
1485175217258,31164
1485175220773,31164
1485175224600,31164
1485175228162,31164
1485175231574,31164
1485175235444,31164
1485175238952,31164
1485175242485,31164
1485175246122,31573
1485175249697,31573
1485175253129,31573
1485175256807,31573
1485175260296,31573
