timestamp_ms,collection_time_in_millis
1485174343923,29
1485174346962,29
1485174349973,29
1485174353030,31
1485174356044,135
1485174359189,135
1485174362225,135
1485174365248,135
1485174368308,135
1485174371583,222
1485174374604,222
1485174377660,222
1485174380684,249
1485174383731,347
1485174386867,347
1485174389940,347
1485174392950,347
1485174395972,347
1485174398992,347
1485174402040,347
1485174405250,347
1485174408300,362
1485174412607,512
1485174416072,512
1485174419098,512
1485174422386,512
1485174425421,512
1485174429191,512
1485174432073,512
1485174435575,512
1485174438057,516
1485174441359,725
1485174444890,725
1485174448274,725
1485174451563,725
1485174454666,725
1485174457217,725
1485174460880,730
1485174464640,953
1485174467687,953
1485174470745,953
1485174474498,953
1485174477604,953
1485174480666,953
1485174483699,1168
1485174485745,1168
1485174489740,1168
1485174491999,1168
1485174495857,1168
1485174499179,1168
1485174502275,1168
1485174505438,1171
1485174508475,1436
1485174511519,1436
1485174514533,1436
1485174517263,1436
1485174520362,1436
1485174523584,1436
1485174526982,1440
1485174530137,1835
1485174533322,1835
1485174536344,1835
1485174539750,1835
1485174542774,1835
1485174546012,1835
1485174549230,1835
1485174552822,1839
1485174556112,2301
1485174559130,2301
1485174562323,2301
1485174565539,2301
1485174568758,2301
1485174571767,2301
1485174574979,2301
1485174578150,2303
1485174581456,2565
1485174584478,2565
1485174587509,2565
1485174590729,2565
1485174593958,2565
1485174598585,2565
1485174602373,2819
1485174605392,2819
1485174608414,2819
1485174611678,2819
1485174614710,2819
1485174617743,2819
1485174620764,2819
1485174622974,2824
1485174626477,3192
1485174629992,3192
1485174633180,3192
1485174636194,3192
1485174639366,3192
1485174642688,3192
1485174645708,3192
1485174647962,3195
1485174650985,3574
1485174655668,3574
1485174658801,3574
1485174661882,3574
1485174664936,3574
1485174668031,3574
1485174671215,3579
1485174674498,3759
1485174679393,3759
1485174682505,3759
1485174685704,3759
1485174689054,3759
1485174692354,3764
1485174695484,4125
1485174698605,4125
1485174702092,4125
1485174705215,4125
1485174709041,4125
1485174712912,4125
1485174717189,4344
1485174720373,4344
1485174722769,4344
1485174725792,4344
1485174730080,4344
1485174732326,4344
1485174735432,4344
1485174738644,4347
1485174743026,4671
1485174745314,4671
1485174748464,4671
1485174752836,4671
1485174756101,4671
1485174759120,4671
1485174762378,4671
1485174766017,4676
1485174769635,4791
1485174773068,4791
1485174777341,4791
1485174780438,4791
1485174783677,4791
1485174787497,4791
1485174790681,4791
1485174793985,4832
1485174798647,5109
1485174801893,5109
1485174805139,5109
1485174808350,5109
1485174811465,5109
1485174814865,5109
1485174818048,5114
1485174822003,5570
1485174825064,5570
1485174828193,5570
1485174830947,5570
1485174834489,5570
1485174837657,5570
1485174840766,5572
1485174844202,6122
1485174848504,6122
1485174851787,6122
1485174854982,6122
1485174858568,6122
1485174861875,6122
1485174864949,6122
1485174869199,6122
1485174872817,6131
1485174875936,6561
1485174879227,6561
1485174883240,6561
1485174886525,6561
1485174890196,6561
1485174893992,6561
1485174897275,6561
1485174900963,6565
1485174905155,7061
1485174908205,7061
1485174911722,7061
1485174915566,7061
1485174918953,7061
1485174922280,7061
1485174925401,7061
1485174928541,7065
1485174936111,7379
1485174939145,7379
1485174942299,7379
1485174945561,7379
1485174948910,7379
1485174952089,7379
1485174955159,7384
1485174958839,7821
1485174962412,7821
1485174965565,7821
1485174969080,7821
1485174972486,7821
1485174975904,7821
1485174980817,7825
1485174983483,8432
1485174986684,8432
1485174990037,8432
1485174993721,8432
1485174996867,8432
1485175001272,8432
1485175004205,8432
1485175007349,8438
1485175011923,8741
1485175014944,8741
1485175018121,8741
1485175022662,8741
1485175026151,8741
1485175029400,8741
1485175033127,8746
1485175036912,9169
1485175039964,9169
1485175044904,9169
1485175047923,9169
1485175051271,9169
1485175054896,9169
1485175058738,9173
1485175062191,9599
1485175065658,9599
1485175069320,9599
1485175072460,9599
1485175075934,9599
1485175079402,9599
1485175082737,9599
1485175086934,9975
1485175090576,9975
1485175093594,9975
1485175096764,9975
1485175100637,9975
1485175103771,9975
1485175108811,9979
1485175114031,10354
1485175119372,10354
1485175122410,10354
1485175125433,10354
1485175128965,10354
1485175132584,10354
1485175135612,10358
1485175141033,10904
1485175143641,10904
1485175146761,10904
1485175150212,10904
1485175154313,10904
1485175157483,10907
1485175160872,10907
1485175164733,11391
1485175167746,11391
1485175171108,11391
1485175175117,11391
1485175178134,11399
1485175182652,11862
1485175185715,11862
1485175189312,11862
1485175193011,11862
1485175196862,11862
1485175200135,11866
1485175203752,12267
1485175207710,12267
1485175210734,12267
1485175214048,12267
1485175217259,12267
1485175220676,12290
1485175224745,12497
1485175228541,12497
1485175231576,12497
