timestamp_ms,free_in_bytes,total_in_bytes,used_in_bytes
1485174520699,1265184768,8248725504,6983540736
1485174523719,1250877440,8248725504,6997848064
1485174526983,1230827520,8248725504,7017897984
1485174530136,1198862336,8248725504,7049863168
1485174533342,1180209152,8248725504,7068516352
1485174536360,1166487552,8248725504,7082237952
1485174539731,1151827968,8248725504,7096897536
1485174542771,1138323456,8248725504,7110402048
1485174546058,1119133696,8248725504,7129591808
1485174549076,1101611008,8248725504,7147114496
1485174552770,1091039232,8248725504,7157686272
1485174556170,1076211712,8248725504,7172513792
1485174559188,1063616512,8248725504,7185108992
1485174562315,1047863296,8248725504,7200862208
1485174565423,1048829952,8248725504,7199895552
1485174568876,1033441280,8248725504,7215284224
1485174571893,1016307712,8248725504,7232417792
1485174574919,985104384,8248725504,7263621120
1485174578093,980406272,8248725504,7268319232
1485174581451,968192000,8248725504,7280533504
1485174584475,969981952,8248725504,7278743552
1485174587493,965574656,8248725504,7283150848
1485174590719,981995520,8248725504,7266729984
1485174594030,962564096,8248725504,7286161408
1485174598602,927780864,8248725504,7320944640
1485174601852,911667200,8248725504,7337058304
1485174605389,917385216,8248725504,7331340288
1485174608410,915922944,8248725504,7332802560
1485174611669,884396032,8248725504,7364329472
1485174614704,857944064,8248725504,7390781440
1485174617732,841949184,8248725504,7406776320
1485174620757,823029760,8248725504,7425695744
1485174623795,811823104,8248725504,7436902400
1485174626876,790544384,8248725504,7458181120
1485174629889,775446528,8248725504,7473278976
1485174633050,760225792,8248725504,7488499712
1485174636208,763543552,8248725504,7485181952
1485174639636,762564608,8248725504,7486160896
1485174642686,733462528,8248725504,7515262976
1485174645705,741384192,8248725504,7507341312
1485174648721,738746368,8248725504,7509979136
1485174651857,732667904,8248725504,7516057600
1485174655266,726880256,8248725504,7521845248
1485174658740,711417856,8248725504,7537307648
1485174661841,691724288,8248725504,7557001216
1485174664978,696410112,8248725504,7552315392
1485174668026,670220288,8248725504,7578505216
1485174671082,705474560,8248725504,7543250944
1485174674484,686817280,8248725504,7561908224
1485174679885,672624640,8248725504,7576100864
1485174682903,656691200,8248725504,7592034304
1485174686235,643002368,8248725504,7605723136
1485174689625,626831360,8248725504,7621894144
1485174692783,605515776,8248725504,7643209728
1485174695869,584437760,8248725504,7664287744
1485174699158,566022144,8248725504,7682703360
1485174702178,550678528,8248725504,7698046976
1485174705206,534192128,8248725504,7714533376
