timestamp_ms,server_open
1485174344113,13
1485174347294,13
1485174350355,13
1485174353377,13
1485174356394,13
1485174359463,13
1485174362487,13
1485174365510,13
1485174368731,13
1485174371882,13
1485174374914,13
1485174377979,13
1485174381289,13
1485174384302,13
1485174387324,13
1485174390400,13
1485174393649,13
1485174396667,13
1485174399716,13
1485174402762,13
1485174405789,13
1485174408806,13
1485174412456,13
1485174415947,13
1485174419090,13
1485174422342,13
1485174425418,13
1485174429186,13
1485174432390,13
1485174435569,13
1485174438697,13
1485174441751,13
1485174444857,13
1485174448401,13
1485174451504,13
1485174454662,13
1485174457844,13
1485174460859,13
1485174463889,13
1485174468474,13
1485174471559,13
1485174474578,13
1485174477601,13
1485174480641,13
1485174483691,13
1485174486733,13
1485174489762,13
1485174492815,13
1485174495843,13
1485174499186,13
1485174502302,13
1485174505436,13
1485174508452,13
1485174511636,13
1485174514665,13
1485174517676,13
1485174520691,26
1485174523716,26
1485174526980,26
1485174530133,26
1485174533340,26
1485174536355,26
1485174539697,26
1485174542769,26
1485174546007,26
1485174549075,26
1485174552813,26
1485174556168,26
1485174559298,26
1485174562313,26
1485174565536,26
1485174568871,26
1485174571890,26
1485174574977,26
1485174578094,26
1485174581448,26
1485174584473,26
1485174587493,26
1485174590716,26
1485174594007,26
1485174598583,26
1485174601975,26
1485174605387,26
1485174608408,26
1485174611664,26
1485174614702,26
1485174617730,26
1485174620756,26
1485174623792,26
1485174626812,26
1485174629987,26
1485174633047,26
1485174636206,26
1485174639362,26
1485174642685,26
1485174645703,26
1485174648723,26
1485174651854,26
1485174655264,26
1485174658739,26
1485174661839,26
1485174664934,26
1485174668024,26
1485174671213,26
1485174674483,26
1485174679868,26
1485174682977,26
1485174686185,26
1485174689615,26
1485174692781,26
1485174695867,26
1485174699156,26
1485174702180,26
1485174705205,26
1485174708696,26
1485174713765,26
1485174716973,26
1485174720305,26
1485174723481,26
1485174726556,26
1485174729684,26
1485174733091,26
1485174736257,26
1485174739529,26
1485174742960,26
1485174746101,26
1485174749166,26
1485174752294,26
1485174756089,26
1485174759117,26
1485174762265,26
1485174765970,26
1485174769143,26
1485174772679,26
1485174776577,26
1485174780349,26
1485174783621,26
1485174787119,26
1485174790553,26
1485174793812,26
1485174798084,26
1485174801669,26
1485174805032,26
1485174808235,26
1485174811463,26
1485174814822,26
1485174818025,26
1485174822001,26
1485174825027,26
1485174828190,26
1485174831274,26
1485174834511,26
1485174837675,26
1485174840952,26
1485174844198,26
1485174848502,26
1485174851918,26
1485174854937,26
1485174858676,26
1485174861883,26
1485174864921,26
1485174868171,26
1485174872793,26
1485174875915,26
1485174879373,26
1485174883230,26
1485174886559,26
1485174890032,26
1485174894715,26
1485174897796,26
1485174900831,26
1485174905152,26
1485174908186,26
1485174911777,26
1485174915608,26
1485174918950,26
1485174922375,26
1485174925966,26
1485174929486,26
1485174936101,26
1485174939141,26
1485174942357,26
1485174945719,26
1485174948954,26
1485174952127,26
1485174955150,26
1485174958835,26
1485174962401,26
1485174965546,26
1485174969098,26
1485174972479,26
1485174976076,26
1485174980815,26
1485174983862,26
1485174986886,26
1485174990093,26
1485174993705,26
1485174996869,26
1485175000793,26
1485175004292,26
1485175007330,26
1485175011334,26
1485175014942,26
1485175018113,26
1485175021777,26
1485175026123,26
1485175029405,26
1485175033125,26
1485175036909,26
1485175039942,26
1485175043740,26
1485175047957,26
1485175051368,26
1485175054942,26
1485175058922,26
1485175062185,26
1485175065525,26
1485175069446,26
1485175072458,26
1485175075933,26
1485175079392,26
1485175082735,26
1485175086931,26
1485175090516,26
1485175093598,26
1485175097404,26
1485175100635,26
1485175103768,26
1485175107454,26
1485175114023,26
1485175117850,26
1485175122404,26
1485175125421,26
1485175128963,26
1485175132574,26
1485175135602,26
1485175139506,26
1485175144082,26
1485175147101,26
1485175150407,26
1485175154320,26
1485175157477,26
1485175160958,26
1485175164721,26
1485175167751,26
1485175171234,26
1485175175114,26
1485175178131,26
1485175181497,26
1485175185711,26
1485175189309,26
1485175193110,26
1485175196857,26
1485175200132,26
1485175204150,26
1485175207703,26
1485175210726,26
1485175214042,26
1485175217258,26
1485175220773,26
1485175224600,26
1485175228162,26
1485175231574,26
1485175235444,26
1485175238952,26
1485175242485,26
1485175246122,26
1485175249697,26
1485175253129,26
1485175256807,26
1485175260296,26
1485175264616,26
1485175268119,26
1485175271138,26
1485175274721,26
1485175278955,26
1485175282096,26
1485175286175,26
1485175290088,26
1485175293157,26
1485175296721,26
1485175300788,26
1485175303817,26
1485175307430,26
1485175310690,26
1485175314030,26
1485175318148,26
1485175321423,26
1485175324436,26
1485175327903,26
1485175331458,26
1485175334847,26
1485175338639,26
1485175341828,26
1485175345086,26
1485175348972,26
1485175352823,26
1485175356237,26
1485175359491,26
1485175362700,26
1485175366014,26
1485175369079,26
1485175373119,26
1485175376984,26
1485175380237,26
1485175383765,26
1485175387591,26
1485175391142,26
1485175394522,26
1485175398198,26
1485175401390,26
1485175404770,26
1485175408399,26
1485175411415,26
1485175414486,26
1485175417651,26
1485175420923,26
1485175423993,26
1485175427013,26
1485175430218,26
1485175433540,26
1485175436569,26
1485175439592,26
1485175442886,26
1485175446248,26
1485175449269,26
1485175452311,26
1485175455441,26
1485175458586,26
1485175461609,26
1485175464624,26
1485175467672,26
1485175470799,26
1485175473811,26
1485175476829,26
