timestamp_ms,max_file_descriptors,open_file_descriptors
1485174343923,64000,181
1485174346961,64000,185
1485174349973,64000,187
1485174353027,64000,203
1485174356044,64000,199
1485174359189,64000,201
1485174362225,64000,201
1485174365248,64000,218
1485174368307,64000,220
1485174371582,64000,218
1485174374604,64000,226
1485174377659,64000,244
1485174380683,64000,251
1485174383726,64000,245
1485174386854,64000,259
1485174389939,64000,272
1485174392950,64000,275
1485174395971,64000,274
1485174398991,64000,282
1485174402040,64000,299
1485174405250,64000,305
1485174408299,64000,322
1485174412598,64000,319
1485174415998,64000,326
1485174419098,64000,332
1485174422386,64000,338
1485174425420,64000,344
1485174429191,64000,340
1485174432072,64000,311
1485174435571,64000,310
1485174438057,64000,314
1485174441358,64000,314
1485174444890,64000,318
1485174448274,64000,323
1485174451563,64000,329
1485174454665,64000,335
1485174457217,64000,338
1485174460871,64000,328
1485174464638,64000,322
1485174467686,64000,322
1485174470744,64000,321
1485174474491,64000,319
1485174477602,64000,309
1485174480666,64000,317
1485174483699,64000,319
1485174485745,64000,324
1485174489740,64000,328
1485174491998,64000,334
1485174495857,64000,332
1485174499179,64000,337
1485174502274,64000,334
1485174505438,64000,342
1485174508475,64000,344
1485174511519,64000,337
1485174514533,64000,344
1485174517263,64000,347
1485174520361,64000,371
1485174523584,64000,379
1485174526982,64000,377
1485174530136,64000,377
1485174533322,64000,387
1485174536343,64000,389
1485174539750,64000,388
1485174542774,64000,393
1485174546011,64000,398
1485174549230,64000,402
1485174552817,64000,412
1485174556111,64000,413
1485174559130,64000,418
1485174562323,64000,418
1485174565539,64000,420
1485174568757,64000,423
1485174571767,64000,430
1485174574979,64000,432
1485174578149,64000,442
1485174581456,64000,448
1485174584478,64000,440
1485174587497,64000,424
1485174590729,64000,419
1485174593958,64000,415
1485174598585,64000,430
1485174602372,64000,408
1485174605392,64000,399
1485174608413,64000,392
1485174611678,64000,400
1485174614710,64000,401
1485174617742,64000,406
1485174620764,64000,414
1485174622970,64000,414
1485174626476,64000,401
1485174629992,64000,413
1485174633179,64000,418
1485174636193,64000,400
1485174639366,64000,406
1485174642688,64000,412
1485174645704,64000,402
1485174647962,64000,387
1485174650985,64000,394
1485174655668,64000,392
1485174658788,64000,388
1485174661882,64000,381
1485174664935,64000,374
1485174668031,64000,368
1485174671214,64000,371
1485174674498,64000,374
1485174679393,64000,363
1485174682505,64000,372
1485174685704,64000,374
1485174689053,64000,382
1485174692354,64000,390
1485174695483,64000,386
1485174698605,64000,389
1485174702092,64000,385
1485174705214,64000,391
1485174709041,64000,399
1485174712911,64000,404
1485174717189,64000,412
1485174720373,64000,407
1485174722769,64000,408
1485174725791,64000,417
1485174730079,64000,423
1485174732326,64000,426
1485174735432,64000,434
1485174738644,64000,428
1485174743025,64000,439
1485174745312,64000,441
1485174748463,64000,439
1485174752835,64000,444
1485174756091,64000,447
1485174759120,64000,451
1485174762378,64000,448
1485174766017,64000,448
1485174769635,64000,450
1485174773067,64000,438
1485174777341,64000,427
1485174780438,64000,415
1485174783676,64000,418
1485174787496,64000,414
1485174790680,64000,405
1485174793985,64000,404
1485174798627,64000,408
1485174801871,64000,414
1485174805138,64000,403
1485174808349,64000,411
1485174811465,64000,401
1485174814865,64000,412
1485174818048,64000,421
1485174822003,64000,425
1485174825053,64000,436
1485174828192,64000,437
1485174830946,64000,430
1485174834488,64000,422
1485174837657,64000,426
1485174840766,64000,427
1485174844202,64000,438
1485174848504,64000,441
1485174851787,64000,443
1485174854982,64000,460
1485174858568,64000,467
1485174861875,64000,477
1485174869186,64000,464
1485174872816,64000,471
1485174875930,64000,476
1485174879227,64000,483
1485174883240,64000,478
1485174886521,64000,469
1485174890196,64000,477
1485174893989,64000,476
1485174897275,64000,478
1485174900963,64000,470
1485174905154,64000,462
1485174908184,64000,456
1485174911721,64000,468
1485174915566,64000,476
1485174918952,64000,466
1485174922279,64000,458
1485174925400,64000,452
1485174928541,64000,454
1485174936103,64000,442
1485174939145,64000,440
1485174942298,64000,445
1485174945561,64000,445
1485174948890,64000,441
1485174952088,64000,448
1485174955159,64000,434
1485174958839,64000,442
1485174962403,64000,418
1485174965564,64000,432
1485174969080,64000,428
1485174972486,64000,434
1485174975903,64000,427
1485174980816,64000,414
1485174983482,64000,423
1485174986683,64000,421
1485174990037,64000,422
1485174993720,64000,430
1485174996867,64000,425
1485175001272,64000,422
1485175004204,64000,426
1485175007349,64000,432
1485175011922,64000,442
1485175014944,64000,439
1485175018120,64000,437
1485175022661,64000,446
1485175026151,64000,447
1485175029399,64000,456
1485175033126,64000,428
1485175036911,64000,433
1485175039955,64000,435
1485175044903,64000,441
1485175047923,64000,451
1485175051271,64000,444
1485175054896,64000,439
1485175058738,64000,451
1485175062187,64000,450
1485175065658,64000,446
1485175069319,64000,448
1485175072460,64000,448
1485175075934,64000,448
1485175079394,64000,450
1485175082737,64000,451
1485175086934,64000,441
1485175090576,64000,445
1485175093593,64000,441
1485175096763,64000,444
1485175100637,64000,439
1485175103770,64000,443
1485175108811,64000,438
1485175114024,64000,443
1485175119372,64000,443
