timestamp_client_hostname:all-server_hostname:all-server_port:all-server_port:all_ms,client_hostname:all-server_hostname:all-server_port:all-server_port:all,timestamp_client_hostname:perf102-server_hostname:perf104-server_port:21000_ms,client_hostname:perf102-server_hostname:perf104-server_port:21000,timestamp_client_hostname:perf102-server_hostname:perf104-server_port:22000_ms,client_hostname:perf102-server_hostname:perf104-server_port:22000
1459955127646,93.104367981937,1459955122429,88.2404795486601,1459955127646,93.0989583333333
1459955128647,93.0382492256183,1459955123430,88.1549977983267,1459955128647,93.0297397769517
1459955129648,93.16196617909,1459955124431,92.0798454603992,1459955129648,93.1596091205212
1459955130649,93.2344734518459,1459955125432,93.2724562057398,1459955130649,93.2377049180328
1459955131650,93.191857557489,1459955126433,93.1682799702159,1459955131650,93.2203389830508
1459955132651,93.1129552218039,1459955127434,93.133606252326,1459955132651,93.0729893072989
1459955133652,93.2442323818261,1459955128435,93.0210946938017,1459955133652,93.2377049180328
1459955134653,93.158666587513,1459955129436,93.1422722620266,1459955134653,93.1509398846082
1459955135654,93.1831308309259,1459955130437,93.2463903120633,1459955135654,93.1856265127537
1459955136655,93.2836364455451,1459955131437,93.1749359422315,1459955136655,93.2811480756686
1459955137656,93.2622475108738,1459955132438,93.1206102609424,1459955137656,93.2724562057398
1459955138657,93.1918205460569,1459955133439,93.2724562057398,1459955138657,93.2029795158287
1459955139658,93.1652069020925,1459955134439,93.1705953601043,1459955139658,93.1509398846082
1459955140659,93.127422241885,1459955135440,93.1509398846082,1459955140659,93.133606252326
1459955141660,93.0961827124212,1459955136441,93.2898415657036,1459955141660,93.0903003812889
1459955142661,93.086897513634,1459955137442,93.2724562057398,1459955142661,93.0903003812889
1459955143662,93.0974063000356,1459955138443,93.1769524341432,1459955143662,93.0989583333333
1459955144663,93.1144276024363,1459955139444,93.1943022064985,1459955144663,93.1162790697674
1459955145664,93.0937038819178,1459955140445,93.1249418550563,1459955145664,93.0903003812889
1459955146665,93.0921515042411,1459955141446,93.1076178960097,1459955146665,93.0903003812889
1459955147666,93.1249256530229,1459955142447,93.0816440394272,1459955147666,93.1162790697674
1459955148667,93.2262956367554,1459955143448,93.0903003812889,1459955148667,93.2550773243898
1459955149668,93.1374392929605,1459955144449,93.1162790697674,1459955149669,93.1746326948112
1459955150669,93.2147652828955,1459955145450,93.0989583333333,1459955150670,93.1249418550563
1459955151670,93.3354232867851,1459955146451,93.0903003812889,1459955151671,93.0383864671438
1459955152671,92.9637746937676,1459955147452,93.1076178960097,1459955152672,92.9433611884865
1459955153672,92.973541422583,1459955148453,93.2290211418459,1459955153673,92.9778933680104
1459955154673,93.0627469643243,1459955149454,93.0816440394272,1459955154674,93.0556846704471
1459955155674,93.1239775373144,1459955150455,93.1682799702159,1459955155675,93.1596091205212
1459955156675,93.0928068469694,1459955151456,93.8056414581576,1459955156676,93.1076178960097
1459955157676,93.0520176184596,1459955152457,92.9951690821256,1459955157677,93.0470347648262
1459955158677,93.0646199280078,1459955153458,92.9433611884865,1459955158678,93.0643361844552
1459955159678,93.201366151111,1459955154459,93.0643361844552,1459955159679,93.215998510034
1459955160679,93.1534963673608,1459955155460,93.0903003812889,1459955160680,93.1292738521654
1459955161680,93.2097817660468,1459955156461,93.0816440394272,1459955161681,93.1769524341432
1459955162681,93.2234594695861,1459955157462,93.0643361844552,1459955162682,93.2203389830508
1459955163682,93.17891429467,1459955158463,93.0297397769517,1459955163683,93.1943022064985
1459955164683,93.0853852580234,1459955159464,93.1943022064985,1459955164684,93.0816440394272
1459955165684,93.1156231980257,1459955160465,93.1596091205212,1459955165685,93.1076178960097
1459955166685,93.1302851232742,1459955161467,93.2439977666108,1459955166686,93.133606252326
1459955167686,93.0507560116201,1459955162468,93.2377049180328,1459955167687,93.0556846704471
1459955168687,93.0846749700603,1459955163469,93.1856265127537,1459955168688,93.0816440394272
1459955169688,93.1354299621597,1459955164470,93.0816440394272,1459955169689,93.1249418550563
1459955170689,93.186443404133,1459955165471,93.1162790697674,1459955170690,93.1856265127537
1459955171690,93.2805479434877,1459955166472,93.1509398846082,1459955171691,93.2898415657036
1459955172691,93.1872532480791,1459955167473,93.0383864671438,1459955172692,93.1769524341432
1459955173692,93.1834161100015,1459955168474,93.0729893072989,1459955173693,93.1769524341432
1459955174693,93.2550328577047,1459955169475,93.1422722620266,1459955174694,93.2724562057398
,,1459955170476,93.1596091205212,1459955175695,93.1856265127537
,,1459955171477,93.2898415657036,1459955176696,93.1682799702159
,,1459955172478,93.2029795158287,1459955177697,93.1856265127537
,,1459955173479,93.1769524341432,1459955178698,92.0629081210337
,,1459955174480,93.2377049180328,1459955179699,88.0851812741992
,,1459955175481,93.2377049180328,1459955180700,88.1084411583487
