timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23
1459955117000,1.98,0,1,0,1.01,100,0,100,1,0,0,0,0,0,1.98,0,0.99,0,1,0,0,0,0,0
1459955118000,0,0,1.01,0,1,100,0,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1459955119000,0,0,9,0,0,100,0,100,0,0,0,0,0,0,2,0,0,0,0,0,0.99,0,0,0.99
1459955120000,0,0,10.1,0,0.99,100,1.98,100,0.99,0,0,0,0,0,1,0,0,0,0,0,0,0,1.98,0
1459955121000,0,0,9.37,0,0,100,1,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1459955122000,0,0,12,0,0,100,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0.99,0,0,0
1459955123000,0,0,11.22,0,0,100,0,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.98,0
1459955124000,0,0,10.42,0,3,100,0,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0
1459955125000,0,0,8.79,0,6.06,100,0,100,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0.99,0
1459955126000,0,0,7.69,0,5.1,100,0,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0.99,0,1,0
1459955127000,0,0,8.7,0,5.05,100,1,100,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0
1459955128000,0,0,5.56,0,6.06,100,1,100,0,0,0,0,0,0,2,0,0,0,0,0,0.99,0,0.99,0
1459955129000,0,0,6.59,0,5.1,100,1.98,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0.99
1459955130000,0,0,8.61,0,6.93,100,1.01,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.98,0
1459955131000,0,0.99,7.61,0,5.1,100,1,100,0,0,0,0,0,0,1.98,0,0,0,0,0,1,0,0,0
1459955132000,0,0,7.69,0,6.06,100,2,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0
1459955133000,0,0,7.53,0,7,100,1.98,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.98,0
1459955134000,0,0,6.67,0,4.08,100,1.01,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1459955135000,0,0,7.61,0,7,100,2,100,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0
1459955136000,0,0,6.59,0,5.1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1459955137000,0,0,6.59,0,6,100,2.97,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.99,0
1459955138000,0,0,6.59,0,6.06,100,1,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0.99,0,0,0
1459955139000,0,0,9.57,0,6.06,100,2,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.99
1459955140000,0,0,6.59,0.99,6.06,100,1.01,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1459955141000,0,0,7.61,0,5.05,100,1.98,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1459955142000,0,0,7.61,0,7.92,100,2,100,0,0,0,0,0,0,1.98,0,0,0,0,0,0.99,0,1,0
1459955143000,0,0,5.55,0,4.12,100,1,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0
1459955144000,0,0,7.61,0,5.1,100,2,100,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,1,0
1459955145000,0,0,7.69,0,6.93,100,1.01,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,1,0
1459955146000,0,0,7.61,0,7,100,1,100,0,0,0,0,0,0,2.97,0,0,0,0,0,0.99,0,0,0
1459955147000,0,0,7.61,0,5.1,100,2,100,0,0,0.99,0,0,0,1,0,0,0,0,0,1,0,1,0
1459955148000,0,0,6.59,0,6.93,100,1,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,1,0
1459955149000,0,0.99,7.61,0,7.07,100,2.97,100,0,0,0,0,0,0,2,0,0.99,0,0,0,0,0,0.99,0.99
1459955150000,0,0,6.59,0,4.12,100,1.01,100,0,0,0,0,0,0,1,0,0,0,0,0,0.99,0,0,0
1459955151000,0,0,8.61,0,7.84,100,2,100,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,1.98,0
1459955152000,0,0,6.59,0,5.1,100,1.98,100,1,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0
1459955153000,0,0,8.61,0,7.84,100,1.01,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,1,0
1459955154000,0,0,7.61,0,6.06,100,1.98,100,0,0,0,0,0,0,2,0,0,0,0,0,0.99,0,0,0
1459955155000,0,0,7.61,0,6.06,100,1.01,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.99,0
1459955156000,0,0,5.56,0,5.1,100,2,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
1459955157000,0,0,7.6,0,6,100,1.98,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1459955158000,0,0,7.69,0,5.1,100,1.01,100,0,0,0,0,0,0,2.97,0,0,0,0,0,0.99,0,0,0
1459955159000,0,0,7.61,0,7,100,1.98,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,1,0.99
1459955160000,0,0,7.61,0.99,5.05,100,1.01,100,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0
1459955161000,0,0,6.59,0,6.06,100,2,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,1,0
1459955162000,0,0,7.61,0,5.1,100,1,100,0,0,0,0,0,0,2,0,0,0,0,0,0.99,0,1,0
1459955163000,0,0,6.59,0,6.06,100,2,100,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0.99,0
1459955164000,0,0,7.61,0,7,100,1,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0
1459955165000,0,0,7.61,0,6,100,2,100,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,1,0
1459955166000,0,0,6.59,0,5.1,100,1.98,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0.99,0,0,0
1459955167000,0,0,6.59,0,6.06,100,2,100,0,0,0,0,0,0,1.01,0,0,0,0,0,1,0,1,0
1459955168000,0,0,6.59,0,4.08,100,1.01,100,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,1,0
1459955169000,0,0,6.67,0,6.06,100,2,100,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,1
1459955170000,0,0,7.61,0,6,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0.99,0,1,0
1459955171000,0,0.99,7.61,0,6.06,100,2,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1459955172000,0,0,6.59,0,6.06,100,1.01,100,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.99,0
1459955173000,0,0,6.59,0,6,100,2.94,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1459955174000,0,0,7.61,0,6.06,100,0,100,0,0,0,0,0,0,2,0,0,0,0,0,0.99,0,0,0
