timestamp_ms,172.168.10.88-latency_us
1426179733889.0105,57.8188541711792
1426179735891.0588,58.0404098810663
1426179737893.1108,57.7944380620147
1426179739895.1638,57.7242678329441
1426179741897.2175,56.8215859060141
1426179743899.2695,57.7758380423569
1426179744900.2957,57.4361604869538
1426179745901.3203,57.2897990158029
1426179746902.3452,56.9314054679947
1426179747903.3674,57.1881979431487
1426179748904.3965,58.0340340155589
1426179749905.4250,57.6297388861903
1426179750906.4500,57.9213020305945
1426179751907.4712,58.0588255218151
1426179752908.4963,56.5327354427274
1426179753909.5208,57.6826330564999
1426179754910.5459,57.3554773668925
1426179755911.5723,56.757179066026
1426179756912.4292,58.4510268991269
1426179757913.4497,57.6392300231761
1426179758914.4734,58.1652342615122
1426179759915.4956,57.348737713943
1426179760916.5210,57.4740420637882
1426179761917.5479,58.614993293638
1426179762918.5710,57.4541234781252
1426179763919.5911,57.7039930555556
1426179764920.6143,57.1018050460269
1426179765921.6353,58.0874482732983
1426179766922.6653,58.0913433900229
1426179767923.6895,58.1314848967407
1426179768924.7136,56.8343933413885
1426179769925.7383,57.7992180959134
1426179770926.7644,57.1247823235584
1426179771927.7881,57.899455239784
1426179772928.8137,57.4394281891049
1426179773929.4231,57.4369654440044
1426179774930.4463,57.0741315559254
1426179775931.4719,57.8126268995452
1426179776932.4958,56.6029926933135
1426179777933.5195,57.1164944448605
1426179778934.5474,58.111449670919
1426179779935.4314,58.0795005630549
1426179780936.4551,57.8526083130454
1426179781937.4858,57.9283447654148
1426179782938.5110,56.2199964328087
1426179784940.5691,58.053902308183
1426179786942.6279,58.1652626334617
1426179788944.6782,57.0677632270466
1426179790946.7300,58.3127817078321
1426179793148.8545,69.2635583434851
