timestamp_client_hostname:all-server_hostname:all-server_port:all-server_port:all_ms,client_hostname:all-server_hostname:all-server_port:all-server_port:all,timestamp_client_hostname:perf102-server_hostname:perf104-server_port:21000_ms,client_hostname:perf102-server_hostname:perf104-server_port:21000,timestamp_client_hostname:perf102-server_hostname:perf104-server_port:22000_ms,client_hostname:perf102-server_hostname:perf104-server_port:22000
1459955962150,425.459573393768,1459955961149,425.414364640884,1459955961417,425.504782146652
1459955963151,425.360300850685,1459955962150,425.414364640884,1459955962418,425.504782146652
1459955964153,425.602757339733,1459955963151,425.414364640884,1459955963419,425.233644859813
1459955965154,425.480678884388,1459955964153,425.83935401615,1459955964420,425.414364640884
1459955966155,425.528923851734,1459955965154,425.414364640884,1459955965421,425.595238095238
1459955967156,425.571115611565,1459955966155,425.595238095238,1459955966422,425.414364640884
1459955968157,425.438487124557,1459955967156,425.595238095238,1459955967423,425.595238095238
1459955969158,425.571115611565,1459955968157,425.414364640884,1459955968424,425.414364640884
1459955970159,425.595238095238,1459955969158,425.595238095238,1459955969425,425.595238095238
1459955971160,425.438487124557,1459955970159,425.595238095238,1459955970426,425.595238095238
1459955972161,425.414364640884,1459955971160,425.414364640884,1459955971427,425.414364640884
1459955973162,425.571115611565,1459955972161,425.414364640884,1459955972428,425.414364640884
1459955974163,425.504801368061,1459955973162,425.595238095238,1459955973429,425.595238095238
1459955975164,425.528923851734,1459955974163,425.414364640884,1459955974430,425.595238095238
1459955976165,425.571115611565,1459955975164,425.595238095238,1459955975431,425.414364640884
1459955977166,425.595238095238,1459955976165,425.595238095238,1459955976432,425.595238095238
1459955978167,425.438487124557,1459955977166,425.595238095238,1459955977433,425.595238095238
1459955979168,425.571115611565,1459955978167,425.414364640884,1459955978434,425.414364640884
1459955980169,425.438487124557,1459955979168,425.595238095238,1459955979435,425.595238095238
1459955981170,425.571115611565,1459955980169,425.414364640884,1459955980436,425.414364640884
1459955982171,425.438487124557,1459955981170,425.595238095238,1459955981437,425.595238095238
1459955983172,425.480678884388,1459955982171,425.414364640884,1459955982438,425.414364640884
1459955984173,425.528923851734,1459955983172,425.414364640884,1459955983439,425.595238095238
1459955985174,425.414364640884,1459955984173,425.595238095238,1459955984440,425.414364640884
1459955986175,425.414364640884,1459955985174,425.414364640884,1459955985441,425.414364640884
1459955987176,425.414364640884,1459955986175,425.414364640884,1459955986442,425.414364640884
1459955988177,425.414364640884,1459955987176,425.414364640884,1459955987443,425.414364640884
1459955989178,425.414364640884,1459955988177,425.414364640884,1459955988444,425.414364640884
1459955990179,425.571115611565,1459955989178,425.414364640884,1459955989445,425.414364640884
1459955991180,425.438487124557,1459955990179,425.595238095238,1459955990446,425.595238095238
1459955992181,425.414364640884,1459955991180,425.414364640884,1459955991447,425.414364640884
1459955993182,425.480678884388,1459955992181,425.414364640884,1459955992448,425.414364640884
1459955994183,425.372229222805,1459955993182,425.414364640884,1459955993449,425.595238095238
1459955995184,425.547013622781,1459955994183,425.414364640884,1459955994450,425.233644859813
1459955996185,425.504801368061,1459955995184,425.595238095238,1459955995451,425.595238095238
1459955997186,425.528923851734,1459955996185,425.414364640884,1459955996452,425.595238095238
1459955998187,425.480678884388,1459955997186,425.595238095238,1459955997453,425.414364640884
1459955999188,425.215667700499,1459955998187,425.414364640884,1459955998454,425.595238095238
1459956000189,425.366181132096,1459955999188,425.233644859813,1459955999455,425.053078556263
1459956001190,425.414364640884,1459956000189,425.414364640884,1459956000456,425.414364640884
1459956002191,426.672115713099,1459956001190,425.414364640884,1459956001457,425.414364640884
1459956003192,425.607920569576,1459956002191,426.865671641791,1459956002458,426.865671641791
1459956004193,425.324004750349,1459956003192,425.414364640884,1459956003459,425.414364640884
1459956005194,425.414364640884,1459956004193,425.233644859813,1459956004460,425.414364640884
1459956006195,425.414364640884,1459956005194,425.414364640884,1459956005461,425.414364640884
1459956007196,425.503766520293,1459956006195,425.414364640884,1459956006462,425.414364640884
1459956008197,425.44703989899,1459956007196,425.414364640884,1459956007464,425.658453695837
1459956009198,425.257837118218,1459956008197,425.414364640884,1459956008465,425.414364640884
1459956010199,425.390172382479,1459956009198,425.233644859813,1459956009466,425.233644859813
1459956011200,425.324004750349,1459956010199,425.414364640884,1459956010467,425.414364640884
1459956012201,425.414364640884,1459956011200,425.233644859813,1459956011468,425.414364640884
1459956013202,424.411358561909,1459956012201,425.414364640884,1459956012469,425.414364640884
,,1459956013202,424.33234421365,1459956013470,424.152542372881
,,1459956014203,425.414364640884,1459956014471,425.414364640884
