timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1424886532000,0.00,12.46,31.65,42.09,0.67,0.00,1.01,0.00,10.44,1.68
1424886535000,0.00,0.34,2.01,87.92,0.00,0.00,1.34,0.00,4.36,4.03
1424886538000,0.00,1.68,65.77,25.50,0.67,0.00,1.01,0.00,3.36,2.01
1424886541000,0.00,0.34,97.96,0.34,0.00,0.00,0.00,0.00,0.68,0.68
1424886544000,0.00,0.34,93.24,2.36,0.34,0.34,0.34,0.00,0.68,2.36
1424886547000,0.00,0.34,97.64,0.34,0.34,0.00,0.34,0.00,0.68,0.34
1424886550000,0.00,0.00,92.57,3.72,0.34,0.00,0.34,0.00,1.35,1.69
1424886553000,0.00,0.34,93.56,4.07,0.00,0.34,0.00,0.00,0.68,1.02
1424886556000,0.00,0.68,96.96,0.34,0.34,0.00,0.00,0.00,0.68,1.01
1424886559000,0.00,1.67,87.29,5.35,0.67,0.00,0.67,0.00,1.67,2.68
1424886562000,0.00,1.64,93.09,1.32,0.33,0.00,0.00,0.00,1.97,1.64
1424886565000,0.00,0.34,84.48,3.79,0.69,0.00,1.03,0.00,2.41,7.24
1424886568000,0.00,0.00,91.13,2.73,0.68,0.00,0.34,0.00,1.02,4.10
1424886571000,0.00,0.00,22.97,3.38,0.68,0.00,0.34,0.00,65.54,7.09
1424886574000,0.00,0.00,0.00,0.00,0.67,0.00,0.33,0.00,91.00,8.00
1424886577000,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,92.00,7.33
1424886580000,0.00,0.00,33.11,2.65,0.66,0.00,0.66,0.00,57.62,5.30
1424886583000,0.00,0.00,94.44,2.94,2.29,0.00,0.00,0.00,0.00,0.33
1424886586000,0.00,0.00,96.66,2.68,0.00,0.00,0.00,0.00,0.00,0.67
1424886589000,0.00,0.00,97.67,1.33,0.00,0.00,0.00,0.00,0.33,0.66
1424886592000,0.00,0.00,99.66,0.34,0.00,0.00,0.00,0.00,0.00,0.00
