timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1424886532000,0.00,54.70,27.52,16.11,0.34,0.34,0.00,0.00,0.34,0.67
1424886535000,0.00,0.34,53.87,42.76,0.34,0.00,0.00,0.00,1.01,1.68
1424886538000,0.00,2.70,33.45,60.14,0.34,0.00,0.00,0.00,2.03,1.35
1424886541000,0.00,0.68,95.58,0.00,0.00,0.00,0.00,0.00,1.36,2.38
1424886544000,0.00,0.34,89.53,6.08,0.34,0.00,0.34,0.00,1.69,1.69
1424886547000,0.00,0.34,94.24,2.71,0.34,0.00,0.00,0.00,1.36,1.02
1424886550000,0.00,0.67,94.95,0.00,0.00,0.00,0.00,0.00,1.68,2.69
1424886553000,0.00,0.67,94.61,1.68,0.34,0.00,0.34,0.00,1.01,1.35
1424886556000,0.00,0.00,94.22,3.06,0.34,0.00,0.00,0.00,1.02,1.36
1424886559000,0.00,2.66,74.42,11.30,0.00,0.00,0.00,0.00,2.33,9.30
1424886562000,0.00,1.99,93.71,0.00,0.33,0.00,0.33,0.00,1.99,1.66
1424886565000,0.00,0.34,86.73,2.04,0.34,0.00,0.00,0.00,2.04,8.50
1424886568000,0.00,0.00,90.57,2.36,0.34,0.00,0.00,0.00,2.02,4.71
1424886571000,0.00,0.68,85.47,4.05,0.00,0.00,0.34,0.00,2.36,7.09
1424886574000,0.00,1.01,95.97,0.00,0.00,0.00,0.34,0.00,1.01,1.68
1424886577000,0.00,0.00,94.26,3.04,0.34,0.00,0.00,0.00,1.01,1.35
1424886580000,0.00,1.34,94.97,0.67,0.34,0.00,0.00,0.00,1.34,1.34
1424886583000,0.00,0.34,95.29,0.00,0.34,0.00,0.00,0.00,1.68,2.36
1424886586000,0.00,0.34,96.27,0.00,0.00,0.00,0.00,0.00,1.36,2.03
1424886589000,0.00,0.34,94.97,0.67,0.34,0.00,0.34,0.00,1.68,1.68
1424886592000,0.00,0.68,96.26,0.00,0.00,0.00,0.00,0.00,2.04,1.02
