timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07
1424886532000,3541.11,1576.65,1369.51,1700.68,1730.95,2493.91,1719.24,2008.23
1424886535000,3595.85,3520.44,3580.98,3588.46,3514.00,3526.24,3525.71,3542.80
1424886538000,3556.61,3564.63,3572.43,3588.46,3514.00,3524.55,3550.07,3526.87
1424886541000,3525.29,3560.09,3583.72,3523.50,3557.25,3545.64,3523.92,3520.33
1424886544000,3568.21,3518.33,3600.17,3645.21,3558.09,3557.67,3505.14,3509.78
1424886547000,3524.55,3536.05,3576.55,3500.29,3508.31,3539.32,3524.66,3516.32
1424886550000,3535.62,3539.10,3604.39,3612.30,3548.28,3561.89,3518.33,3528.24
1424886553000,3549.55,3590.47,3566.53,3561.99,3575.60,3548.39,3499.98,3502.08
1424886556000,3586.25,3531.62,3559.14,3620.32,3539.21,3527.08,3539.63,3505.57
1424886559000,3502.93,3491.75,3531.83,3584.88,3497.97,3587.62,3512.74,3504.19
1424886562000,3527.82,3544.59,3590.78,3536.47,3529.82,3511.05,3533.41,3509.68
1424886565000,3500.50,3561.89,3551.76,3497.97,3500.08,3500.08,3500.08,3501.98
1424886568000,3529.61,3519.91,3689.29,3545.85,3554.50,3526.34,3537.21,3504.51
1424886571000,3667.57,3514.42,3529.30,3527.40,3562.83,3532.46,3503.98,3537.00
1424886574000,3589.62,3601.75,3561.04,3543.85,3535.52,3546.49,3524.87,3500.71
1424886577000,3621.48,3543.11,3557.03,3580.24,3564.21,3546.70,3530.98,3535.41
1424886580000,3557.98,3587.20,3512.95,3501.35,3512.63,3538.47,3520.23,3524.97
1424886583000,3609.56,3558.30,3504.19,3500.92,3546.80,3515.06,3563.05,3556.19
1424886586000,3571.38,3583.93,3588.57,3517.27,3549.33,3552.60,3524.55,3527.29
1424886589000,3658.81,3600.49,3566.10,3515.80,3565.16,3571.38,3527.61,3513.16
1424886592000,3675.90,3622.11,3550.60,3519.17,3522.76,3553.98,3545.22,3561.89
