timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1424886532000,0.00,10.40,35.57,44.30,0.00,0.00,0.00,0.00,8.39,1.34
1424886535000,0.00,0.00,0.00,90.00,0.00,0.00,0.00,0.00,7.33,2.67
1424886538000,0.00,0.68,35.47,61.82,0.00,0.00,0.00,0.00,1.35,0.68
1424886541000,0.00,0.33,96.66,2.68,0.00,0.00,0.00,0.00,0.33,0.00
1424886544000,0.00,0.00,98.99,0.34,0.00,0.00,0.00,0.00,0.34,0.34
1424886547000,0.00,0.34,98.99,0.00,0.00,0.00,0.00,0.00,0.34,0.34
1424886550000,0.00,0.33,97.66,1.67,0.00,0.00,0.00,0.00,0.00,0.33
1424886553000,0.00,0.67,97.32,1.34,0.00,0.00,0.00,0.00,0.34,0.34
1424886556000,0.00,0.67,98.99,0.00,0.00,0.00,0.00,0.00,0.34,0.00
1424886559000,0.00,2.63,92.43,0.00,0.00,0.00,0.00,0.00,0.99,3.95
1424886562000,0.00,0.99,98.02,0.00,0.00,0.00,0.00,0.00,0.66,0.33
1424886565000,0.00,1.01,80.54,4.36,0.00,0.00,0.00,0.00,1.01,13.09
1424886568000,0.00,0.34,95.29,0.34,0.00,0.00,0.00,0.00,0.34,3.70
1424886571000,0.00,0.00,79.87,10.74,0.00,0.00,0.00,0.00,0.34,9.06
1424886574000,0.00,0.00,96.00,3.67,0.00,0.00,0.00,0.00,0.00,0.33
1424886577000,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1424886580000,0.00,0.00,63.46,0.00,0.00,0.00,0.00,0.00,33.55,2.99
1424886583000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.33,8.67
1424886586000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.31,6.69
1424886589000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.33,7.67
1424886592000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.67,8.33
