timestamp_ms,gnice,guest,idle,iowait,irq,nice,soft,steal,sys,usr
1424886532000,0.00,53.33,29.00,16.33,0.33,0.00,0.00,0.00,0.33,0.67
1424886535000,0.00,0.00,39.46,59.53,0.33,0.00,0.00,0.00,0.33,0.33
1424886538000,0.00,1.01,71.28,24.32,0.00,0.00,0.00,0.00,2.03,1.35
1424886541000,0.00,0.68,98.99,0.00,0.00,0.00,0.00,0.00,0.00,0.34
1424886544000,0.00,0.00,95.64,3.69,0.00,0.00,0.00,0.00,0.34,0.34
1424886547000,0.00,0.67,97.99,0.00,0.34,0.00,0.00,0.00,0.00,1.01
1424886550000,0.00,0.00,98.32,0.34,0.00,0.00,0.00,0.00,0.34,1.01
1424886553000,0.00,0.34,98.32,0.00,0.00,0.00,0.00,0.00,0.34,1.01
1424886556000,0.00,0.00,99.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
1424886559000,0.00,2.00,88.67,6.33,0.00,0.00,0.00,0.00,1.00,2.00
1424886562000,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.67,1.33
1424886565000,0.00,0.34,85.86,1.01,0.00,0.00,0.00,0.00,1.35,11.45
1424886568000,0.00,0.34,98.65,0.00,0.00,0.00,0.00,0.00,0.34,0.68
1424886571000,0.00,0.34,96.97,0.00,0.00,0.00,0.00,0.00,0.67,2.02
1424886574000,0.00,0.33,99.33,0.00,0.00,0.00,0.00,0.00,0.33,0.00
1424886577000,0.00,0.33,87.96,9.03,0.00,0.00,0.00,0.00,0.67,2.01
1424886580000,0.00,0.33,95.32,3.34,0.00,0.00,0.00,0.00,0.33,0.67
1424886583000,0.00,0.00,98.00,0.00,0.33,0.00,0.00,0.00,0.67,1.00
1424886586000,0.00,0.00,99.67,0.00,0.00,0.00,0.00,0.00,0.00,0.33
1424886589000,0.00,0.33,96.99,2.34,0.00,0.00,0.00,0.00,0.33,0.00
1424886592000,0.00,0.00,99.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67
