timestamp_ms,CPU_000,CPU_001,CPU_002,CPU_003,CPU_004,CPU_005,CPU_006,CPU_007,CPU_008,CPU_009,CPU_010,CPU_011,CPU_012,CPU_013,CPU_014,CPU_015,CPU_016,CPU_017,CPU_018,CPU_019,CPU_020,CPU_021,CPU_022,CPU_023,CPU_024,CPU_025,CPU_026,CPU_027,CPU_028,CPU_029,CPU_030,CPU_031,CPU_032,CPU_033,CPU_034,CPU_035,CPU_036,CPU_037,CPU_038,CPU_039,CPU_040,CPU_041,CPU_042,CPU_043,CPU_044,CPU_045
1523641706133.49,5.9872473774731,1.33049941721624,0.665249708608122,0.332624854304061,0,0,0.332624854304061,0.665249708608122,0.332624854304061,0.997874562912182,0,0.665249708608122,0.665249708608122,0.665249708608122,0.332624854304061,0,0.665249708608122,0.332624854304061,0.332624854304061,0.997874562912182,0.665249708608122,1.99574912582436,0.665249708608122,15.3007432979868,0.665249708608122,0.665249708608122,0,0.332624854304061,0.332624854304061,0.332624854304061,0.665249708608122,2.32837398012843,0.332624854304061,0.665249708608122,0.665249708608122,0.665249708608122,0.665249708608122,0.332624854304061,1.6631242715203,0.665249708608122,0.665249708608122,0.332624854304061,0.665249708608122,0.665249708608122,0.997874562912182,0.332624854304061
1523641709139.93,0.665238634058496,0.332619317029248,0.332619317029248,0,0,0,0.332619317029248,0,0,2.66095453623399,0,0,0.332619317029248,0,0,0,0,0.332619317029248,0,0.332619317029248,0.332619317029248,0.332619317029248,0,14.9678692663162,0,0.665238634058496,0,0,0.332619317029248,0.332619317029248,0,1.33047726811699,0,0,0.332619317029248,0,0,0,0,0,0.332619317029248,0.332619317029248,0.665238634058496,0,0,0
1523641712147.58,1.9949128747615,0,0.332485479126917,0,0,0,0.332485479126917,0.332485479126917,0,1.32994191650767,0,0,0.664970958253834,0,0,0,0,0,0,0.332485479126917,0.664970958253834,0.332485479126917,0,14.9618465607113,0,0.332485479126917,0,0,0.332485479126917,0.332485479126917,0,1.32994191650767,0,0,0.997456437380752,0,0,0,0,0.332485479126917,0,0.332485479126917,0.332485479126917,0.664970958253834,0.332485479126917,0
1523641715153.72,0.332652516427764,0.332652516427764,0.332652516427764,0,0,0.332652516427764,0,0.332652516427764,0,1.66326258213882,0,0,0,0,0,0,0,0,0,0.332652516427764,0,0.665305032855527,0,15.9673207885326,0,0.332652516427764,0,0,0,0.332652516427764,0,1.99591509856658,0,0,0,0,0,0,0,0.332652516427764,0,0.332652516427764,0.665305032855527,0.332652516427764,1.66326258213882,0
1523641718159.93,0.997934289015674,0,0.665289526010449,0,0,0.665289526010449,0,0.332644763005225,0,0.997934289015674,0,0.332644763005225,0,0,0,0,0,0,0,0,0.665289526010449,0,0,14.6363695722299,0,1.3305790520209,0,0,0,0.665289526010449,0,0.997934289015674,0,0.997934289015674,0,0,0,0,0,0.665289526010449,0,0,0,0.997934289015674,0.332644763005225,0
1523641721166.28,1.33051702897756,0.332629257244391,0,0,0,0,0,0.332629257244391,0.332629257244391,0.997887771733172,0.665258514488781,0.332629257244391,0,0,0,0,0,0,0,0,0.332629257244391,0.665258514488781,0,14.3030580615088,0,0.332629257244391,0,0,0,0,0.665258514488781,1.33051702897756,0.332629257244391,0.997887771733172,0,0,0,0,0,0.332629257244391,0,0,0,0.332629257244391,0.332629257244391,0
1523641724172.5,0.997930966208813,0,0.665287310805876,0,0,0,0,0.332643655402938,0,0.997930966208813,0.665287310805876,0.332643655402938,0.332643655402938,0.332643655402938,0.332643655402938,0,0,0,0,0,0.332643655402938,0.332643655402938,0.332643655402938,15.6342518039381,0,0,0,0,0,0,0,1.66321827701469,0.665287310805876,0.332643655402938,0.665287310805876,0.332643655402938,0,0,0,0.332643655402938,0,0,0,0,0,0.332643655402938
1523641727178.83,0,0.332631472264577,0.332631472264577,0.665262944529154,0.332631472264577,0.332631472264577,0,0,0,0.997894416793731,0,0.665262944529154,0,0,0,0.332631472264577,0.332631472264577,0,0,0,0,0,0.332631472264577,13.9705218351122,0,0.665262944529154,0.332631472264577,0.665262944529154,0,0,0,1.33052588905831,0.332631472264577,0.665262944529154,0.332631472264577,0,0.332631472264577,0.665262944529154,0.332631472264577,0,0.332631472264577,0.665262944529154,0,0,0,0
1523641730185.12,1.33054360957381,0,0.332635902393452,0,0.332635902393452,0.332635902393452,0,0.332635902393452,0.332635902393452,0.997907707180355,0,0.332635902393452,0.665271804786904,0,0.332635902393452,0,0,0.332635902393452,0.332635902393452,0.332635902393452,0.332635902393452,0,0,14.3033438029184,0,0,0,0,0,0.665271804786904,0.665271804786904,0.997907707180355,0,0,0.332635902393452,0,0,0.332635902393452,0,0,0.332635902393452,0,0.665271804786904,0.332635902393452,0.332635902393452,0
1523641733191.29,0.997947580464396,0.332649193488132,0.332649193488132,0,0,0,0,0,0.332649193488132,0.997947580464396,0,0,0.332649193488132,0,0.332649193488132,1.33059677395253,0,0.665298386976264,0.332649193488132,0,0,0.665298386976264,0.332649193488132,14.9692137069659,0,0.332649193488132,0,0,0,0,0.332649193488132,1.99589516092879,0,0,0,0,0.665298386976264,0.332649193488132,0,0,0.665298386976264,0,0,0.332649193488132,0.332649193488132,0.665298386976264
