1140, 151, 0, 0, 0
1140, 156, 1, 0, 0
2142, 166, 0, 0, 0
2142, 154, 1, 0, 0
3144, 118, 0, 0, 0
3144, 109, 1, 0, 0
4146, 76, 0, 0, 0
4146, 83, 1, 0, 0
5148, 115, 0, 0, 0
5148, 119, 1, 0, 0
6150, 100, 0, 0, 0
6150, 96, 1, 0, 0
7152, 95, 0, 0, 0
7152, 78, 1, 0, 0
8154, 89, 0, 0, 0
8154, 86, 1, 0, 0
9156, 119, 0, 0, 0
9156, 109, 1, 0, 0
10158, 166, 0, 0, 0
10158, 167, 1, 0, 0
11160, 83, 0, 0, 0
11160, 93, 1, 0, 0
12162, 94, 0, 0, 0
12162, 85, 1, 0, 0
13164, 123, 0, 0, 0
13164, 114, 1, 0, 0
14166, 107, 0, 0, 0
14166, 127, 1, 0, 0
15168, 103, 0, 0, 0
15168, 89, 1, 0, 0
16170, 79, 0, 0, 0
16170, 78, 1, 0, 0
17172, 111, 0, 0, 0
17172, 84, 1, 0, 0
18174, 97, 0, 0, 0
18174, 109, 1, 0, 0
19176, 92, 0, 0, 0
19176, 102, 1, 0, 0
20178, 93, 0, 0, 0
20178, 92, 1, 0, 0
21180, 89, 0, 0, 0
21180, 96, 1, 0, 0
22182, 112, 0, 0, 0
22182, 97, 1, 0, 0
23184, 123, 0, 0, 0
23184, 116, 1, 0, 0
24186, 132, 0, 0, 0
24186, 130, 1, 0, 0
25188, 79, 0, 0, 0
25188, 85, 1, 0, 0
26190, 121, 0, 0, 0
26190, 121, 1, 0, 0
27192, 73, 0, 0, 0
27192, 128, 1, 0, 0
28194, 121, 0, 0, 0
28194, 118, 1, 0, 0
29196, 118, 0, 0, 0
29196, 105, 1, 0, 0
30198, 112, 0, 0, 0
30198, 124, 1, 0, 0
31200, 84, 0, 0, 0
31200, 94, 1, 0, 0
32202, 113, 0, 0, 0
32202, 105, 1, 0, 0
33204, 94, 0, 0, 0
33204, 96, 1, 0, 0
34206, 99, 0, 0, 0
34206, 77, 1, 0, 0
35208, 126, 0, 0, 0
35208, 105, 1, 0, 0
36210, 98, 0, 0, 0
36210, 112, 1, 0, 0
37212, 97, 0, 0, 0
37212, 80, 1, 0, 0
38214, 92, 0, 0, 0
38214, 98, 1, 0, 0
39216, 104, 0, 0, 0
39216, 99, 1, 0, 0
40218, 92, 0, 0, 0
40218, 77, 1, 0, 0
41220, 150, 0, 0, 0
41220, 145, 1, 0, 0
42222, 99, 0, 0, 0
42222, 90, 1, 0, 0
43224, 92, 0, 0, 0
43224, 89, 1, 0, 0
44225, 149, 0, 0, 0
44225, 147, 1, 0, 0
45227, 76, 0, 0, 0
45227, 93, 1, 0, 0
46229, 89, 0, 0, 0
46229, 75, 1, 0, 0
47231, 95, 0, 0, 0
47231, 85, 1, 0, 0
48233, 131, 0, 0, 0
48233, 121, 1, 0, 0
49235, 94, 0, 0, 0
49235, 104, 1, 0, 0
50237, 133, 0, 0, 0
50237, 93, 1, 0, 0
51239, 94, 0, 0, 0
51239, 103, 1, 0, 0
52241, 114, 0, 0, 0
52241, 112, 1, 0, 0
53243, 160, 0, 0, 0
53243, 134, 1, 0, 0
54245, 79, 0, 0, 0
54245, 85, 1, 0, 0
55247, 78, 0, 0, 0
55247, 84, 1, 0, 0
56249, 146, 0, 0, 0
56249, 145, 1, 0, 0
57251, 73, 0, 0, 0
57251, 87, 1, 0, 0
58253, 86, 0, 0, 0
58253, 83, 1, 0, 0
59255, 84, 0, 0, 0
59255, 113, 1, 0, 0
60257, 104, 0, 0, 0
60257, 103, 1, 0, 0
61259, 85, 0, 0, 0
61259, 87, 1, 0, 0
62261, 96, 0, 0, 0
62261, 76, 1, 0, 0
63263, 136, 0, 0, 0
63263, 148, 1, 0, 0
64265, 142, 0, 0, 0
64265, 135, 1, 0, 0
65267, 83, 0, 0, 0
65267, 94, 1, 0, 0
66269, 80, 0, 0, 0
66269, 86, 1, 0, 0
67271, 96, 0, 0, 0
67271, 96, 1, 0, 0
68273, 97, 0, 0, 0
68273, 109, 1, 0, 0
69275, 80, 0, 0, 0
69275, 97, 1, 0, 0
70276, 142, 0, 0, 0
70276, 133, 1, 0, 0
71278, 153, 0, 0, 0
71278, 120, 1, 0, 0
72280, 86, 0, 0, 0
72280, 79, 1, 0, 0
73282, 91, 0, 0, 0
73282, 105, 1, 0, 0
74284, 98, 0, 0, 0
74284, 88, 1, 0, 0
75286, 66, 0, 0, 0
75286, 76, 1, 0, 0
76288, 111, 0, 0, 0
76288, 128, 1, 0, 0
77290, 97, 0, 0, 0
77290, 109, 1, 0, 0
78292, 76, 0, 0, 0
78292, 79, 1, 0, 0
79294, 93, 0, 0, 0
79294, 91, 1, 0, 0
80296, 94, 0, 0, 0
80296, 114, 1, 0, 0
81298, 88, 0, 0, 0
81298, 98, 1, 0, 0
82300, 82, 0, 0, 0
82300, 82, 1, 0, 0
83302, 128, 0, 0, 0
83302, 121, 1, 0, 0
84304, 133, 0, 0, 0
84304, 121, 1, 0, 0
85306, 92, 0, 0, 0
85306, 76, 1, 0, 0
86308, 136, 0, 0, 0
86308, 162, 1, 0, 0
87310, 195, 0, 0, 0
87310, 190, 1, 0, 0
88312, 67, 0, 0, 0
88312, 78, 1, 0, 0
89314, 101, 0, 0, 0
89314, 98, 1, 0, 0
90316, 107, 0, 0, 0
90316, 135, 1, 0, 0
91318, 112, 0, 0, 0
91318, 113, 1, 0, 0
92320, 95, 0, 0, 0
92320, 108, 1, 0, 0
93322, 86, 0, 0, 0
93322, 88, 1, 0, 0
94324, 101, 0, 0, 0
94324, 105, 1, 0, 0
95326, 92, 0, 0, 0
95326, 78, 1, 0, 0
96328, 87, 0, 0, 0
96328, 93, 1, 0, 0
97330, 76, 0, 0, 0
97330, 108, 1, 0, 0
98332, 89, 0, 0, 0
98332, 75, 1, 0, 0
99334, 104, 0, 0, 0
99334, 97, 1, 0, 0
100336, 98, 0, 0, 0
100336, 104, 1, 0, 0
101338, 80, 0, 0, 0
101338, 86, 1, 0, 0
102340, 104, 0, 0, 0
102340, 104, 1, 0, 0
103342, 75, 0, 0, 0
103342, 97, 1, 0, 0
104344, 130, 0, 0, 0
104344, 126, 1, 0, 0
105346, 127, 0, 0, 0
105346, 121, 1, 0, 0
106348, 96, 0, 0, 0
106348, 117, 1, 0, 0
107350, 93, 0, 0, 0
107350, 80, 1, 0, 0
108352, 60, 0, 0, 0
108352, 91, 1, 0, 0
109354, 76, 0, 0, 0
109354, 80, 1, 0, 0
110356, 98, 0, 0, 0
110356, 82, 1, 0, 0
111358, 109, 0, 0, 0
111358, 121, 1, 0, 0
112360, 108, 0, 0, 0
112360, 90, 1, 0, 0
113362, 65, 0, 0, 0
113362, 62, 1, 0, 0
114364, 91, 0, 0, 0
