timestamp_ms,cpu_00,cpu_01,cpu_02,cpu_03,cpu_04,cpu_05,cpu_06,cpu_07,cpu_08,cpu_09,cpu_10,cpu_11,cpu_12,cpu_13,cpu_14,cpu_15,cpu_16,cpu_17,cpu_18,cpu_19,cpu_20,cpu_21,cpu_22,cpu_23
1459958313000,0,0,1,0,0,100,1,100,1.01,0,0,0,0,0,1,0,1,0,0,0,0,0,3.96,0
1459958314000,0,0,0,0,0,100,2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958315000,0,0,1,0,0,100,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958316000,1,0,0.99,0,0,100,2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958317000,0,0,0,0,0,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958318000,0,0,1,0.99,0,100,2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0
1459958319000,0,0,1,0,0,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958320000,0,0,6.52,0,2,100,2,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958321000,1,0,7.69,0,1.01,100,1.01,100,1.01,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459958322000,1,0,5.56,0,2.02,100,2.97,100,2.97,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958323000,0,0,5.55,0,1.98,100,2.02,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0
1459958324000,1.96,0,8.61,0,2,100,2.97,100,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958325000,0,0,7.69,0,1,100,1.01,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958326000,0.99,0,9.78,0,1.01,100,2,100,1.98,0,1,0,0,0,0.99,0,0,0,0,0,0,0,0,0
1459958327000,0,0,8.79,0,1,100,1,100,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958328000,1.01,0,9.68,0,1,100,2,100,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1459958329000,1,0,8.89,0,1.98,100,2.97,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958330000,0,1,9.78,0,0,100,1.01,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958331000,1,1,7.78,0,1,100,2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
1459958332000,0,0,10.76,0,0,100,2,100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958333000,0,1,10.76,0,0,100,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0
1459958334000,0,1,8.79,0,0,100,2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459958335000,1,1.01,9.79,0,0.99,100,1.01,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
